jan13keta,gtin14_i0,unit_name_i0,gtin14_i1,unit_name_i1,gtin14_i2,unit_name_i2,product_name,product_no,product_sta,total_reimbursement_price_yen,pack_qty,manufacturer_name,tokutei01_iji_code,tokutei01_name,tokutei01_price,tokutei02_iji_code,tokutei02_name,tokutei02_price,tokutei03_iji_code,tokutei03_name,tokutei03_price,tokutei04_iji_code,tokutei04_name,tokutei04_price,tokutei05_iji_code,tokutei05_name,tokutei05_price,tokutei06_iji_code,tokutei06_name,tokutei06_price,tokutei07_iji_code,tokutei07_name,tokutei07_price,tokutei08_iji_code,tokutei08_name,tokutei08_price,tokutei09_iji_code,tokutei09_name,tokutei09_price,tokutei10_iji_code,tokutei10_name,tokutei10_price
0634624332805,00634624332805,本,,,20634624332809,箱,クリーンカット　２．８ｍｍ,RCC-28,２．８ｍｍ,,1,コスモテック,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0634624333505,00634624333505,本,,,20634624333509,箱,クリーンカット　３．５ｍｍ,RCC-35,３．５ｍｍ,,1,コスモテック,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0634624334007,00634624334007,本,,,20634624334001,箱,クリーンカット　４．０ｍｍ,RCC-40,４．０ｍｍ,,1,コスモテック,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0634624334502,00634624334502,本,,,20634624334506,箱,クリーンカット　４．５ｍｍ,RCC-45,４．５ｍｍ,,1,コスモテック,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0634624010017,00634624010017,個,,,20634624010011,箱,リトラクト・オ・テープ,1001,‐,,,コスモテック,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0634624010024,00634624010024,個,,,20634624010028,箱,リトラクト・オ・テープ,1002,‐,,,コスモテック,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0634624010123,00634624010123,個,,,20634624010127,箱,リトラクト・オ・テープ,1012,‐,,,コスモテック,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0634624010154,00634624010154,個,,,20634624010158,箱,リトラクト・オ・テープ,1015,‐,,,コスモテック,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0634624010321,00634624010321,個,,,20634624010325,箱,リトラクト・オ・テープ,1032,‐,,,コスモテック,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0634624010413,00634624010413,個,,,20634624010417,箱,リトラクト・オ・テープ　鈍針,1041,‐,,,コスモテック,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0634624010710,00634624010710,個,,,20634624010714,箱,リトラクト・オ・テープ　鋭針,1071,‐,,,コスモテック,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0634624015418,00634624015418,個,,,20634624015412,箱,サドルループ　鈍針,1541,‐,,,コスモテック,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0634624015715,00634624015715,個,,,20634624015719,箱,サドルループ　鋭針,1571,‐,,,コスモテック,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0634624431034,00634624431034,個,10634624431031,箱,,,左心室ベント用安全弁ＶＲＶ-Ⅱ,4003103,‐,4560,1,コスモテック,737280000,人工心肺回路（個別機能品・安全弁）,4560,,,,,,,,,,,,,,,,,,,,,,,,,,,
0634624441033,00634624441033,個,10634624441030,箱,,,左心室ベント用安全弁ＶＲＶ-ⅡC,4004103,‐,4560,1,コスモテック,737280000,人工心肺回路（個別機能品・安全弁）,4560,,,,,,,,,,,,,,,,,,,,,,,,,,,
0634624471009,00634624471009,個,,,,,クエスト レトロガード,4007100,‐,4560,1,コスモテック,737280000,人工心肺回路（個別機能品・安全弁）,4560,,,,,,,,,,,,,,,,,,,,,,,,,,,
0634624501126,00634624501126,セット,,,,,ＭＰＳ　デリバリーセット,5001102,－,26500,1,コスモテック,737170000,人工心肺回路（心筋保護回路）,14600,737270000,人工心肺回路（個別機能品・熱交換器）,11900,,,,,,,,,,,,,,,,,,,,,,,,
0634624051171,00634624051171,セット,,,,,ＭＰＳ　デリバリーセット,N5051107,－,26500,1,コスモテック,737170000,人工心肺回路（心筋保護回路）,14600,737270000,人工心肺回路（個別機能品・熱交換器）,11900,,,,,,,,,,,,,,,,,,,,,,,,
