jan13keta,gtin14_i0,unit_name_i0,gtin14_i1,unit_name_i1,gtin14_i2,unit_name_i2,product_name,product_no,product_sta,total_reimbursement_price_yen,pack_qty,manufacturer_name,tokutei01_iji_code,tokutei01_name,tokutei01_price,tokutei02_iji_code,tokutei02_name,tokutei02_price,tokutei03_iji_code,tokutei03_name,tokutei03_price,tokutei04_iji_code,tokutei04_name,tokutei04_price,tokutei05_iji_code,tokutei05_name,tokutei05_price,tokutei06_iji_code,tokutei06_name,tokutei06_price,tokutei07_iji_code,tokutei07_name,tokutei07_price,tokutei08_iji_code,tokutei08_name,tokutei08_price,tokutei09_iji_code,tokutei09_name,tokutei09_price,tokutei10_iji_code,tokutei10_name,tokutei10_price
0630140153863,00630140153863,梱,10630140153860,箱,,,オン／オフバルブ　アウターキャニスタ,65652-616,1500ML,,,カーディナルヘルス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0630140152996,00630140152996,梱,10630140152993,箱,,,４タンデム　マニュフォールド,65652-004,ー,,,カーディナルヘルス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0630140041207,00630140041207,梱,,,,,ダイヨウリョウ　キャニスタ,65651-120,ー,,,カーディナルヘルス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0630140021926,00630140021926,梱,,,,,サクションチューブ,N5100,5MM X 30.5M,,,カーディナルヘルス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0630140021933,00630140021933,梱,,,,,サクションチューブ,N6100,6MM X 30.5M,,,カーディナルヘルス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0630140041061,00630140041061,個,,,,,フレイザー　サクションハンドル,K72,１０FR,,,カーディナルヘルス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0630140041078,00630140041078,個,,,,,フレイザー　サクションハンドル,K73,１２FR,,,カーディナルヘルス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0630140014522,00630140014522,個,,,,,プール　サクションハンドル,K770,ー,,,カーディナルヘルス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0630140190813,00630140190813,個,,,,,フォガティー　ケッカンカンシ　５０２０,CV5020,‐,,,エドワーズライフサイエンス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0630140190820,00630140190820,個,,,,,フォガティー　ケッカンカンシ　５０２５,CV5025,‐,,,エドワーズライフサイエンス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0630140190837,00630140190837,個,,,,,フォガティー　ケッカンカンシ　５０３０,CV5030,‐,,,エドワーズライフサイエンス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0630140190844,00630140190844,個,,,,,フォガティー　ケッカンカンシ　５０４０,CV5040,‐,,,エドワーズライフサイエンス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0630140190851,00630140190851,個,,,,,フォガティー　ケッカンカンシ　５０４５,CV5045,‐,,,エドワーズライフサイエンス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0630140190868,00630140190868,個,,,,,フォガティー　ケッカンカンシ　５０５０,CV5050,‐,,,エドワーズライフサイエンス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0630140190875,00630140190875,個,,,,,フォガティー　ケッカンカンシ　５０５５,CV5055,‐,,,エドワーズライフサイエンス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0630140190882,00630140190882,個,,,,,スプリングクリップヨウ　アプリケーター,CV5110,‐,,,エドワーズライフサイエンス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
