gtin14,jan3,jan4,jan13keta,indicator
08935066808173,893,8935,8935066808173,i0
08935066865084,893,8935,8935066865084,i0
08935066860003,893,8935,8935066860003,i0
08935066860010,893,8935,8935066860010,i0
08935066860027,893,8935,8935066860027,i0
08935066860034,893,8935,8935066860034,i0
08935066860041,893,8935,8935066860041,i0
08935066860058,893,8935,8935066860058,i0
08935066860065,893,8935,8935066860065,i0
08935066860072,893,8935,8935066860072,i0
08935066860089,893,8935,8935066860089,i0
08935066865091,893,8935,8935066865091,i0
08935066860096,893,8935,8935066860096,i0
08935066860102,893,8935,8935066860102,i0
08935066860119,893,8935,8935066860119,i0
08935066860126,893,8935,8935066860126,i0
08935066860133,893,8935,8935066860133,i0
08935066860140,893,8935,8935066860140,i0
08935066860157,893,8935,8935066860157,i0
08935066860164,893,8935,8935066860164,i0
08935066860171,893,8935,8935066860171,i0
08935066860188,893,8935,8935066860188,i0
08935066860195,893,8935,8935066860195,i0
08935066860201,893,8935,8935066860201,i0
08935066860218,893,8935,8935066860218,i0
08935066860225,893,8935,8935066860225,i0
08935066860232,893,8935,8935066860232,i0
08935066860249,893,8935,8935066860249,i0
08935066860256,893,8935,8935066860256,i0
08935066860263,893,8935,8935066860263,i0
08935066865152,893,8935,8935066865152,i0
08935066860270,893,8935,8935066860270,i0
08935066865336,893,8935,8935066865336,i0
08935066860287,893,8935,8935066860287,i0
08935066860294,893,8935,8935066860294,i0
08935066860300,893,8935,8935066860300,i0
08935066860317,893,8935,8935066860317,i0
08935066860324,893,8935,8935066860324,i0
08935066860331,893,8935,8935066860331,i0
08935066860348,893,8935,8935066860348,i0
08935066860355,893,8935,8935066860355,i0
08935066860362,893,8935,8935066860362,i0
08935066860379,893,8935,8935066860379,i0
08935066860386,893,8935,8935066860386,i0
08935066860393,893,8935,8935066860393,i0
08935066860409,893,8935,8935066860409,i0
08935066860416,893,8935,8935066860416,i0
08935066860423,893,8935,8935066860423,i0
08935066863585,893,8935,8935066863585,i0
08935066860430,893,8935,8935066860430,i0
08935066860447,893,8935,8935066860447,i0
08935066860454,893,8935,8935066860454,i0
08935066860461,893,8935,8935066860461,i0
08935066865053,893,8935,8935066865053,i0
08935066860478,893,8935,8935066860478,i0
08935066860485,893,8935,8935066860485,i0
08935066860492,893,8935,8935066860492,i0
08935066860508,893,8935,8935066860508,i0
08935066860515,893,8935,8935066860515,i0
08935066860522,893,8935,8935066860522,i0
08935066860539,893,8935,8935066860539,i0
08935066860546,893,8935,8935066860546,i0
08935066860553,893,8935,8935066860553,i0
08935066860560,893,8935,8935066860560,i0
08935066860577,893,8935,8935066860577,i0
08935066860584,893,8935,8935066860584,i0
08935066860591,893,8935,8935066860591,i0
08935066860607,893,8935,8935066860607,i0
08935066860614,893,8935,8935066860614,i0
08935066860621,893,8935,8935066860621,i0
08935066860638,893,8935,8935066860638,i0
08935066860645,893,8935,8935066860645,i0
08935066865251,893,8935,8935066865251,i0
08935066860652,893,8935,8935066860652,i0
08935066865329,893,8935,8935066865329,i0
08935066865305,893,8935,8935066865305,i0
08935066865381,893,8935,8935066865381,i0
08935066865398,893,8935,8935066865398,i0
08935066860669,893,8935,8935066860669,i0
08935066865435,893,8935,8935066865435,i0
08935066860676,893,8935,8935066860676,i0
08935066865350,893,8935,8935066865350,i0
08935066860683,893,8935,8935066860683,i0
08935066860690,893,8935,8935066860690,i0
08935066860706,893,8935,8935066860706,i0
08935066860713,893,8935,8935066860713,i0
08935066860720,893,8935,8935066860720,i0
08935066860737,893,8935,8935066860737,i0
08935066860744,893,8935,8935066860744,i0
08935066865312,893,8935,8935066865312,i0
08935066860751,893,8935,8935066860751,i0
08935066860768,893,8935,8935066860768,i0
08935066860775,893,8935,8935066860775,i0
08935066860782,893,8935,8935066860782,i0
08935066860799,893,8935,8935066860799,i0
08935066860805,893,8935,8935066860805,i0
08935066860812,893,8935,8935066860812,i0
08935066860829,893,8935,8935066860829,i0
08935066860836,893,8935,8935066860836,i0
08935066865190,893,8935,8935066865190,i0
08935066860843,893,8935,8935066860843,i0
08935066860850,893,8935,8935066860850,i0
08935066860867,893,8935,8935066860867,i0
08935066860874,893,8935,8935066860874,i0
08935066860881,893,8935,8935066860881,i0
08935066860898,893,8935,8935066860898,i0
08935066860904,893,8935,8935066860904,i0
08935066860911,893,8935,8935066860911,i0
08935066864964,893,8935,8935066864964,i0
08935066860928,893,8935,8935066860928,i0
08935066865060,893,8935,8935066865060,i0
08935066865145,893,8935,8935066865145,i0
08935066865299,893,8935,8935066865299,i0
08935066860935,893,8935,8935066860935,i0
08935066860942,893,8935,8935066860942,i0
08935066860959,893,8935,8935066860959,i0
08935066860973,893,8935,8935066860973,i0
08935066860980,893,8935,8935066860980,i0
08935066860997,893,8935,8935066860997,i0
08935066861000,893,8935,8935066861000,i0
08935066861017,893,8935,8935066861017,i0
08935066861024,893,8935,8935066861024,i0
08935066861031,893,8935,8935066861031,i0
08935066861048,893,8935,8935066861048,i0
08935066861055,893,8935,8935066861055,i0
08935066861062,893,8935,8935066861062,i0
08935066861079,893,8935,8935066861079,i0
08935066861086,893,8935,8935066861086,i0
08935066861093,893,8935,8935066861093,i0
08935066861109,893,8935,8935066861109,i0
08935066861116,893,8935,8935066861116,i0
08935066861123,893,8935,8935066861123,i0
08935066861130,893,8935,8935066861130,i0
08935066861147,893,8935,8935066861147,i0
08935066861154,893,8935,8935066861154,i0
08935066864971,893,8935,8935066864971,i0
08935066861161,893,8935,8935066861161,i0
08935066861178,893,8935,8935066861178,i0
08935066865022,893,8935,8935066865022,i0
08935066861185,893,8935,8935066861185,i0
08935066861192,893,8935,8935066861192,i0
08935066861208,893,8935,8935066861208,i0
08935066861215,893,8935,8935066861215,i0
08935066861222,893,8935,8935066861222,i0
08935066861239,893,8935,8935066861239,i0
08935066861246,893,8935,8935066861246,i0
08935066861253,893,8935,8935066861253,i0
08935066861260,893,8935,8935066861260,i0
08935066861277,893,8935,8935066861277,i0
08935066861284,893,8935,8935066861284,i0
08935066861291,893,8935,8935066861291,i0
08935066861307,893,8935,8935066861307,i0
08935066861314,893,8935,8935066861314,i0
08935066861321,893,8935,8935066861321,i0
08935066861338,893,8935,8935066861338,i0
08935066865404,893,8935,8935066865404,i0
08935066861345,893,8935,8935066861345,i0
08935066861352,893,8935,8935066861352,i0
08935066861369,893,8935,8935066861369,i0
08935066861376,893,8935,8935066861376,i0
08935066861383,893,8935,8935066861383,i0
08935066861390,893,8935,8935066861390,i0
08935066861406,893,8935,8935066861406,i0
08935066861413,893,8935,8935066861413,i0
08935066861420,893,8935,8935066861420,i0
08935066861437,893,8935,8935066861437,i0
08935066861444,893,8935,8935066861444,i0
08935066861451,893,8935,8935066861451,i0
08935066861468,893,8935,8935066861468,i0
08935066861475,893,8935,8935066861475,i0
08935066861482,893,8935,8935066861482,i0
08935066861499,893,8935,8935066861499,i0
08935066861505,893,8935,8935066861505,i0
08935066861512,893,8935,8935066861512,i0
08935066861529,893,8935,8935066861529,i0
08935066861536,893,8935,8935066861536,i0
08935066861543,893,8935,8935066861543,i0
08935066861550,893,8935,8935066861550,i0
08935066861567,893,8935,8935066861567,i0
08935066861574,893,8935,8935066861574,i0
08935066861581,893,8935,8935066861581,i0
08935066861598,893,8935,8935066861598,i0
08935066861604,893,8935,8935066861604,i0
08935066861611,893,8935,8935066861611,i0
08935066861628,893,8935,8935066861628,i0
08935066861635,893,8935,8935066861635,i0
08935066861642,893,8935,8935066861642,i0
08935066861659,893,8935,8935066861659,i0
08935066861666,893,8935,8935066861666,i0
08935066861673,893,8935,8935066861673,i0
08935066861680,893,8935,8935066861680,i0
08935066861697,893,8935,8935066861697,i0
08935066861703,893,8935,8935066861703,i0
08935066861710,893,8935,8935066861710,i0
08935066861727,893,8935,8935066861727,i0
08935066865114,893,8935,8935066865114,i0
08935066865374,893,8935,8935066865374,i0
08935066861734,893,8935,8935066861734,i0
08935066861741,893,8935,8935066861741,i0
08935066861758,893,8935,8935066861758,i0
08935066861765,893,8935,8935066861765,i0
08935066861772,893,8935,8935066861772,i0
08935066861789,893,8935,8935066861789,i0
08935066861796,893,8935,8935066861796,i0
08935066861802,893,8935,8935066861802,i0
08935066861819,893,8935,8935066861819,i0
08935066861826,893,8935,8935066861826,i0
08935066861833,893,8935,8935066861833,i0
08935066861840,893,8935,8935066861840,i0
08935066861857,893,8935,8935066861857,i0
08935066861864,893,8935,8935066861864,i0
08935066861871,893,8935,8935066861871,i0
08935066861888,893,8935,8935066861888,i0
08935066861895,893,8935,8935066861895,i0
08935066864988,893,8935,8935066864988,i0
08935066865206,893,8935,8935066865206,i0
08935066861901,893,8935,8935066861901,i0
08935066861918,893,8935,8935066861918,i0
08935066861925,893,8935,8935066861925,i0
08935066861932,893,8935,8935066861932,i0
08935066865077,893,8935,8935066865077,i0
08935066861949,893,8935,8935066861949,i0
08935066861956,893,8935,8935066861956,i0
08935066861963,893,8935,8935066861963,i0
08935066861970,893,8935,8935066861970,i0
08935066861987,893,8935,8935066861987,i0
08935066861994,893,8935,8935066861994,i0
08935066862007,893,8935,8935066862007,i0
08935066862014,893,8935,8935066862014,i0
08935066862021,893,8935,8935066862021,i0
08935066862038,893,8935,8935066862038,i0
08935066862045,893,8935,8935066862045,i0
08935066862052,893,8935,8935066862052,i0
08935066862069,893,8935,8935066862069,i0
08935066862076,893,8935,8935066862076,i0
08935066862083,893,8935,8935066862083,i0
08935066862090,893,8935,8935066862090,i0
08935066862106,893,8935,8935066862106,i0
08935066862113,893,8935,8935066862113,i0
08935066862120,893,8935,8935066862120,i0
08935066862137,893,8935,8935066862137,i0
08935066862144,893,8935,8935066862144,i0
08935066862151,893,8935,8935066862151,i0
08935066864704,893,8935,8935066864704,i0
08935066862168,893,8935,8935066862168,i0
08935066865107,893,8935,8935066865107,i0
08935066864902,893,8935,8935066864902,i0
08935066862175,893,8935,8935066862175,i0
08935066862182,893,8935,8935066862182,i0
08935066862199,893,8935,8935066862199,i0
08935066862205,893,8935,8935066862205,i0
08935066862212,893,8935,8935066862212,i0
08935066862229,893,8935,8935066862229,i0
08935066862236,893,8935,8935066862236,i0
08935066862243,893,8935,8935066862243,i0
08935066862250,893,8935,8935066862250,i0
08935066864933,893,8935,8935066864933,i0
08935066865015,893,8935,8935066865015,i0
08935066865237,893,8935,8935066865237,i0
08935066862267,893,8935,8935066862267,i0
08935066862274,893,8935,8935066862274,i0
08935066865268,893,8935,8935066865268,i0
08935066865176,893,8935,8935066865176,i0
08935066865169,893,8935,8935066865169,i0
08935066865244,893,8935,8935066865244,i0
08935066865367,893,8935,8935066865367,i0
08935066865442,893,8935,8935066865442,i0
08935066865459,893,8935,8935066865459,i0
08935066865466,893,8935,8935066865466,i0
08935066865213,893,8935,8935066865213,i0
08935066865411,893,8935,8935066865411,i0
08935066865220,893,8935,8935066865220,i0
08935066862281,893,8935,8935066862281,i0
08935066862298,893,8935,8935066862298,i0
08935066862304,893,8935,8935066862304,i0
08935066862311,893,8935,8935066862311,i0
08935066862328,893,8935,8935066862328,i0
08935066862335,893,8935,8935066862335,i0
08935066862342,893,8935,8935066862342,i0
08935066862359,893,8935,8935066862359,i0
08935066862366,893,8935,8935066862366,i0
08935066862373,893,8935,8935066862373,i0
08935066862380,893,8935,8935066862380,i0
08935066862397,893,8935,8935066862397,i0
08935066862403,893,8935,8935066862403,i0
08935066862410,893,8935,8935066862410,i0
08935066862427,893,8935,8935066862427,i0
08935066862434,893,8935,8935066862434,i0
08935066862441,893,8935,8935066862441,i0
08935066862458,893,8935,8935066862458,i0
08935066862465,893,8935,8935066862465,i0
08935066862472,893,8935,8935066862472,i0
08935066862489,893,8935,8935066862489,i0
08935066862496,893,8935,8935066862496,i0
08935066862502,893,8935,8935066862502,i0
08935066862519,893,8935,8935066862519,i0
08935066862526,893,8935,8935066862526,i0
08935066862533,893,8935,8935066862533,i0
08935066862540,893,8935,8935066862540,i0
08935066862557,893,8935,8935066862557,i0
08935066862564,893,8935,8935066862564,i0
08935066862571,893,8935,8935066862571,i0
08935066862588,893,8935,8935066862588,i0
08935066862595,893,8935,8935066862595,i0
08935066862601,893,8935,8935066862601,i0
08935066862618,893,8935,8935066862618,i0
08935066862625,893,8935,8935066862625,i0
08935066862632,893,8935,8935066862632,i0
08935066862649,893,8935,8935066862649,i0
08935066862656,893,8935,8935066862656,i0
08935066862663,893,8935,8935066862663,i0
08935066865121,893,8935,8935066865121,i0
08935066864919,893,8935,8935066864919,i0
08935066864957,893,8935,8935066864957,i0
08935066862670,893,8935,8935066862670,i0
08935066862687,893,8935,8935066862687,i0
08935066864940,893,8935,8935066864940,i0
08935066865275,893,8935,8935066865275,i0
08935066862694,893,8935,8935066862694,i0
08935066862700,893,8935,8935066862700,i0
08935066862717,893,8935,8935066862717,i0
08935066862724,893,8935,8935066862724,i0
08935066862731,893,8935,8935066862731,i0
08935066862748,893,8935,8935066862748,i0
08935066862755,893,8935,8935066862755,i0
08935066862762,893,8935,8935066862762,i0
08935066862779,893,8935,8935066862779,i0
08935066862786,893,8935,8935066862786,i0
08935066862793,893,8935,8935066862793,i0
08935066862809,893,8935,8935066862809,i0
08935066862816,893,8935,8935066862816,i0
08935066862823,893,8935,8935066862823,i0
08935066862830,893,8935,8935066862830,i0
08935066862847,893,8935,8935066862847,i0
08935066862854,893,8935,8935066862854,i0
08935066862861,893,8935,8935066862861,i0
08935066862878,893,8935,8935066862878,i0
08935066862885,893,8935,8935066862885,i0
08935066862892,893,8935,8935066862892,i0
08935066862908,893,8935,8935066862908,i0
08935066862915,893,8935,8935066862915,i0
08935066862922,893,8935,8935066862922,i0
08935066862939,893,8935,8935066862939,i0
08935066862946,893,8935,8935066862946,i0
08935066862953,893,8935,8935066862953,i0
08935066862960,893,8935,8935066862960,i0
08935066862977,893,8935,8935066862977,i0
08935066862984,893,8935,8935066862984,i0
