gtin14,jan3,jan4,jan13
08860000000000,886,8860,8860000000000
08860000000000,886,8860,8860000000000
08860000000000,886,8860,8860000000000
08860000000000,886,8860,8860000000000
08860000000000,886,8860,8860000000000
08860000000000,886,8860,8860000000000
08860000000000,886,8860,8860000000000
08860000000000,886,8860,8860000000000
08860000000000,886,8860,8860000000000
08860000000000,886,8860,8860000000000
08860000000000,886,8860,8860000000000
08860000000000,886,8860,8860000000000
08860000000000,886,8860,8860000000000
08860000000000,886,8860,8860000000000
08860000000000,886,8860,8860000000000
08860000000000,886,8860,8860000000000
08860000000000,886,8860,8860000000000
08860000000000,886,8860,8860000000000
08860000000000,886,8860,8860000000000
08860000000000,886,8860,8860000000000
08860000000000,886,8860,8860000000000
08860000000000,886,8860,8860000000000
08860000000000,886,8860,8860000000000
08860000000000,886,8860,8860000000000
08860000000000,886,8860,8860000000000
08860000000000,886,8860,8860000000000
08860000000000,886,8860,8860000000000
08860000000000,886,8860,8860000000000
08860000000000,886,8860,8860000000000
08860000000000,886,8860,8860000000000
08860000000000,886,8860,8860000000000
08860000000000,886,8860,8860000000000
08860000000000,886,8860,8860000000000
08860000000000,886,8860,8860000000000
08860000000000,886,8860,8860000000000
08860000000000,886,8860,8860000000000
08860000000000,886,8860,8860000000000
08860000000000,886,8860,8860000000000
08860000000000,886,8860,8860000000000
08860000000000,886,8860,8860000000000
08860000000000,886,8860,8860000000000
08860000000000,886,8860,8860000000000
08860000000000,886,8860,8860000000000
08860000000000,886,8860,8860000000000
08860000000000,886,8860,8860000000000
08860000000000,886,8860,8860000000000
08860000000000,886,8860,8860000000000
08860000000000,886,8860,8860000000000
08860000000000,886,8860,8860000000000
08860000000000,886,8860,8860000000000
08860000000000,886,8860,8860000000000
08860000000000,886,8860,8860000000000
08860000000000,886,8860,8860000000000
08860000000000,886,8860,8860000000000
08860000000000,886,8860,8860000000000
08860000000000,886,8860,8860000000000
08860000000000,886,8860,8860000000000
08860000000000,886,8860,8860000000000
08860000000000,886,8860,8860000000000
08860000000000,886,8860,8860000000000
08860000000000,886,8860,8860000000000
08860000000000,886,8860,8860000000000
08860000000000,886,8860,8860000000000
08860000000000,886,8860,8860000000000
08860000000000,886,8860,8860000000000
08860000000000,886,8860,8860000000000
08860000000000,886,8860,8860000000000
08860000000000,886,8860,8860000000000
08860000000000,886,8860,8860000000000
08860000000000,886,8860,8860000000000
08860000000000,886,8860,8860000000000
08860000000000,886,8860,8860000000000
08860000000000,886,8860,8860000000000
08860000000000,886,8860,8860000000000
08860000000000,886,8860,8860000000000
08860000000000,886,8860,8860000000000
08860000000000,886,8860,8860000000000
08860000000000,886,8860,8860000000000
08860000000000,886,8860,8860000000000
08860000000000,886,8860,8860000000000
08860000000000,886,8860,8860000000000
08860000000000,886,8860,8860000000000
08860000000000,886,8860,8860000000000
08860000000000,886,8860,8860000000000
08860000000000,886,8860,8860000000000
08860000000000,886,8860,8860000000000
08860000000000,886,8860,8860000000000
08860000000000,886,8860,8860000000000
08860000000000,886,8860,8860000000000
