gtin14,jan3,jan4,jan13keta,indicator
17331791000000,733,7331,7331791000003,i1
17331791000017,733,7331,7331791000010,i1
17331791000024,733,7331,7331791000027,i1
17331791000031,733,7331,7331791000034,i1
17331791000048,733,7331,7331791000041,i1
17331791000055,733,7331,7331791000058,i1
17331791000062,733,7331,7331791000065,i1
17331791000079,733,7331,7331791000072,i1
17331791000086,733,7331,7331791000089,i1
17331791000109,733,7331,7331791000102,i1
17331791000116,733,7331,7331791000119,i1
17331791000123,733,7331,7331791000126,i1
17331791000130,733,7331,7331791000133,i1
17331791000154,733,7331,7331791000157,i1
17331791000161,733,7331,7331791000164,i1
17331791000178,733,7331,7331791000171,i1
17331791000185,733,7331,7331791000188,i1
17331791000192,733,7331,7331791000195,i1
17331791000208,733,7331,7331791000201,i1
17331791000215,733,7331,7331791000218,i1
17333387047147,733,7333,7333387047140,i1
17333387047208,733,7333,7333387047201,i1
17333387046164,733,7333,7333387046167,i1
17333387046195,733,7333,7333387046198,i1
17333387046225,733,7333,7333387046228,i1
17333387046256,733,7333,7333387046259,i1
17333387046317,733,7333,7333387046310,i1
17333387046348,733,7333,7333387046341,i1
17332430569247,733,7332,7332430569240,i1
17332430599695,733,7332,7332430599698,i1
17332430599725,733,7332,7332430599728,i1
17332430599756,733,7332,7332430599759,i1
17332430674491,733,7332,7332430674494,i1
17332430674583,733,7332,7332430674586,i1
17332430988994,733,7332,7332430988997,i1
17332430989076,733,7332,7332430989079,i1
17332430989151,733,7332,7332430989154,i1
17332430989236,733,7332,7332430989239,i1
17332430989311,733,7332,7332430989314,i1
17332430989397,733,7332,7332430989390,i1
17332430989472,733,7332,7332430989475,i1
17332430989557,733,7332,7332430989550,i1
17332430989632,733,7332,7332430989635,i1
17332430989755,733,7332,7332430989758,i1
17332430989830,733,7332,7332430989833,i1
17332430989953,733,7332,7332430989956,i1
17332430990072,733,7332,7332430990075,i1
17333350988521,733,7333,7333350988524,i1
17330779111660,733,7330,7330779111663,i1
17332551948938,733,7332,7332551948931,i1
17332551948976,733,7332,7332551948979,i1
17332551949010,733,7332,7332551949013,i1
17332551949096,733,7332,7332551949099,i1
17332551949058,733,7332,7332551949051,i1
17332551949133,733,7332,7332551949136,i1
17332430662719,733,7332,7332430662712,i1
17332430662801,733,7332,7332430662804,i1
17332551388147,733,7332,7332551388140,i1
17332430765946,733,7332,7332430765949,i1
17332551983809,733,7332,7332551983802,i1
17332430529050,733,7332,7332430529053,i1
17332430497663,733,7332,7332430497666,i1
17332430705263,733,7332,7332430705266,i1
17332430847734,733,7332,7332430847737,i1
17332430732740,733,7332,7332430732743,i1
17332430732771,733,7332,7332430732774,i1
17332430732719,733,7332,7332430732712,i1
17332430940565,733,7332,7332430940568,i1
17332430740585,733,7332,7332430740588,i1
17332551127692,733,7332,7332551127695,i1
17332430882711,733,7332,7332430882714,i1
17332430917710,733,7332,7332430917713,i1
17332551480094,733,7332,7332551480097,i1
17332430718775,733,7332,7332430718778,i1
17332430529012,733,7332,7332430529015,i1
17332430529036,733,7332,7332430529039,i1
17332551173606,733,7332,7332551173609,i1
17332551164338,733,7332,7332551164331,i1
17332551164307,733,7332,7332551164300,i1
17332551164406,733,7332,7332551164409,i1
17332551580213,733,7332,7332551580216,i1
17332551580251,733,7332,7332551580254,i1
17332551580787,733,7332,7332551580780,i1
17332551580299,733,7332,7332551580292,i1
17332551580336,733,7332,7332551580339,i1
17332551851214,733,7332,7332551851217,i1
17332551851443,733,7332,7332551851446,i1
17332551870437,733,7332,7332551870430,i1
17332430873924,733,7332,7332430873927,i1
17332430873979,733,7332,7332430873972,i1
17332551227002,733,7332,7332551227005,i1
17333350499003,733,7333,7333350499006,i1
17332430872217,733,7332,7332430872210,i1
17332430983708,733,7332,7332430983701,i1
17332430787351,733,7332,7332430787354,i1
17332430856163,733,7332,7332430856166,i1
17332430855944,733,7332,7332430855947,i1
17332430856057,733,7332,7332430856050,i1
17332430856088,733,7332,7332430856081,i1
17332430848328,733,7332,7332430848321,i1
17332430800753,733,7332,7332430800756,i1
17332430871173,733,7332,7332430871176,i1
17332430806885,733,7332,7332430806888,i1
