gtin14,jan3,jan4,jan13keta
44987356321376,498,4987,4987356321378
44987356321383,498,4987,4987356321385
44987356321390,498,4987,4987356321392
44987356321406,498,4987,4987356321408
44987356321413,498,4987,4987356321415
44987356321420,498,4987,4987356321422
44987356321437,498,4987,4987356321439
44987356321444,498,4987,4987356321446
44987356321451,498,4987,4987356321453
44987356321468,498,4987,4987356321460
44987356321475,498,4987,4987356321477
44987356321482,498,4987,4987356321484
44987356321499,498,4987,4987356321491
44987356321505,498,4987,4987356321507
44987356321512,498,4987,4987356321514
44987356321529,498,4987,4987356321521
44987356321536,498,4987,4987356321538
44987356321543,498,4987,4987356321545
44987356321550,498,4987,4987356321552
44987356321567,498,4987,4987356321569
44987356321574,498,4987,4987356321576
44987356321581,498,4987,4987356321583
44987356321598,498,4987,4987356321590
44987356321604,498,4987,4987356321606
44987356321611,498,4987,4987356321613
44987356321628,498,4987,4987356321620
44987356321635,498,4987,4987356321637
44987356321642,498,4987,4987356321644
44987356321659,498,4987,4987356321651
44987356321666,498,4987,4987356321668
44987356321673,498,4987,4987356321675
44987356321680,498,4987,4987356321682
44987356321697,498,4987,4987356321699
44987356321703,498,4987,4987356321705
44987356321710,498,4987,4987356321712
44987356321727,498,4987,4987356321729
44987356321734,498,4987,4987356321736
44987356321741,498,4987,4987356321743
44987356321758,498,4987,4987356321750
44987356321765,498,4987,4987356321767
44987356321772,498,4987,4987356321774
44987356321789,498,4987,4987356321781
44987356321796,498,4987,4987356321798
44987356321802,498,4987,4987356321804
44987356321819,498,4987,4987356321811
44987356321826,498,4987,4987356321828
44987356321833,498,4987,4987356321835
44987356321840,498,4987,4987356321842
44987356321857,498,4987,4987356321859
44987356321864,498,4987,4987356321866
44987356321871,498,4987,4987356321873
44987356321888,498,4987,4987356321880
44987356321895,498,4987,4987356321897
44987356321901,498,4987,4987356321903
44987356321918,498,4987,4987356321910
44987356321925,498,4987,4987356321927
44987356321932,498,4987,4987356321934
44987356321949,498,4987,4987356321941
44987356321956,498,4987,4987356321958
44987356321963,498,4987,4987356321965
44987356321970,498,4987,4987356321972
44987356321987,498,4987,4987356321989
44987356321994,498,4987,4987356321996
44987356322007,498,4987,4987356322009
44987356322014,498,4987,4987356322016
44987356322021,498,4987,4987356322023
44987356322038,498,4987,4987356322030
44987356322045,498,4987,4987356322047
44987356322052,498,4987,4987356322054
44987356322069,498,4987,4987356322061
44987356322076,498,4987,4987356322078
44987356322090,498,4987,4987356322092
44987356322106,498,4987,4987356322108
44987356322113,498,4987,4987356322115
44987356322120,498,4987,4987356322122
44987356322137,498,4987,4987356322139
44987356322144,498,4987,4987356322146
44987356322151,498,4987,4987356322153
44987356322168,498,4987,4987356322160
44987356322175,498,4987,4987356322177
44987356322182,498,4987,4987356322184
44987356322199,498,4987,4987356322191
44987356322205,498,4987,4987356322207
44987356322212,498,4987,4987356322214
44987356322229,498,4987,4987356322221
44987356322236,498,4987,4987356322238
44987356322243,498,4987,4987356322245
44987356322250,498,4987,4987356322252
44987356322267,498,4987,4987356322269
44987356322274,498,4987,4987356322276
44987356322281,498,4987,4987356322283
44987356322298,498,4987,4987356322290
44987356322304,498,4987,4987356322306
44987356322311,498,4987,4987356322313
44987356322328,498,4987,4987356322320
44987356322335,498,4987,4987356322337
44987356322342,498,4987,4987356322344
