gtin14,jan3,jan4,jan13keta,indicator
10613830103673,061,0613,0613830103676,i1
10613830103697,061,0613,0613830103690,i1
10613830103727,061,0613,0613830103720,i1
10613830104069,061,0613,0613830104062,i1
10613830104175,061,0613,0613830104178,i1
10613830104700,061,0613,0613830104703,i1
10613830108272,061,0613,0613830108275,i1
10613830125019,061,0613,0613830125012,i1
10613830125026,061,0613,0613830125029,i1
10613830128584,061,0613,0613830128587,i1
10613830128607,061,0613,0613830128600,i1
10613830128614,061,0613,0613830128617,i1
10613830128652,061,0613,0613830128655,i1
10613830128669,061,0613,0613830128662,i1
10613830151070,061,0613,0613830151073,i1
10613830153463,061,0613,0613830153466,i1
10613830153470,061,0613,0613830153473,i1
10613830153494,061,0613,0613830153497,i1
10613830153500,061,0613,0613830153503,i1
10613830124715,061,0613,0613830124718,i1
10613830129680,061,0613,0613830129683,i1
10613830132482,061,0613,0613830132485,i1
10613830105127,061,0613,0613830105120,i1
10613830105134,061,0613,0613830105137,i1
10613830105141,061,0613,0613830105144,i1
10613830105158,061,0613,0613830105151,i1
10613830105165,061,0613,0613830105168,i1
10613830105172,061,0613,0613830105175,i1
10613830105189,061,0613,0613830105182,i1
10613830105196,061,0613,0613830105199,i1
10613830105202,061,0613,0613830105205,i1
10613830105240,061,0613,0613830105243,i1
10613830103604,061,0613,0613830103607,i1
10613830104083,061,0613,0613830104086,i1
10613830104137,061,0613,0613830104130,i1
10613830104168,061,0613,0613830104161,i1
10613830104182,061,0613,0613830104185,i1
10613830104243,061,0613,0613830104246,i1
10613830104267,061,0613,0613830104260,i1
10613830104304,061,0613,0613830104307,i1
10613830104557,061,0613,0613830104550,i1
10613830104687,061,0613,0613830104680,i1
10613830104694,061,0613,0613830104697,i1
10613830108098,061,0613,0613830108091,i1
10613830120380,061,0613,0613830120383,i1
10613830164940,061,0613,0613830164943,i1
10613830165848,061,0613,0613830165841,i1
10613830165855,061,0613,0613830165858,i1
10613830165862,061,0613,0613830165865,i1
10613830165879,061,0613,0613830165872,i1
10613830165886,061,0613,0613830165889,i1
10613830165916,061,0613,0613830165919,i1
10613830165923,061,0613,0613830165926,i1
