jan13keta,gtin14_i0,unit_name_i0,gtin14_i1,unit_name_i1,gtin14_i2,unit_name_i2,product_name,product_no,product_sta,total_reimbursement_price_yen,pack_qty,manufacturer_name,tokutei01_iji_code,tokutei01_name,tokutei01_price,tokutei02_iji_code,tokutei02_name,tokutei02_price,tokutei03_iji_code,tokutei03_name,tokutei03_price,tokutei04_iji_code,tokutei04_name,tokutei04_price,tokutei05_iji_code,tokutei05_name,tokutei05_price,tokutei06_iji_code,tokutei06_name,tokutei06_price,tokutei07_iji_code,tokutei07_name,tokutei07_price,tokutei08_iji_code,tokutei08_name,tokutei08_price,tokutei09_iji_code,tokutei09_name,tokutei09_price,tokutei10_iji_code,tokutei10_name,tokutei10_price
8054377481322,08054377481322,本,,,,,回収用ループネット（滅菌済み）,MED-132-NET,Netis230cm 40x75mm5本入（適合チャンネル2.8mm）,,,エムディアイジャパン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8054377481339,08054377481339,本,,,,,回収用ループネット（滅菌済み）,MED-133-NET,Netis 230cm 30x60mm 5本入（適合チャンネル2.8mm）,,,エムディアイジャパン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8054377481940,08054377481940,本,,,,,回収用ループネット（滅菌済み）,MED-194-NET,Netis 160cm 25x45mm 5本入（適合チャンネル）,,,エムディアイジャパン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8054377481957,08054377481957,本,,,,,回収用ループネット（滅菌済み）,MED-195-NET,Netis 230cm 25x45mm 5本入（適合チャンネル2.8mm）,,,エムディアイジャパン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8054377483210,08054377483210,本,,,,,回収用ループネット（滅菌済み）,MED-201-NET,Netis 230cm 50x80mm 5本入（適合チャンネル2.8mm）,,,エムディアイジャパン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8054377481056,08054377481056,個,,,,,サクション　ポリープトラップ,MED/105,5個入り,,,エムディアイジャパン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8054377481025,08054377481025,個,,,,,バイトブロック,MED/102,スタンダード50個入り,,,エムディアイジャパン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8054377481063,08054377481063,個,,,,,バイトブロック,MED/106,ERCP用50個入,,,エムディアイジャパン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8054377481988,08054377481988,個,,,,,バイトブロック,MED/106/P,幼児用「50個入り,,,エムディアイジャパン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8054377482022,08054377482022,個,,,,,バイトブロック,OXYMED,酸素カプラー付　５０個入,,,エムディアイジャパン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8054377483401,08054377483401,個,,,,,バイトブロック,OXY/100,酸素カプラー付　50個入,,,エムディアイジャパン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
