gtin14,jan3,jan4,jan13keta,indicator
00896506002132,089,0896,0896506002132,i0
00897772002284,089,0897,0897772002284,i0
00897772002192,089,0897,0897772002192,i0
00897772002611,089,0897,0897772002611,i0
00897772002109,089,0897,0897772002109,i0
00897772002369,089,0897,0897772002369,i0
00897772002499,089,0897,0897772002499,i0
00890668002153,089,0890,0890668002153,i0
00892064002003,089,0892,0892064002003,i0
00892064002119,089,0892,0892064002119,i0
00892064002126,089,0892,0892064002126,i0
00892064002348,089,0892,0892064002348,i0
00892064002355,089,0892,0892064002355,i0
00892064002089,089,0892,0892064002089,i0
00892064002096,089,0892,0892064002096,i0
00897146002018,089,0897,0897146002018,i0
00897146002025,089,0897,0897146002025,i0
00896208000078,089,0896,0896208000078,i0
00896208000504,089,0896,0896208000504,i0
00896208000511,089,0896,0896208000511,i0
00896208000528,089,0896,0896208000528,i0
00896208000535,089,0896,0896208000535,i0
00896208000542,089,0896,0896208000542,i0
00896208000450,089,0896,0896208000450,i0
00896208000467,089,0896,0896208000467,i0
00896208000474,089,0896,0896208000474,i0
00896208000481,089,0896,0896208000481,i0
00896208000498,089,0896,0896208000498,i0
00896208000412,089,0896,0896208000412,i0
00896208000429,089,0896,0896208000429,i0
00896208000436,089,0896,0896208000436,i0
00896208000443,089,0896,0896208000443,i0
00896208000450,089,0896,0896208000450,i0
00896208000467,089,0896,0896208000467,i0
00896208000474,089,0896,0896208000474,i0
00896208000481,089,0896,0896208000481,i0
00896208000498,089,0896,0896208000498,i0
00896208000504,089,0896,0896208000504,i0
00896208000511,089,0896,0896208000511,i0
00896208000528,089,0896,0896208000528,i0
00896208000535,089,0896,0896208000535,i0
00896208000269,089,0896,0896208000269,i0
00890668002009,089,0890,0890668002009,i0
00890668002016,089,0890,0890668002016,i0
00890668002023,089,0890,0890668002023,i0
00890668002047,089,0890,0890668002047,i0
00890668002054,089,0890,0890668002054,i0
00890668002061,089,0890,0890668002061,i0
00890668002085,089,0890,0890668002085,i0
00890668002092,089,0890,0890668002092,i0
00890668002108,089,0890,0890668002108,i0
00890668002115,089,0890,0890668002115,i0
00890668002122,089,0890,0890668002122,i0
00890668002139,089,0890,0890668002139,i0
00890668002146,089,0890,0890668002146,i0
00890668002863,089,0890,0890668002863,i0
00890668002924,089,0890,0890668002924,i0
00890668002825,089,0890,0890668002825,i0
00890668002894,089,0890,0890668002894,i0
00890668002856,089,0890,0890668002856,i0
00890668002870,089,0890,0890668002870,i0
00890668002931,089,0890,0890668002931,i0
00890668002832,089,0890,0890668002832,i0
00890668002900,089,0890,0890668002900,i0
00890668002511,089,0890,0890668002511,i0
00890668002535,089,0890,0890668002535,i0
00890668002559,089,0890,0890668002559,i0
00890668002887,089,0890,0890668002887,i0
00890668002948,089,0890,0890668002948,i0
00890668002849,089,0890,0890668002849,i0
00890668002917,089,0890,0890668002917,i0
00890668002528,089,0890,0890668002528,i0
00890668002542,089,0890,0890668002542,i0
00890668002566,089,0890,0890668002566,i0
00890668002641,089,0890,0890668002641,i0
00890668002665,089,0890,0890668002665,i0
00890668002955,089,0890,0890668002955,i0
00890668002658,089,0890,0890668002658,i0
00890668002672,089,0890,0890668002672,i0
00890668002962,089,0890,0890668002962,i0
00890668002191,089,0890,0890668002191,i0
00890668002603,089,0890,0890668002603,i0
00890668002221,089,0890,0890668002221,i0
00890668002184,089,0890,0890668002184,i0
00890668002207,089,0890,0890668002207,i0
00890668002573,089,0890,0890668002573,i0
