gtin14,jan3,jan4,jan13keta
30801902000034,080,0801,0801902000033
30801902000072,080,0801,0801902000071
30801902000089,080,0801,0801902000088
30801902000096,080,0801,0801902000095
30801902000102,080,0801,0801902000101
30801902000119,080,0801,0801902000118
30801902000133,080,0801,0801902000132
30801902000379,080,0801,0801902000378
30801902000423,080,0801,0801902000422
30801902000461,080,0801,0801902000460
30801902000508,080,0801,0801902000507
30801902000645,080,0801,0801902000644
30801902000652,080,0801,0801902000651
30801902001031,080,0801,0801902001030
30801902001048,080,0801,0801902001047
30801902001062,080,0801,0801902001061
30801902001079,080,0801,0801902001078
30801902001086,080,0801,0801902001085
30801902001093,080,0801,0801902001092
30801902001116,080,0801,0801902001115
30801902001123,080,0801,0801902001122
30801902001130,080,0801,0801902001139
30801902001154,080,0801,0801902001153
30801902001161,080,0801,0801902001160
30801902001178,080,0801,0801902001177
30801902001222,080,0801,0801902001221
30801902001239,080,0801,0801902001238
30801902001246,080,0801,0801902001245
30801902001284,080,0801,0801902001283
30801902001383,080,0801,0801902001382
30801902001413,080,0801,0801902001412
30801902001444,080,0801,0801902001443
30801902001475,080,0801,0801902001474
30801902001482,080,0801,0801902001481
30801902001734,080,0801,0801902001733
30801902001741,080,0801,0801902001740
30801902001772,080,0801,0801902001771
30801902001789,080,0801,0801902001788
30801902001796,080,0801,0801902001795
30801902001826,080,0801,0801902001825
30801902001840,080,0801,0801902001849
30801902001857,080,0801,0801902001856
30801902001864,080,0801,0801902001863
30801902001901,080,0801,0801902001900
30801902001925,080,0801,0801902001924
30801902001932,080,0801,0801902001931
30801902001949,080,0801,0801902001948
30801902001987,080,0801,0801902001986
30801902002007,080,0801,0801902002006
30801902002014,080,0801,0801902002013
30801902002021,080,0801,0801902002020
30801902002076,080,0801,0801902002075
30801902002083,080,0801,0801902002082
30801902002106,080,0801,0801902002105
30801902002120,080,0801,0801902002129
30801902002731,080,0801,0801902002730
30801902002755,080,0801,0801902002754
30801902002762,080,0801,0801902002761
30801902002809,080,0801,0801902002808
30801902002816,080,0801,0801902002815
30801902004063,080,0801,0801902004062
30801902008344,080,0801,0801902008343
30801902008351,080,0801,0801902008350
30801902009716,080,0801,0801902009715
30801902014802,080,0801,0801902014801
30801902014833,080,0801,0801902014832
30801902024986,080,0801,0801902024985
30801902031670,080,0801,0801902031679
30801902032882,080,0801,0801902032881
30801902034206,080,0801,0801902034205
30801902034664,080,0801,0801902034663
30801902035593,080,0801,0801902035592
30801902035852,080,0801,0801902035851
30801902035869,080,0801,0801902035868
30801902045318,080,0801,0801902045317
30801902045325,080,0801,0801902045324
30801902045332,080,0801,0801902045331
30801902045349,080,0801,0801902045348
30801902045356,080,0801,0801902045355
30801902045363,080,0801,0801902045362
30801902045370,080,0801,0801902045379
30801902045387,080,0801,0801902045386
30801902045493,080,0801,0801902045492
30801902045509,080,0801,0801902045508
30801902045516,080,0801,0801902045515
30801902045523,080,0801,0801902045522
30801902045554,080,0801,0801902045553
30801902045561,080,0801,0801902045560
30801902055409,080,0801,0801902055408
30801902055430,080,0801,0801902055439
30801902063541,080,0801,0801902063540
30801902067358,080,0801,0801902067357
30801902073175,080,0801,0801902073174
30801902073182,080,0801,0801902073181
30801902073304,080,0801,0801902073303
30801902073311,080,0801,0801902073310
30801902084461,080,0801,0801902084460
30801902084478,080,0801,0801902084477
30801902084485,080,0801,0801902084484
30801902084492,080,0801,0801902084491
30801902084508,080,0801,0801902084507
30801902088469,080,0801,0801902088468
30801902088476,080,0801,0801902088475
30801902095511,080,0801,0801902095510
30801902095528,080,0801,0801902095527
30801902095535,080,0801,0801902095534
30801902097935,080,0801,0801902097934
30801902097942,080,0801,0801902097941
30801902097959,080,0801,0801902097958
30801902100093,080,0801,0801902100092
30801902100130,080,0801,0801902100139
30801902100246,080,0801,0801902100245
30801902100598,080,0801,0801902100597
30801902100604,080,0801,0801902100603
30801902101625,080,0801,0801902101624
30801902101694,080,0801,0801902101693
30801902101700,080,0801,0801902101709
30801902101946,080,0801,0801902101945
30801902101977,080,0801,0801902101976
30801902102011,080,0801,0801902102010
30801902102028,080,0801,0801902102027
30801902102035,080,0801,0801902102034
30801902102042,080,0801,0801902102041
30801902102059,080,0801,0801902102058
30801902102073,080,0801,0801902102072
30801902102080,080,0801,0801902102089
30801902102158,080,0801,0801902102157
30801902102585,080,0801,0801902102584
30801902102592,080,0801,0801902102591
30801902102608,080,0801,0801902102607
30801902102622,080,0801,0801902102621
30801902102653,080,0801,0801902102652
30801902102851,080,0801,0801902102850
30801902102868,080,0801,0801902102867
30801902106675,080,0801,0801902106674
30801902129148,080,0801,0801902129147
30801902129155,080,0801,0801902129154
30801902195136,080,0801,0801902195135
30801902195143,080,0801,0801902195142
30801902195150,080,0801,0801902195159
30801902195167,080,0801,0801902195166
30801902195242,080,0801,0801902195241
30801902195259,080,0801,0801902195258
30801902195464,080,0801,0801902195463
30801902195488,080,0801,0801902195487
30801902195495,080,0801,0801902195494
30801902197345,080,0801,0801902197344
30801902197444,080,0801,0801902197443
30801902199653,080,0801,0801902199652
30801902000683,080,0801,0801902000682
30801902000713,080,0801,0801902000712
30801902000775,080,0801,0801902000774
30801902000782,080,0801,0801902000781
30801902000799,080,0801,0801902000798
30801902000812,080,0801,0801902000811
30801902000829,080,0801,0801902000828
30801902000874,080,0801,0801902000873
30801902044373,080,0801,0801902044372
30801902045530,080,0801,0801902045539
30801902045547,080,0801,0801902045546
30801902067310,080,0801,0801902067319
30801902101984,080,0801,0801902101983
30801902101991,080,0801,0801902101990
30801902102004,080,0801,0801902102003
30801902104596,080,0801,0801902104595
30801902104657,080,0801,0801902104656
30801902104664,080,0801,0801902104663
