jan13keta,gtin14_i0,unit_name_i0,gtin14_i1,unit_name_i1,gtin14_i2,unit_name_i2,product_name,product_no,product_sta,total_reimbursement_price_yen,pack_qty,manufacturer_name,tokutei01_iji_code,tokutei01_name,tokutei01_price,tokutei02_iji_code,tokutei02_name,tokutei02_price,tokutei03_iji_code,tokutei03_name,tokutei03_price,tokutei04_iji_code,tokutei04_name,tokutei04_price,tokutei05_iji_code,tokutei05_name,tokutei05_price,tokutei06_iji_code,tokutei06_name,tokutei06_price,tokutei07_iji_code,tokutei07_name,tokutei07_price,tokutei08_iji_code,tokutei08_name,tokutei08_price,tokutei09_iji_code,tokutei09_name,tokutei09_price,tokutei10_iji_code,tokutei10_name,tokutei10_price
0619498230068,00619498230068,個,,,,,レスメドAcuCare HFNC (Sサイズ),23006,JIS T0993-1,,,レスメド,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0619498230075,00619498230075,個,,,,,レスメドAcuCare HFNC (Mサイズ),23007,JIS T0993-1,,,レスメド,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0619498230082,00619498230082,個,,,,,レスメドAcuCare HFNC (Lサイズ),23008,JIS T0993-1,,,レスメド,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0619498633579,00619498633579,個,,,,,AirFit N30i マスク STD,63357,-,,,レスメド,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0619498633616,00619498633616,個,,,,,AirFit N30i マスク SML,63361,-,,,レスメド,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0619498633722,00619498633722,個,,,,,AirFit N30i マスク ヘッドギア,63372,-,,,レスメド,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0619498638086,00619498638086,個,,,,,AirFit F30i マスク STD,63808,-,,,レスメド,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0619498638093,00619498638093,個,,,,,AirFit F30i マスク SML,63809,-,,,レスメド,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0619498638147,00619498638147,個,,,,,AirFit F30i マスク ヘッドギア,63814,-,,,レスメド,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0619498646623,00619498646623,セット,,,,,AirFit F40 マスク M (Multi),64662,‐,,,レスメド,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0619498646630,00619498646630,セット,,,,,AirFit F40 マスク M (quiet),64663,‐,,,レスメド,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0619498646654,00619498646654,セット,,,,,AirFit F40 マスク SW,64665,‐,,,レスメド,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0619498640348,00619498640348,セット,,,,,AirFit F20 マスク　NM　スモール,64034,‐,,,レスメド,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0619498640355,00619498640355,セット,,,,,AirFit F20 マスク　NM　ミディアム,64035,‐,,,レスメド,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0619498640362,00619498640362,セット,,,,,AirFit F20 マスク　NM　ラージ,64036,‐,,,レスメド,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
