jan13keta,gtin14_i0,unit_name_i0,gtin14_i1,unit_name_i1,gtin14_i2,unit_name_i2,product_name,product_no,product_sta,total_reimbursement_price_yen,pack_qty,manufacturer_name,tokutei01_iji_code,tokutei01_name,tokutei01_price,tokutei02_iji_code,tokutei02_name,tokutei02_price,tokutei03_iji_code,tokutei03_name,tokutei03_price,tokutei04_iji_code,tokutei04_name,tokutei04_price,tokutei05_iji_code,tokutei05_name,tokutei05_price,tokutei06_iji_code,tokutei06_name,tokutei06_price,tokutei07_iji_code,tokutei07_name,tokutei07_price,tokutei08_iji_code,tokutei08_name,tokutei08_price,tokutei09_iji_code,tokutei09_name,tokutei09_price,tokutei10_iji_code,tokutei10_name,tokutei10_price
4968138636828,04968138636828,箱,,,,,滅菌舌圧子　ＹＫ－１３　小児用　３００本,636829,ＹＫ－１３　小児用　３００本,,,大和工場,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4968138636965,04968138636965,箱,,,,,ディスポ滅菌舌圧子　ＹＫ－１５　３００本,636966,ＹＫ－１５　３００本,,,大和工場,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4968138636835,04968138636835,箱,,,,,滅菌プラスチック舌圧子　１００本,636836,１００本,,,大和工場,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4968138734227,04968138734227,箱,,,,,ヤマトニトリル手袋ＭＤ青【ＳＳ】２００枚,734228,青　ＳＳ　２００枚,,,大和工場,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4968138734234,04968138734234,箱,,,,,ヤマトニトリル手袋ＭＤ　青【Ｓ】２００枚,734235,青　Ｓ　２００枚,,,大和工場,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4968138734241,04968138734241,箱,,,,,ヤマトニトリル手袋ＭＤ　青【Ｍ】２００枚,734242,青　Ｍ　２００枚,,,大和工場,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4968138734258,04968138734258,箱,,,,,ヤマトニトリル手袋ＭＤ　青【Ｌ】２００枚,734259,青　Ｌ　２００枚,,,大和工場,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4968138191013,04968138191013,包,,,,,ラキュリーＨ　３０×３０×３００枚,191014,３０ｃｍ×３０ｃｍ×３００枚,,1,大和工場,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4968138201019,04968138201019,包,,,,,ラキュリーＷ　３００枚,201010,３０ｃｍ×３０ｃｍ×３００枚,,1,大和工場,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4968138211018,04968138211018,包,,,,,ラキュリーＱ　３００枚,211019,３０ｃｍ×３０ｃｍ×３００枚,,1,大和工場,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4968138211049,04968138211049,包,,,,,ラキュリーＱ　３０枚合紙　３００枚,211040,３０ｃｍ×３０ｃｍ　３０枚合紙　３００枚,,1,大和工場,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4968138221017,04968138221017,包,,,,,ラキュリー　８ッ折　３００枚,221018,３０ｃｍ×３０ｃｍ×３００枚,,1,大和工場,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4968138226012,04968138226012,包,,,,,ラキュリー（１５）１５ｃｍ×３０ｃｍ×６００,226013,１５ｃｍ×３０ｃｍ×６００,,1,大和工場,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4968138226029,04968138226029,包,,,,,ラキュリー（２０）２０ｃｍ×３０ｃｍ×４５０,226020,２０ｃｍ×３０ｃｍ×４５０,,1,大和工場,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4968138227002,04968138227002,袋,14968138227009,箱,,,滅菌ラキュリーＷ　１０枚入×２０袋,227003,Ｗ　１０枚入×２０袋,,1,大和工場,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4968138227019,04968138227019,袋,14968138227016,箱,,,滅菌ラキュリーＷ　５枚入×６０袋,227010,Ｗ　５枚入×６０袋,,1,大和工場,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4968138227033,04968138227033,袋,14968138227030,箱,,,滅菌ラキュリーＷ　２０枚入×１５袋,227034,Ｗ　２０枚入×１５袋,,1,大和工場,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
