jan13keta,gtin14_i0,unit_name_i0,gtin14_i1,unit_name_i1,gtin14_i2,unit_name_i2,product_name,product_no,product_sta,total_reimbursement_price_yen,pack_qty,manufacturer_name,tokutei01_iji_code,tokutei01_name,tokutei01_price,tokutei02_iji_code,tokutei02_name,tokutei02_price,tokutei03_iji_code,tokutei03_name,tokutei03_price,tokutei04_iji_code,tokutei04_name,tokutei04_price,tokutei05_iji_code,tokutei05_name,tokutei05_price,tokutei06_iji_code,tokutei06_name,tokutei06_price,tokutei07_iji_code,tokutei07_name,tokutei07_price,tokutei08_iji_code,tokutei08_name,tokutei08_price,tokutei09_iji_code,tokutei09_name,tokutei09_price,tokutei10_iji_code,tokutei10_name,tokutei10_price
4963931848010,04963931848010,本,,,,,舌圧子 バッフワルド JA01,84801,180mm,,,ＹＤＭ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4963931840410,04963931840410,本,,,,,マイクロフラクチャー オウル FD01C,84041,235mm 30°,,,ＹＤＭ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4963931840427,04963931840427,本,,,,,マイクロフラクチャー オウル FD02C,84042,235mm 60°,,,ＹＤＭ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4963931840434,04963931840434,本,,,,,マイクロフラクチャー オウル FD03C,84043,235mm 90°,,,ＹＤＭ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4963931821228,04963931821228,本,,,,,持針器 マチュー 超硬付 BA13S,82122,超硬付170mm,,,ＹＤＭ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4963931821235,04963931821235,本,,,,,持針器 マチュー 超硬付 BA14S,82123,超硬付200mm,,,ＹＤＭ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4963931821327,04963931821327,本,,,,,持針器 マチュー 超硬付 BA16S,82132,超硬付190mm,,,ＹＤＭ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4963931822218,04963931822218,本,,,,,持針器 ヘガール 超硬付 BA40S1,82221,超硬付140mm,,,ＹＤＭ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4963931822225,04963931822225,本,,,,,持針器 ヘガール 超硬付 BA41S1,82222,超硬付160mm,,,ＹＤＭ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4963931822232,04963931822232,本,,,,,持針器 ヘガール 超硬付 BA42S1,82223,超硬付185mm,,,ＹＤＭ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4963931822249,04963931822249,本,,,,,持針器 ヘガール 超硬付 BA43S1,82224,超硬付205mm,,,ＹＤＭ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4963931822287,04963931822287,本,,,,,持針器 ヘガール 超硬付 BA43S2,82228,超硬付240mm,,,ＹＤＭ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
