gtin14,jan3,jan4,jan13keta,indicator
16902284027012,690,6902,6902284027015,i1
16902284027029,690,6902,6902284027022,i1
16902284027036,690,6902,6902284027039,i1
16902284027043,690,6902,6902284027046,i1
16902284027050,690,6902,6902284027053,i1
16902284027067,690,6902,6902284027060,i1
16902284027074,690,6902,6902284027077,i1
16902284027081,690,6902,6902284027084,i1
16902284021034,690,6902,6902284021037,i1
16902284021041,690,6902,6902284021044,i1
16902284021010,690,6902,6902284021013,i1
16902284021027,690,6902,6902284021020,i1
16902284023014,690,6902,6902284023017,i1
16902284023021,690,6902,6902284023024,i1
16902284023038,690,6902,6902284023031,i1
16902284023045,690,6902,6902284023048,i1
16902284023052,690,6902,6902284023055,i1
16902284023069,690,6902,6902284023062,i1
