jan13keta,gtin14_i0,unit_name_i0,gtin14_i1,unit_name_i1,gtin14_i2,unit_name_i2,product_name,product_no,product_sta,total_reimbursement_price_yen,pack_qty,manufacturer_name,tokutei01_iji_code,tokutei01_name,tokutei01_price,tokutei02_iji_code,tokutei02_name,tokutei02_price,tokutei03_iji_code,tokutei03_name,tokutei03_price,tokutei04_iji_code,tokutei04_name,tokutei04_price,tokutei05_iji_code,tokutei05_name,tokutei05_price,tokutei06_iji_code,tokutei06_name,tokutei06_price,tokutei07_iji_code,tokutei07_name,tokutei07_price,tokutei08_iji_code,tokutei08_name,tokutei08_price,tokutei09_iji_code,tokutei09_name,tokutei09_price,tokutei10_iji_code,tokutei10_name,tokutei10_price
4977343719813,04977343719813,個,,,,,ｎｅｏ脳波キャップ　２電極　サイズ１,CA-420.01,CA-420.01,,,エア・ウォーター,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4977343719820,04977343719820,個,,,,,ｎｅｏ脳波キャップ　２電極　サイズ２,CA-420.02,CA-420.02,,,エア・ウォーター,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4977343719837,04977343719837,個,,,,,ｎｅｏ脳波キャップ　２電極　サイズ３,CA-420.03,CA-420.03,,,エア・ウォーター,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4977343719844,04977343719844,個,,,,,ｎｅｏ脳波キャップ　２電極　サイズ４,CA-420.04,CA-420.04,,,エア・ウォーター,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4977343719851,04977343719851,個,,,,,ｎｅｏ脳波キャップ　２電極　サイズ５,CA-420.05,CA-420.05,,,エア・ウォーター,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4977343719868,04977343719868,個,,,,,ｎｅｏ脳波キャップ　２電極　サイズ６,CA-420.06,CA-420.06,,,エア・ウォーター,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4977343719875,04977343719875,個,,,,,ｎｅｏ脳波キャップ　２電極　サイズ７,CA-420.07,CA-420.07,,,エア・ウォーター,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4977343719882,04977343719882,個,,,,,ｎｅｏ脳波キャップ　２電極　サイズ８,CA-420.08,CA-420.08,,,エア・ウォーター,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4977343719899,04977343719899,個,,,,,ｎｅｏ脳波キャップ　４電極　サイズ１,CA-421.01,CA-421.01,,,エア・ウォーター,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4977343719905,04977343719905,個,,,,,ｎｅｏ脳波キャップ　４電極　サイズ２,CA-421.02,CA-421.02,,,エア・ウォーター,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4977343719912,04977343719912,個,,,,,ｎｅｏ脳波キャップ　４電極　サイズ３,CA-421.03,CA-421.03,,,エア・ウォーター,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4977343719929,04977343719929,個,,,,,ｎｅｏ脳波キャップ　４電極　サイズ４,CA-421.04,CA-421.04,,,エア・ウォーター,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4977343719936,04977343719936,個,,,,,ｎｅｏ脳波キャップ　４電極　サイズ５,CA-421.05,CA-421.05,,,エア・ウォーター,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4977343719943,04977343719943,個,,,,,ｎｅｏ脳波キャップ　４電極　サイズ６,CA-421.06,CA-421.06,,,エア・ウォーター,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4977343719950,04977343719950,個,,,,,ｎｅｏ脳波キャップ　４電極　サイズ７,CA-421.07,CA-421.07,,,エア・ウォーター,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4977343719967,04977343719967,個,,,,,ｎｅｏ脳波キャップ　４電極　サイズ８,CA-421.08,CA-421.08,,,エア・ウォーター,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4977343719974,04977343719974,個,,,,,ｎｅｏ脳波キャップ　８電極　サイズ１,CA-422.01,CA-422.01,,,エア・ウォーター,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4977343719981,04977343719981,個,,,,,ｎｅｏ脳波キャップ　８電極　サイズ２,CA-422.02,CA-422.02,,,エア・ウォーター,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4977343719998,04977343719998,個,,,,,ｎｅｏ脳波キャップ　８電極　サイズ３,CA-422.03,CA-422.03,,,エア・ウォーター,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4977343720000,04977343720000,個,,,,,ｎｅｏ脳波キャップ　８電極　サイズ４,CA-422.04,CA-422.04,,,エア・ウォーター,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4977343720017,04977343720017,個,,,,,ｎｅｏ脳波キャップ　８電極　サイズ５,CA-422.05,CA-422.05,,,エア・ウォーター,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4977343720024,04977343720024,個,,,,,ｎｅｏ脳波キャップ　８電極　サイズ６,CA-422.06,CA-422.06,,,エア・ウォーター,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4977343720031,04977343720031,個,,,,,ｎｅｏ脳波キャップ　８電極　サイズ７,CA-422.07,CA-422.07,,,エア・ウォーター,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4977343720048,04977343720048,個,,,,,ｎｅｏ脳波キャップ　８電極　サイズ８,CA-422.08,CA-422.08,,,エア・ウォーター,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
