gtin14,jan3,jan4,jan13keta
94580110611871,458,4580,4580110611878
94580110611888,458,4580,4580110611885
94580110611895,458,4580,4580110611892
94580110611901,458,4580,4580110611908
94580110611918,458,4580,4580110611915
94580110611925,458,4580,4580110611922
94580110611932,458,4580,4580110611939
94580110611949,458,4580,4580110611946
94580110611956,458,4580,4580110611953
94580110611963,458,4580,4580110611960
94580110611970,458,4580,4580110611977
94580110611987,458,4580,4580110611984
94580110611994,458,4580,4580110611991
94580110612007,458,4580,4580110612004
94580110612014,458,4580,4580110612011
94580110612021,458,4580,4580110612028
94580110612038,458,4580,4580110612035
94580110612045,458,4580,4580110612042
94580110612052,458,4580,4580110612059
94580110612069,458,4580,4580110612066
94580110612076,458,4580,4580110612073
94580110612083,458,4580,4580110612080
94580110612090,458,4580,4580110612097
94580110612106,458,4580,4580110612103
94580110612113,458,4580,4580110612110
94580110612120,458,4580,4580110612127
94580110612137,458,4580,4580110612134
94580110612144,458,4580,4580110612141
94580110612151,458,4580,4580110612158
94580110612168,458,4580,4580110612165
94580110612175,458,4580,4580110612172
94580110612182,458,4580,4580110612189
94580110612199,458,4580,4580110612196
94580110617026,458,4580,4580110617023
94580110617330,458,4580,4580110617337
94580110617460,458,4580,4580110617467
94580110617477,458,4580,4580110617474
94580110617491,458,4580,4580110617498
94580110617583,458,4580,4580110617580
94580110617729,458,4580,4580110617726
94580110618023,458,4580,4580110618020
94580137879902,458,4580,4580137879909
94580137879919,458,4580,4580137879916
94582106559150,458,4582,4582106559157
94582106559167,458,4582,4582106559164
94582111513468,458,4582,4582111513465
94582111516711,458,4582,4582111516718
94582111516728,458,4582,4582111516725
94582111520107,458,4582,4582111520104
94582111520121,458,4582,4582111520128
94582111520138,458,4582,4582111520135
94582111520145,458,4582,4582111520142
94582111520152,458,4582,4582111520159
94582111520169,458,4582,4582111520166
94582111520176,458,4582,4582111520173
94582111520183,458,4582,4582111520180
94582111520206,458,4582,4582111520203
94582111520213,458,4582,4582111520210
94582111520220,458,4582,4582111520227
94582111520237,458,4582,4582111520234
94582111520244,458,4582,4582111520241
94582111520251,458,4582,4582111520258
94582111520268,458,4582,4582111520265
94582111520275,458,4582,4582111520272
94582111520282,458,4582,4582111520289
94582111520299,458,4582,4582111520296
94582111520305,458,4582,4582111520302
94582111520312,458,4582,4582111520319
94582111520329,458,4582,4582111520326
94582111520336,458,4582,4582111520333
94582111520343,458,4582,4582111520340
94582111520350,458,4582,4582111520357
94582111520367,458,4582,4582111520364
94582111520374,458,4582,4582111520371
94582111520381,458,4582,4582111520388
94582111520398,458,4582,4582111520395
94582111520404,458,4582,4582111520401
94582111520411,458,4582,4582111520418
94582111520428,458,4582,4582111520425
94582111520435,458,4582,4582111520432
94582111520442,458,4582,4582111520449
94582111520459,458,4582,4582111520456
94582111520466,458,4582,4582111520463
94582111520473,458,4582,4582111520470
94582111520480,458,4582,4582111520487
94582111520497,458,4582,4582111520494
94582111520503,458,4582,4582111520500
94582111520510,458,4582,4582111520517
94582111520527,458,4582,4582111520524
94582111520534,458,4582,4582111520531
94582111520541,458,4582,4582111520548
94582111520558,458,4582,4582111520555
94582111520565,458,4582,4582111520562
94582111520572,458,4582,4582111520579
94582111520589,458,4582,4582111520586
94582111520596,458,4582,4582111520593
94582111520602,458,4582,4582111520609
94582111520619,458,4582,4582111520616
94582111520626,458,4582,4582111520623
94582111520633,458,4582,4582111520630
94582111520640,458,4582,4582111520647
94582111520657,458,4582,4582111520654
94582111520664,458,4582,4582111520661
94582111520671,458,4582,4582111520678
94582111520688,458,4582,4582111520685
94582111520695,458,4582,4582111520692
94582111520701,458,4582,4582111520708
94582111520718,458,4582,4582111520715
94582111520725,458,4582,4582111520722
94582111520732,458,4582,4582111520739
94582111520749,458,4582,4582111520746
94582111520756,458,4582,4582111520753
94582111520763,458,4582,4582111520760
94582111520770,458,4582,4582111520777
94582111520787,458,4582,4582111520784
94582111520794,458,4582,4582111520791
94582111520800,458,4582,4582111520807
94582111520817,458,4582,4582111520814
94582111520824,458,4582,4582111520821
94582111520831,458,4582,4582111520838
94582111520848,458,4582,4582111520845
94582111520855,458,4582,4582111520852
94582111520862,458,4582,4582111520869
94582111520879,458,4582,4582111520876
94582111520886,458,4582,4582111520883
94582111520893,458,4582,4582111520890
94582111520909,458,4582,4582111520906
94582111520916,458,4582,4582111520913
94582111520923,458,4582,4582111520920
94582111520930,458,4582,4582111520937
94582111520947,458,4582,4582111520944
94582111520954,458,4582,4582111520951
94582111520961,458,4582,4582111520968
94582111520978,458,4582,4582111520975
94582111520985,458,4582,4582111520982
