gtin14,jan3,jan4,jan13keta
54944287000029,494,4944,4944287000024
54944287000074,494,4944,4944287000079
54944287000357,494,4944,4944287000352
54944287000692,494,4944,4944287000697
54944287000708,494,4944,4944287000703
54944287000715,494,4944,4944287000710
54944287000982,494,4944,4944287000987
54944287001033,494,4944,4944287001038
54944287001057,494,4944,4944287001052
54944287001408,494,4944,4944287001403
54944287002221,494,4944,4944287002226
54944287003174,494,4944,4944287003179
54944287003181,494,4944,4944287003186
54944287003785,494,4944,4944287003780
54944287003792,494,4944,4944287003797
54944287004232,494,4944,4944287004237
54944287004409,494,4944,4944287004404
54944287004423,494,4944,4944287004428
54944287004959,494,4944,4944287004954
54944287010639,494,4944,4944287010634
54944287010646,494,4944,4944287010641
54944287011285,494,4944,4944287011280
54944287011322,494,4944,4944287011327
54944287011483,494,4944,4944287011488
54944287011537,494,4944,4944287011532
54944287011629,494,4944,4944287011624
54944287011834,494,4944,4944287011839
54944287012176,494,4944,4944287012171
54944287015801,494,4944,4944287015806
54944287018031,494,4944,4944287018036
54944287018581,494,4944,4944287018586
54944287018598,494,4944,4944287018593
54944287018604,494,4944,4944287018609
54944287018611,494,4944,4944287018616
54944287018628,494,4944,4944287018623
54944287018635,494,4944,4944287018630
54944287018642,494,4944,4944287018647
54944287019007,494,4944,4944287019002
54944287019014,494,4944,4944287019019
54944287019359,494,4944,4944287019354
54944287019762,494,4944,4944287019767
54944287025084,494,4944,4944287025089
54944287025664,494,4944,4944287025669
54944287025671,494,4944,4944287025676
54944287026883,494,4944,4944287026888
54944287027200,494,4944,4944287027205
54944287027415,494,4944,4944287027410
54944287027576,494,4944,4944287027571
54944287027972,494,4944,4944287027977
54944287031252,494,4944,4944287031257
54944287033560,494,4944,4944287033565
54944287033577,494,4944,4944287033572
54944287033584,494,4944,4944287033589
54944287033614,494,4944,4944287033619
54944287033638,494,4944,4944287033633
54944287033645,494,4944,4944287033640
54944287033652,494,4944,4944287033657
54944287033669,494,4944,4944287033664
54944287033706,494,4944,4944287033701
54944287033713,494,4944,4944287033718
54944287033720,494,4944,4944287033725
54944287037735,494,4944,4944287037730
54944287037759,494,4944,4944287037754
54944287037773,494,4944,4944287037778
54944287037797,494,4944,4944287037792
54944287037834,494,4944,4944287037839
54944287037872,494,4944,4944287037877
54944287037919,494,4944,4944287037914
54944287037940,494,4944,4944287037945
54944287037988,494,4944,4944287037983
54944287038008,494,4944,4944287038003
54944287038022,494,4944,4944287038027
54944287038053,494,4944,4944287038058
54944287038077,494,4944,4944287038072
54944287038091,494,4944,4944287038096
54944287038138,494,4944,4944287038133
54944287038169,494,4944,4944287038164
54944287038183,494,4944,4944287038188
54944287038206,494,4944,4944287038201
54944287038244,494,4944,4944287038249
54944287038268,494,4944,4944287038263
54944287038282,494,4944,4944287038287
54944287038305,494,4944,4944287038300
54944287038329,494,4944,4944287038324
54944287038374,494,4944,4944287038379
54944287038381,494,4944,4944287038386
54944287038398,494,4944,4944287038393
54944287038404,494,4944,4944287038409
54944287038411,494,4944,4944287038416
54944287038428,494,4944,4944287038423
54944287038435,494,4944,4944287038430
54944287038442,494,4944,4944287038447
54944287038459,494,4944,4944287038454
54944287038466,494,4944,4944287038461
54944287038473,494,4944,4944287038478
54944287038497,494,4944,4944287038492
54944287038510,494,4944,4944287038515
54944287038527,494,4944,4944287038522
54944287038558,494,4944,4944287038553
54944287038572,494,4944,4944287038577
54944287038596,494,4944,4944287038591
54944287038602,494,4944,4944287038607
54944287038633,494,4944,4944287038638
54944287038657,494,4944,4944287038652
54944287038671,494,4944,4944287038676
54944287038695,494,4944,4944287038690
54944287038718,494,4944,4944287038713
54944287038725,494,4944,4944287038720
54944287038763,494,4944,4944287038768
54944287038787,494,4944,4944287038782
54944287038800,494,4944,4944287038805
54944287038824,494,4944,4944287038829
54944287038848,494,4944,4944287038843
54944287038862,494,4944,4944287038867
54944287038886,494,4944,4944287038881
54944287038893,494,4944,4944287038898
54944287038909,494,4944,4944287038904
54944287038916,494,4944,4944287038911
54944287038923,494,4944,4944287038928
54944287038930,494,4944,4944287038935
54944287038947,494,4944,4944287038942
54944287038954,494,4944,4944287038959
54944287038961,494,4944,4944287038966
54944287038978,494,4944,4944287038973
54944287038985,494,4944,4944287038980
54944287038992,494,4944,4944287038997
54944287039005,494,4944,4944287039000
54944287039012,494,4944,4944287039017
54944287039029,494,4944,4944287039024
54944287039036,494,4944,4944287039031
54944287039050,494,4944,4944287039055
54944287039067,494,4944,4944287039062
54944287039074,494,4944,4944287039079
54944287039081,494,4944,4944287039086
54944287039104,494,4944,4944287039109
54944287039111,494,4944,4944287039116
54944287039128,494,4944,4944287039123
54944287039142,494,4944,4944287039147
54944287039159,494,4944,4944287039154
54944287039166,494,4944,4944287039161
54944287039173,494,4944,4944287039178
54944287039180,494,4944,4944287039185
54944287039197,494,4944,4944287039192
54944287039210,494,4944,4944287039215
54944287039234,494,4944,4944287039239
54944287039241,494,4944,4944287039246
54944287039265,494,4944,4944287039260
54944287039272,494,4944,4944287039277
54944287039357,494,4944,4944287039352
54944287039371,494,4944,4944287039376
54944287086016,494,4944,4944287086011
54944287086047,494,4944,4944287086042
54944287086061,494,4944,4944287086066
54944287086078,494,4944,4944287086073
54944287086245,494,4944,4944287086240
54944287086252,494,4944,4944287086257
54944287086542,494,4944,4944287086547
54944287086559,494,4944,4944287086554
54944287086566,494,4944,4944287086561
54944287086573,494,4944,4944287086578
54944287086603,494,4944,4944287086608
54944287086610,494,4944,4944287086615
54944287086641,494,4944,4944287086646
54944287086665,494,4944,4944287086660
54944287086672,494,4944,4944287086677
54944287193479,494,4944,4944287193474
54944287193486,494,4944,4944287193481
54944287193493,494,4944,4944287193498
54944287193509,494,4944,4944287193504
54944287193516,494,4944,4944287193511
54944287214679,494,4944,4944287214674
54944287214686,494,4944,4944287214681
54944287214716,494,4944,4944287214711
54944287214761,494,4944,4944287214766
54944287214778,494,4944,4944287214773
54944287225071,494,4944,4944287225076
54944287225088,494,4944,4944287225083
54944287225095,494,4944,4944287225090
54944287225101,494,4944,4944287225106
54944287225118,494,4944,4944287225113
54944287225125,494,4944,4944287225120
54944287225132,494,4944,4944287225137
54944287225149,494,4944,4944287225144
54944287225156,494,4944,4944287225151
54944287225163,494,4944,4944287225168
54944287225170,494,4944,4944287225175
54944287225187,494,4944,4944287225182
54944287225194,494,4944,4944287225199
54944287225200,494,4944,4944287225205
