jan13keta,gtin14_i0,unit_name_i0,gtin14_i1,unit_name_i1,gtin14_i2,unit_name_i2,product_name,product_no,product_sta,total_reimbursement_price_yen,pack_qty,manufacturer_name,tokutei01_iji_code,tokutei01_name,tokutei01_price,tokutei02_iji_code,tokutei02_name,tokutei02_price,tokutei03_iji_code,tokutei03_name,tokutei03_price,tokutei04_iji_code,tokutei04_name,tokutei04_price,tokutei05_iji_code,tokutei05_name,tokutei05_price,tokutei06_iji_code,tokutei06_name,tokutei06_price,tokutei07_iji_code,tokutei07_name,tokutei07_price,tokutei08_iji_code,tokutei08_name,tokutei08_price,tokutei09_iji_code,tokutei09_name,tokutei09_price,tokutei10_iji_code,tokutei10_name,tokutei10_price
0858704006671,00858704006671,個,,,,,ＨＩＰＡＬＩＧＮ　シェルインパクター　オフセット,403166,-,,,ジンマー・バイオメット,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0858704006688,00858704006688,個,,,,,ＨＩＰＡＬＩＧＮ　シェルアダプターオフセット,403168,バイオメット,,,ジンマー・バイオメット,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0858704006695,00858704006695,個,,,,,ＨＩＰＡＬＩＧＮ　シェルアダプターオフセット,403170,ジンマー,,,ジンマー・バイオメット,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0858704006725,00858704006725,個,,,,,ＨＩＰＡＬＩＧＮ　フィクゼーションピン,403185,３．２ＭＭ　Ｘ　１１０ＭＭ,,,ジンマー・バイオメット,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0858704006732,00858704006732,個,,,,,ＨＩＰＡＬＩＧＮ　レジストレーションプローブ,403187,ロング,,,ジンマー・バイオメット,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0858704006749,00858704006749,個,,,,,ＨＩＰＡＬＩＧＮ　スクリュー,403203,４．５ＭＭ　Ｘ　２５ＭＭ,,,ジンマー・バイオメット,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0858704006756,00858704006756,個,,,,,ＨＩＰＡＬＩＧＮ　ヘックスドライバー,403211,６ＭＭ,,,ジンマー・バイオメット,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0858704006763,00858704006763,個,,,,,ＨＩＰＡＬＩＧＮ　フィーマープレート,403221,-,,,ジンマー・バイオメット,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0858704006787,00858704006787,個,,,,,ＨＩＰＡＬＩＧＮ　ペルビックベースクレスト,403230,-,,,ジンマー・バイオメット,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0858704006848,00858704006848,個,,,,,ＫＡＢ　ヘッドレス　スムースピン,KA401638,６５ＭＭ,,,ジンマー・バイオメット,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
