gtin14,jan3,jan4,jan13keta
38033178013773,803,8033,8033178013772
38033178013902,803,8033,8033178013901
38033178013919,803,8033,8033178013918
38033178013933,803,8033,8033178013932
38033178013964,803,8033,8033178013963
38033178013971,803,8033,8033178013970
38033178014008,803,8033,8033178014007
38033178014039,803,8033,8033178014038
38033178014046,803,8033,8033178014045
38033178014053,803,8033,8033178014052
38033178014060,803,8033,8033178014069
38033178014077,803,8033,8033178014076
38033178014091,803,8033,8033178014090
38033178014107,803,8033,8033178014106
38033178014121,803,8033,8033178014120
38033178014169,803,8033,8033178014168
38033178014176,803,8033,8033178014175
38033178014183,803,8033,8033178014182
38033178014190,803,8033,8033178014199
38033178014206,803,8033,8033178014205
38033178014213,803,8033,8033178014212
38033178014220,803,8033,8033178014229
38033178014251,803,8033,8033178014250
38033178014268,803,8033,8033178014267
38033178014282,803,8033,8033178014281
38033178014305,803,8033,8033178014304
38033178014336,803,8033,8033178014335
38033178014343,803,8033,8033178014342
38033178014350,803,8033,8033178014359
38033178014367,803,8033,8033178014366
38033178014374,803,8033,8033178014373
38033178014381,803,8033,8033178014380
38033178014398,803,8033,8033178014397
38033178014404,803,8033,8033178014403
38033178014411,803,8033,8033178014410
38033178014428,803,8033,8033178014427
38033178014435,803,8033,8033178014434
38033178014442,803,8033,8033178014441
38033178014459,803,8033,8033178014458
38033178014466,803,8033,8033178014465
38033178014473,803,8033,8033178014472
38033178014480,803,8033,8033178014489
38033178014497,803,8033,8033178014496
38033178014503,803,8033,8033178014502
38033178014510,803,8033,8033178014519
38033178014527,803,8033,8033178014526
38033178014541,803,8033,8033178014540
38033178014558,803,8033,8033178014557
38033178014565,803,8033,8033178014564
38033178014589,803,8033,8033178014588
38033178014596,803,8033,8033178014595
38033178014602,803,8033,8033178014601
38033178014619,803,8033,8033178014618
38033178014626,803,8033,8033178014625
38033178014633,803,8033,8033178014632
38033178014640,803,8033,8033178014649
38033178014657,803,8033,8033178014656
38033178014664,803,8033,8033178014663
38033178014671,803,8033,8033178014670
38033178014688,803,8033,8033178014687
38033178014695,803,8033,8033178014694
38033178014701,803,8033,8033178014700
38033178014718,803,8033,8033178014717
38033178014725,803,8033,8033178014724
38033178014732,803,8033,8033178014731
38033178014749,803,8033,8033178014748
