jan13keta,gtin14_i0,unit_name_i0,gtin14_i1,unit_name_i1,gtin14_i2,unit_name_i2,product_name,product_no,product_sta,total_reimbursement_price_yen,pack_qty,manufacturer_name,tokutei01_iji_code,tokutei01_name,tokutei01_price,tokutei02_iji_code,tokutei02_name,tokutei02_price,tokutei03_iji_code,tokutei03_name,tokutei03_price,tokutei04_iji_code,tokutei04_name,tokutei04_price,tokutei05_iji_code,tokutei05_name,tokutei05_price,tokutei06_iji_code,tokutei06_name,tokutei06_price,tokutei07_iji_code,tokutei07_name,tokutei07_price,tokutei08_iji_code,tokutei08_name,tokutei08_price,tokutei09_iji_code,tokutei09_name,tokutei09_price,tokutei10_iji_code,tokutei10_name,tokutei10_price
4570038991626,04570038991626,個,,,,,Ｕ　ＯＦ　Ｍ　舌圧子＆チークレトラクター,09-0103,14㎝ 5-1/2¨,,,グンゼメディカル,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4570057950291,04570057950291,個,,,,,ＢＳサーモフォーカスＳＭＡＲＴ,BS6470,センサーキャップなし筐体白,,,ビットストロング,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4570057952370,04570057952370,個,,,,,ＢＳサーモフォーカス,BS6400,センサーキャップあり筐体青,,,ビットストロング,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4570057952387,04570057952387,個,,,,,ＢＳサーモフォーカスプロ,BS6480,センサーキャップあり筐体青,,,ビットストロング,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4570138124856,04570138124856,袋,14570138124853,箱,,,ディスポーザブルパッド電極,989803139771,25袋入り,,,フィリップス・ジャパン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4570138122180,04570138122180,箱,,,,,CA ASSY ECG MINICLIP 3L UNSHLD IEC,453561490112,―,,,フィリップス・ジャパン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4570138125617,04570138125617,袋,,,,,Grid Plate Enhanced Access Medial,989603209124,Grid Plate Enhanced Access Medial,,,フィリップス・ジャパン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4570138125624,04570138125624,袋,,,,,Grid Plate Enhanced Access Lateral,989603209134,Grid Plate Enhanced Access Lateral,,,フィリップス・ジャパン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4570138125624,04570138125624,袋,,,,,Grid Plate Enhanced Access Lateral,989603209134,Grid Plate Enhanced Access Lateral,,,フィリップス・ジャパン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4570138126010,04570138126010,箱,,,,,RESPIR.SENSOR (AIRBAG),452213117814,―,,,フィリップス・ジャパン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4570162235443,04570162235443,本,,,,,MicroAire PAL マルチユースインフィルトレーションカニューラ PAL-INF-R30MLL,PAL-INF-R30MLL,数量1本入/袋,,,創作メディカル,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4570162235450,04570162235450,本,,,,,MicroAire PAL マルチユースインフィルトレーションカニューラ PAL-INF-R30MLS,PAL-INF-R30MLS,数量1本入/袋,,,創作メディカル,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4570162235467,04570162235467,本,,,,,MicroAire PAL マルチユースインフィルトレーションカニューラ PAL-INF-R30MLM,PAL-INF-R30MLM,数量1本入/袋,,,創作メディカル,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4570162232060,04570162232060,本,,,,,NSTIカニューラ SLL Φ2.5×200mm,26-02-01,Spoon Tip Injector Cannula Special Luer Lock 2.5mm， 20cm,,,創作メディカル,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4570162232015,04570162232015,本,,,,,NSTIカニューラ SLL Φ1.5×70mm,26-01-01,Spoon Tip Injector Cannula Luer Lock 1.5mm， 7cm,,,創作メディカル,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4570162232022,04570162232022,本,,,,,NSTIカニューラ LL Φ1.5×100mm,26-01-02,Spoon Tip Injector Cannula Luer Lock 1.5mm， 10cm,,,創作メディカル,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4570162232039,04570162232039,本,,,,,NSTIカニューラ LL Φ1.5×120mm,26-01-03,Spoon Tip Injector Cannula Luer Lock 1.5mm， 12cm,,,創作メディカル,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4570162232046,04570162232046,本,,,,,NSTIカニューラ LL Φ2.0×150mm,26-01-04,Spoon Tip Injector Cannula Luer Lock 2.0mm， 15cm,,,創作メディカル,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4570162232053,04570162232053,本,,,,,NSTIカニューラ LL Φ2.0×200mm,26-01-05,Spoon Tip Injector Cannula Luer Lock 2.0mm， 20cm,,,創作メディカル,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4570162232077,04570162232077,本,,,,,NSTIカニューラ SLL Φ2.5×250mm,26-02-02,Spoon Tip Injector Cannula Special Luer Lock 2.5mm， 25cm,,,創作メディカル,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4570162232084,04570162232084,本,,,,,NSTIカニューラ SLL Φ3.0×200mm,26-02-03,Spoon Tip Injector Cannula Special Luer Lock 3.0mm， 20cm,,,創作メディカル,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4570162232091,04570162232091,本,,,,,NSTIカニューラ SLL Φ3.0×250mm,26-02-04,Spoon Tip Injector Cannula Special Luer Lock 3.0mm， 25cm,,,創作メディカル,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4570162230097,04570162230097,箱,,,,,製剤調製用ステリバイアル,SSM-MDSP-007,数量２本入／箱,,,創作メディカル,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4570162230080,04570162230080,箱,,,,,ＶＴＲＳアダプター,DAR54N001A,数量100入,,,創作メディカル,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4570162230141,04570162230141,個,,,,,ＶＴＲＳアダプター,SSM-MDSP-004(DAR54N001A),数量100入,,,創作メディカル,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4570162230226,,,14570162230223,箱,,,ＳＳアダプター,SSMQ-001,ＳＳアダプター,,,創作メディカル,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4570162230059,04570162230059,個,,,,,サニタリーチップ専用アダプター　ＷＳ１００,SSM-MDSP-002,数量1個入,,,創作メディカル,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4570162230066,04570162230066,個,,,,,サニタリーチップ専用アダプター　ＷＳ１２,SSM-MDSP-002,数量1個入,,,創作メディカル,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4570162230073,04570162230073,袋,,,,,サニタリーチップ　２００入,SSM-MDSP-006,数量200入,,,創作メディカル,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4570162230028,04570162230028,個,,,,,Ｆファンネルセット,MQC750d,Ｆファンネルセット,,,創作メディカル,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4570162230110,04570162230110,個,,,,,Ｆファンネルセット,SSM-MDSP-001(MQC750d),Ｆファンネルセット,,,創作メディカル,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4570000531249,04570000531249,台,,,,,ベントウェイ,VWSP-100,ー,,,Ｉｎｓｐｉｒｅｄ　Ｍｅｄｉｃａｌ　Ｊａｐａｎ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4570000531256,04570000531256,台,,,,,ベントウェイ MR,VWSP-100MR,ー,,,Ｉｎｓｐｉｒｅｄ　Ｍｅｄｉｃａｌ　Ｊａｐａｎ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4570000531263,04570000531263,台,,,,,ベントウェイ ロバスト,VWSP-900,ー,,,Ｉｎｓｐｉｒｅｄ　Ｍｅｄｉｃａｌ　Ｊａｐａｎ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4570000531317,04570000531317,個,,,,,酸素添加キット,VWSP-304,ー,,,Ｉｎｓｐｉｒｅｄ　Ｍｅｄｉｃａｌ　Ｊａｐａｎ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4570000531348,04570000531348,個,,,,,酸素ミキサ,VWSP-470-AGA,ー,,,Ｉｎｓｐｉｒｅｄ　Ｍｅｄｉｃａｌ　Ｊａｐａｎ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
