gtin14,jan3,jan4,jan13keta,indicator
07612717014145,761,7612,7612717014145,i0
07613327375404,761,7613,7613327375404,i0
07613327482065,761,7613,7613327482065,i0
07613327482072,761,7613,7613327482072,i0
07613203009515,761,7613,7613203009515,i0
07613203013611,761,7613,7613203013611,i0
07613203015882,761,7613,7613203015882,i0
07612717071162,761,7612,7612717071162,i0
07612717071179,761,7612,7612717071179,i0
07612717071186,761,7612,7612717071186,i0
07612717071193,761,7612,7612717071193,i0
07612717071209,761,7612,7612717071209,i0
07612717071216,761,7612,7612717071216,i0
07612717071407,761,7612,7612717071407,i0
07612717071414,761,7612,7612717071414,i0
07612717072060,761,7612,7612717072060,i0
07612717072077,761,7612,7612717072077,i0
07612717000469,761,7612,7612717000469,i0
07613203033350,761,7613,7613203033350,i0
07613203033435,761,7613,7613203033435,i0
07613203033398,761,7613,7613203033398,i0
07613203033312,761,7613,7613203033312,i0
07611819169401,761,7611,7611819169401,i0
07612367054959,761,7612,7612367054959,i0
07612367043304,761,7612,7612367043304,i0
07611814209898,761,7611,7611814209898,i0
07611814209935,761,7611,7611814209935,i0
07611814210009,761,7611,7611814210009,i0
07611814210030,761,7611,7611814210030,i0
07611814210207,761,7611,7611814210207,i0
07611814210337,761,7611,7611814210337,i0
07611814210344,761,7611,7611814210344,i0
07611814210351,761,7611,7611814210351,i0
07611814210412,761,7611,7611814210412,i0
07611814210559,761,7611,7611814210559,i0
07611814210566,761,7611,7611814210566,i0
07611814210641,761,7611,7611814210641,i0
07611814210658,761,7611,7611814210658,i0
07611814210672,761,7611,7611814210672,i0
07611814210740,761,7611,7611814210740,i0
07611814211891,761,7611,7611814211891,i0
07611814209980,761,7611,7611814209980,i0
07611814210597,761,7611,7611814210597,i0
07611814211273,761,7611,7611814211273,i0
07611819810464,761,7611,7611819810464,i0
07611819810488,761,7611,7611819810488,i0
07611819810501,761,7611,7611819810501,i0
07611819810525,761,7611,7611819810525,i0
07611819810549,761,7611,7611819810549,i0
07611819810563,761,7611,7611819810563,i0
07611819810587,761,7611,7611819810587,i0
07611819810600,761,7611,7611819810600,i0
07611819810624,761,7611,7611819810624,i0
07611819810648,761,7611,7611819810648,i0
07611819810662,761,7611,7611819810662,i0
07611819810686,761,7611,7611819810686,i0
07611819810709,761,7611,7611819810709,i0
07611819810723,761,7611,7611819810723,i0
07611819810747,761,7611,7611819810747,i0
07611819810761,761,7611,7611819810761,i0
07611819810785,761,7611,7611819810785,i0
07611819810808,761,7611,7611819810808,i0
07611819810822,761,7611,7611819810822,i0
07611819810846,761,7611,7611819810846,i0
07611819810860,761,7611,7611819810860,i0
07611819810884,761,7611,7611819810884,i0
07611819514966,761,7611,7611819514966,i0
07611819514973,761,7611,7611819514973,i0
07611819514980,761,7611,7611819514980,i0
07611819514997,761,7611,7611819514997,i0
07611819516106,761,7611,7611819516106,i0
07611819516113,761,7611,7611819516113,i0
07611819516120,761,7611,7611819516120,i0
07611819516137,761,7611,7611819516137,i0
07611819516144,761,7611,7611819516144,i0
07611819516151,761,7611,7611819516151,i0
07611819516168,761,7611,7611819516168,i0
07611819516175,761,7611,7611819516175,i0
07611819516182,761,7611,7611819516182,i0
07611819516199,761,7611,7611819516199,i0
07611819516205,761,7611,7611819516205,i0
07611819516212,761,7611,7611819516212,i0
07611819516229,761,7611,7611819516229,i0
07611819516236,761,7611,7611819516236,i0
07611819516243,761,7611,7611819516243,i0
07611819516250,761,7611,7611819516250,i0
07611819516267,761,7611,7611819516267,i0
07611819516274,761,7611,7611819516274,i0
07611819516281,761,7611,7611819516281,i0
07611819516298,761,7611,7611819516298,i0
07611819516304,761,7611,7611819516304,i0
07611819516311,761,7611,7611819516311,i0
07611819516328,761,7611,7611819516328,i0
07611819516335,761,7611,7611819516335,i0
07611819910942,761,7611,7611819910942,i0
07611819910973,761,7611,7611819910973,i0
07611819911000,761,7611,7611819911000,i0
07611819911536,761,7611,7611819911536,i0
07611819911567,761,7611,7611819911567,i0
07611819911598,761,7611,7611819911598,i0
07611819911635,761,7611,7611819911635,i0
07612717000032,761,7612,7612717000032,i0
07612717000063,761,7612,7612717000063,i0
07612717000186,761,7612,7612717000186,i0
07612717000193,761,7612,7612717000193,i0
07612717000438,761,7612,7612717000438,i0
07612717012226,761,7612,7612717012226,i0
07612717003415,761,7612,7612717003415,i0
07612717064416,761,7612,7612717064416,i0
07612717058439,761,7612,7612717058439,i0
07612717059368,761,7612,7612717059368,i0
07612717062238,761,7612,7612717062238,i0
07612717062429,761,7612,7612717062429,i0
07612717062436,761,7612,7612717062436,i0
07612717068285,761,7612,7612717068285,i0
07612717066885,761,7612,7612717066885,i0
07612717064638,761,7612,7612717064638,i0
07612717070691,761,7612,7612717070691,i0
07612717070882,761,7612,7612717070882,i0
07612717070950,761,7612,7612717070950,i0
07612717071063,761,7612,7612717071063,i0
07612717071070,761,7612,7612717071070,i0
07612717071100,761,7612,7612717071100,i0
07612717071124,761,7612,7612717071124,i0
07612717071278,761,7612,7612717071278,i0
07612717071322,761,7612,7612717071322,i0
07612717071360,761,7612,7612717071360,i0
07611819026575,761,7611,7611819026575,i0
07613327011982,761,7613,7613327011982,i0
07613327417258,761,7613,7613327417258,i0
07613327299922,761,7613,7613327299922,i0
07613327299939,761,7613,7613327299939,i0
07613327299946,761,7613,7613327299946,i0
07613327299953,761,7613,7613327299953,i0
07613327459234,761,7613,7613327459234,i0
07613327459265,761,7613,7613327459265,i0
07613327519365,761,7613,7613327519365,i0
07613327064353,761,7613,7613327064353,i0
07613327011975,761,7613,7613327011975,i0
07613327298482,761,7613,7613327298482,i0
07613327298499,761,7613,7613327298499,i0
07613327322552,761,7613,7613327322552,i0
07613327459210,761,7613,7613327459210,i0
07613327459227,761,7613,7613327459227,i0
07613327459241,761,7613,7613327459241,i0
07613327459258,761,7613,7613327459258,i0
07613327519358,761,7613,7613327519358,i0
07613327623338,761,7613,7613327623338,i0
07613327623352,761,7613,7613327623352,i0
07612367052719,761,7612,7612367052719,i0
07612367014120,761,7612,7612367014120,i0
07612367014229,761,7612,7612367014229,i0
07612367024754,761,7612,7612367024754,i0
07612367024761,761,7612,7612367024761,i0
07612367042673,761,7612,7612367042673,i0
07612367042697,761,7612,7612367042697,i0
07612367020534,761,7612,7612367020534,i0
07613327508574,761,7613,7613327508574,i0
