gtin14,jan3,jan4,jan13keta
30382903201021,038,0382,0382903201020
30382903201298,038,0382,0382903201297
30382903201366,038,0382,0382903201365
30382903205593,038,0382,0382903205592
30382903207382,038,0382,0382903207381
30382903266112,038,0382,0382903266111
30382903266310,038,0382,0382903266319
30382903266389,038,0382,0382903266388
30382903266662,038,0382,0382903266661
30382903266686,038,0382,0382903266685
30382903266709,038,0382,0382903266708
30382903828020,038,0382,0382903828029
30382903828037,038,0382,0382903828036
30382903828051,038,0382,0382903828050
30382903828068,038,0382,0382903828067
30382903836919,038,0382,0382903836918
30382903836926,038,0382,0382903836925
30382903836940,038,0382,0382903836949
30382903836957,038,0382,0382903836956
