jan13keta,gtin14_i0,unit_name_i0,gtin14_i1,unit_name_i1,gtin14_i2,unit_name_i2,product_name,product_no,product_sta,total_reimbursement_price_yen,pack_qty,manufacturer_name,tokutei01_iji_code,tokutei01_name,tokutei01_price,tokutei02_iji_code,tokutei02_name,tokutei02_price,tokutei03_iji_code,tokutei03_name,tokutei03_price,tokutei04_iji_code,tokutei04_name,tokutei04_price,tokutei05_iji_code,tokutei05_name,tokutei05_price,tokutei06_iji_code,tokutei06_name,tokutei06_price,tokutei07_iji_code,tokutei07_name,tokutei07_price,tokutei08_iji_code,tokutei08_name,tokutei08_price,tokutei09_iji_code,tokutei09_name,tokutei09_price,tokutei10_iji_code,tokutei10_name,tokutei10_price
5707480029457,05707480029457,袋,05707480029440,箱,,,ニューロラインサブダーマル　24本入,745_12-50/24,長さ12mm　直径0.4mm　リード線50cm　シングルタイプ,,1,メッツ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5707480024162,05707480024162,袋,05707480023219,箱,,,ニューロラインサブダーマル　24本入,745_12-100/24,長さ12mm　直径0.4mm　リード線100cm　シングルタイプ,,1,メッツ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5707480024179,05707480024179,袋,05707480023226,箱,,,ニューロラインサブダーマル　24本入,745_12-150/24,長さ12mm　直径0.4mm　リード線150cm　シングルタイプ,,1,メッツ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5707480024186,05707480024186,袋,05707480023233,箱,,,ニューロラインサブダーマル　24本入,745_12-250/24,長さ12mm　直径0.4mm　リード線250cm　シングルタイプ,,1,メッツ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5707480038725,05707480038725,袋,05707480038732,箱,,,ニューロラインサブダーマル　20組入,746_12-100/1/20,長さ12mm　直径0.4mm　リード線100cm　ツイストペアタイプ,,1,メッツ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5707480038756,05707480038756,袋,05707480038763,箱,,,ニューロラインサブダーマル　20組入,746_12-150/1/20,長さ12mm　直径0.4mm　リード線150cm　ツイストペアタイプ,,1,メッツ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5707480038787,05707480038787,袋,05707480038794,箱,,,ニューロラインサブダーマル　20組入,746_12-200/1/20,長さ12mm　直径0.4mm　リード線200cm　ツイストペアタイプ,,1,メッツ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5707480038817,05707480038817,袋,05707480038824,箱,,,ニューロラインサブダーマル　20組入,746_12-250/1/20,長さ12mm　直径0.4mm　リード線250cm　ツイストペアタイプ,,1,メッツ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5707480000388,05707480022526,袋,05707480022397,箱,05707480000388,ケース,ニューロライン　12個入,70002-K/12,１５×１５ｍｍクロス　２０ｃｍリード付,,1,メッツ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5707480000449,05707480022571,袋,05707480022441,箱,05707480000449,ケース,ニューロライン　12個入,70010-K/12,１５×１５ｍｍクロス　１００ｃｍリード付,,1,メッツ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5707480028511,05707480028511,個,05707480028504,袋,05707480028498,箱,ニューロライン　12個入,70001-K/12,２０×１５ｍｍクロス　１０ｃｍリード付,,,メッツ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5707480028665,05707480028665,個,05707480028658,袋,05707480028641,箱,ニューロライン　12個入,70010-K/C/12,２０×１５ｍｍクロス　１００ｃｍカラーリード付,,,メッツ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5707480028696,05707480028696,個,05707480028689,袋,05707480028672,箱,ニューロライン　12個入,70015-K/C/12,２０×１５ｍｍクロス　１５０ｃｍカラーリード付,,,メッツ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5707480028726,05707480028726,個,05707480028719,袋,05707480028702,箱,ニューロライン　４個入,70020-K/C/4,２０×１５ｍｍクロス　２００ｃｍカラーリード付,,,メッツ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5707480023530,05707480023530,個,05707480022618,袋,05707480022489,箱,ニューロライン　12個入,71005-K/12,２８×２０ｍｍクロス　５０ｃｍリード付,,,メッツ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5707480034260,05707480034260,個,05707480034253,袋,05707480034246,箱,ニューロライン　12個入,71005-K/C/12,２８×２０ｍｍクロス　５０ｃｍカラーリード付,,,メッツ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5707480023554,05707480023554,個,05707480022632,袋,05707480022502,箱,ニューロライン　12個入,71010-K/12,２８×２０ｍｍクロス　１００ｃｍリード付,,,メッツ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5707480023561,05707480023561,個,05707480022649,袋,05707480022519,箱,ニューロライン　12個入,71015-K/12,２８×２０ｍｍクロス　１５０ｃｍリード付,,,メッツ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5707480028870,05707480028870,個,05707480028863,袋,05707480028856,箱,ニューロライン　12個入,71015-K/C/12,２８×２０ｍｍクロス　１５０ｃｍカラーリード付,,,メッツ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5707480023578,05707480023578,個,05707480022717,袋,05707480022670,箱,ニューロライン　12個入,71505-K/C/12,３０×２２ｍｍクロス　５０ｃｍカラーリード付,,,メッツ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5707480023585,05707480023585,個,05707480022724,袋,05707480022687,箱,ニューロライン　12個入,71508-K/C/12,３０×２２ｍｍクロス　８０ｃｍカラーリード付,,,メッツ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5707480023592,05707480023592,個,05707480022731,袋,05707480022694,箱,ニューロライン　12個入,71512-K/C/12,３０×２２ｍｍクロス　１２０ｃｍカラーリード付,,,メッツ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5707480028931,05707480028931,個,05707480028924,袋,05707480028917,箱,ニューロライン　12個入,71520-K/C/12,３０×２２ｍｍクロス　２００ｃｍカラーリード付,,,メッツ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5707480022748,05707480022748,袋,05707480022700,箱,05707480000616,ケース,ニューロライン　２５個入,72000-S／25,４５×２２ｍｍ、ウェットゲル、２５個入,,,メッツ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5707480003334,05707480021604,袋,05707480022656,箱,05707480003334,ケース,ニューロライン　グランド,71410-M/1,４８×３０ｍｍクロス　１００ｃｍリード付、２５個入,,,メッツ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5707480021598,05707480021598,袋,05707480022663,箱,05707480003341,ケース,ニューロライン　グランド,71415-M/1,４８×３０ｍｍクロス　１５０ｃｍリード付、２５個入,,,メッツ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5707480000821,05707480000821,本,15707480000828,箱,,,ニューロラインコンセントリック　25本入,74030-35/25,長さ３０ｍｍ　直径０．３５ｍｍ　同芯型,,1,メッツ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5707480000838,05707480000838,本,15707480000835,箱,,,ニューロラインコンセントリック　25本入,74038-45/25,長さ３８ｍｍ　直径０．４５ｍｍ　同芯型,,1,メッツ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5707480000869,05707480000869,本,15707480000866,箱,,,ニューロラインコンセントリック　25本入,74050-45/25,長さ５０ｍｍ　直径０．４５ｍｍ　同芯型,,1,メッツ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5707480000883,05707480000883,本,15707480000880,箱,,,ニューロラインコンセントリック　25本入,74075-65/25,長さ７５ｍｍ　直径０．６５ｍｍ　同芯型,,1,メッツ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5707480000906,05707480000906,本,15707480000903,箱,,,ニューロラインモノポーラ　40本入,74225-36/40,長さ２５ｍｍ　直径０．３６ｍｍ　単極型,,1,メッツ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5707480000913,05707480000913,本,15707480000910,箱,,,ニューロラインモノポーラ　40本入,74238-36/40,長さ３８ｍｍ　直径０．３６ｍｍ　単極型,,1,メッツ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5707480000920,05707480000920,本,15707480000927,箱,,,ニューロラインモノポーラ　40本入,74238-45/40,長さ３８ｍｍ　直径０．４５ｍｍ　単極型,,1,メッツ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5707480000937,05707480000937,本,15707480000934,箱,,,ニューロラインモノポーラ　40本入,74250-45/40,長さ５０ｍｍ　直径０．４５ｍｍ　単極型,,1,メッツ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5707480000944,05707480000944,本,15707480000941,箱,,,ニューロラインモノポーラ　40本入,74275-50/40,長さ７５ｍｍ　直径０．５０ｍｍ　単極型,,1,メッツ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5707480000951,05707480000951,本,15707480000958,箱,,,ニューロラインモノポーラ　40本入　リード付,74325-36/40,長さ２５ｍｍ　直径０．３６ｍｍ　単極型　リード付,,1,メッツ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5707480000968,05707480000968,本,15707480000965,箱,,,ニューロラインモノポーラ　40本入　リード付,74338-36/40,長さ３８ｍｍ　直径０．３６ｍｍ　単極型　リード付,,1,メッツ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5707480000975,05707480000975,本,15707480000972,箱,,,ニューロラインモノポーラ　40本入　リード付,74338-45/40,長さ３８ｍｍ　直径０．４５ｍｍ　単極型　リード付,,1,メッツ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5707480000982,05707480000982,本,15707480000989,箱,,,ニューロラインモノポーラ　40本入　リード付,74350-45/40,長さ５０ｍｍ　直径０．４５ｍｍ　単極型　リード付,,1,メッツ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5707480000999,05707480000999,本,15707480000996,箱,,,ニューロラインモノポーラ　40本入　リード付,74375-50/40,長さ７５ｍｍ　直径０．５ｍｍ　単極型　リード付,,1,メッツ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5707480000029,05707480000029,本,,,,,同芯型用中継ケーブル　100ｃｍ,1741,同芯型用中継ケーブル　１００ｃｍ,,1,メッツ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5707480000043,05707480000043,本,,,,,同芯型用中継ケーブル　200ｃｍ,1742,同芯型用中継ケーブル　２００ｃｍ,,1,メッツ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5707480000074,05707480000074,本,,,,,単極型用中継ケーブル　76ｃｍ,1744,単極型用中継ケーブル　７６ｃｍ,,1,メッツ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5707480023813,05707480023813,袋,05707480023042,箱,,,ニューロラインイノジェクト　10本入,744_25-30/10,長さ２５ｍｍ　直径０．３０ｍｍ　薬液注入型,,1,メッツ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5707480023820,05707480023820,袋,05707480023059,箱,,,ニューロラインイノジェクト　10本入,744_30-36/10,長さ３０ｍｍ　直径０．３６ｍｍ　薬液注入型,,1,メッツ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5707480024155,05707480024155,袋,05707480023202,箱,,,ニューロラインイノジェクト　10本入,744_35-40/10,長さ３５ｍｍ　直径０．４０ｍｍ　薬液注入型,,1,メッツ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5707480023837,05707480023837,袋,05707480022342,箱,,,ニューロラインイノジェクト　10本入,744_38-45/10,長さ３８ｍｍ　直径０．４５ｍｍ　薬液注入型,,1,メッツ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5707480023844,05707480023844,袋,05707480022359,箱,,,ニューロラインイノジェクト　10本入,744_50-50/10,長さ５０ｍｍ　直径０．５０ｍｍ　薬液注入型,,1,メッツ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5707480023851,05707480023851,袋,05707480022366,箱,,,ニューロラインイノジェクト　10本入,744_75-55/10,長さ７５ｍｍ　直径０．５５ｍｍ　薬液注入型,,1,メッツ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5707480023653,05707480023653,本,05707480022878,箱,,,ニューロラインコンセントリック　25本入,74025-30/25,長さ２５ｍｍ　直径０．３ｍｍ　同芯型,,,メッツ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5707480023660,05707480023660,本,05707480022885,箱,,,ニューロラインコンセントリック　25本入,74025-45/25,長さ２５ｍｍ　直径０．４５ｍｍ　同芯型,,,メッツ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5707480023677,05707480023677,本,05707480022892,箱,,,ニューロラインコンセントリック　25本入,74030-35/25,長さ３０ｍｍ　直径０．３５ｍｍ　同芯型,,,メッツ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5707480004379,05707480022250,袋,05707480022038,箱,05707480004379,ケース,ブルーセンサーVL　25個入,VL-00-S/25,直径６８ｍｍ細孔紙,,1,メッツ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5707480004492,05707480028320,袋,05707480028313,箱,05707480004492,ケース,ブルーセンサーVL　50cmリード付　25個入,VL-50-K/25,直径６８ｍｍ細孔紙　５０ｃｍリード付,,1,メッツ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5707480003402,05707480022069,袋,05707480021840,箱,05707480003402,ケース,ブルーセンサーL　25個入,L-00-S/25,直径５５ｍｍ細孔紙,,1,メッツ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
