jan13keta,gtin14_i0,unit_name_i0,gtin14_i1,unit_name_i1,gtin14_i2,unit_name_i2,product_name,product_no,product_sta,total_reimbursement_price_yen,pack_qty,manufacturer_name,tokutei01_iji_code,tokutei01_name,tokutei01_price,tokutei02_iji_code,tokutei02_name,tokutei02_price,tokutei03_iji_code,tokutei03_name,tokutei03_price,tokutei04_iji_code,tokutei04_name,tokutei04_price,tokutei05_iji_code,tokutei05_name,tokutei05_price,tokutei06_iji_code,tokutei06_name,tokutei06_price,tokutei07_iji_code,tokutei07_name,tokutei07_price,tokutei08_iji_code,tokutei08_name,tokutei08_price,tokutei09_iji_code,tokutei09_name,tokutei09_price,tokutei10_iji_code,tokutei10_name,tokutei10_price
4909800007010,04909800007010,枚,,,,,ハイサンソα,00701,-,,,レインボーオプチカル研究所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4909800007027,04909800007027,枚,,,,,ハイサンソα（ＭＣ２）,00702,-,,,レインボーオプチカル研究所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4909800007034,04909800007034,枚,,,,,ハイサンソα（非球面）,00703,-,,,レインボーオプチカル研究所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4909800007041,04909800007041,枚,,,,,ハイサンソα（ＭＣ３）,00704,-,,,レインボーオプチカル研究所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4909800007065,04909800007065,枚,,,,,ハイサンソα（ＭＣ４）,00706,-,,,レインボーオプチカル研究所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4909800007119,04909800007119,枚,,,,,ハイサンソαＴ,00711,-,,,レインボーオプチカル研究所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4909800008017,04909800008017,枚,,,,,モア,801,-,,,レインボーオプチカル研究所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4909800008116,04909800008116,枚,,,,,レインボークレール,00811,-,,,レインボーオプチカル研究所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4909800008208,04909800008208,枚,,,,,コンフォクレール,00820,-,,,レインボーオプチカル研究所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4909800007508,04909800007508,枚,,,,,ハイサンソＵ,00750,-,,,レインボーオプチカル研究所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4909800007133,04909800007133,枚,,,,,ハイサンソα　非球面タイプＡ,00713,ー,,,レインボーオプチカル研究所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4909800007140,04909800007140,枚,,,,,ハイサンソα　非球面タイプＢ,00714,-,,,レインボーオプチカル研究所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4909800007157,04909800007157,枚,,,,,ハイサンソα　非球面タイプC,00715,ー,,,レインボーオプチカル研究所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4909800007164,04909800007164,枚,,,,,ハイサンソα　非球面タイプB　(TEL),00716,ー,,,レインボーオプチカル研究所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4909800007782,04909800007782,枚,,,,,ハイサンソα　パーフェクトパック,00778,ー,,,レインボーオプチカル研究所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4909800007904,04909800007904,枚,,,,,ハイサンソαT　(Ⅱ),00790,ー,,,レインボーオプチカル研究所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4909800007577,04909800007577,枚,,,,,ハイサンソＵ　エントリーパック,00757,-,,,レインボーオプチカル研究所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4909800007539,04909800007539,枚,,,,,ハイサンソＵ　パーフェクトパック,00753,-,,,レインボーオプチカル研究所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4909800005108,04909800005108,枚,,,,,プロミネント,00510,-,,,レインボーオプチカル研究所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4909800005122,04909800005122,枚,,,,,プロミネント　パーフェクトパック,00512,-,,,レインボーオプチカル研究所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4909800005139,04909800005139,枚,,,,,プロミネント　エントリーパック,00513,-,,,レインボーオプチカル研究所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4909800005207,04909800005207,枚,,,,,ハイサンソα UV,00520,-,,,レインボーオプチカル研究所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4909800005221,04909800005221,枚,,,,,ハイサンソα UV　パーフェクトパック,00522,-,,,レインボーオプチカル研究所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
