gtin14,jan3,jan4,jan13keta,indicator
04580188750547,458,4580,4580188750547,i0
04580188750646,458,4580,4580188750646,i0
04580473941049,458,4580,4580473941049,i0
04580171571012,458,4580,4580171571012,i0
04580171571029,458,4580,4580171571029,i0
04580343740116,458,4580,4580343740116,i0
04580343740123,458,4580,4580343740123,i0
04580343740192,458,4580,4580343740192,i0
04580343740246,458,4580,4580343740246,i0
04580343740284,458,4580,4580343740284,i0
04580343740291,458,4580,4580343740291,i0
04580343740321,458,4580,4580343740321,i0
04580343740352,458,4580,4580343740352,i0
04589975610828,458,4589,4589975610828,i0
04589975610835,458,4589,4589975610835,i0
04589975610842,458,4589,4589975610842,i0
04589975610903,458,4589,4589975610903,i0
04580343740178,458,4580,4580343740178,i0
04580343740338,458,4580,4580343740338,i0
04582323371167,458,4582,4582323371167,i0
04582323371174,458,4582,4582323371174,i0
04582323371150,458,4582,4582323371150,i0
04582323371198,458,4582,4582323371198,i0
04582323371303,458,4582,4582323371303,i0
04582273600638,458,4582,4582273600638,i0
04582273600645,458,4582,4582273600645,i0
04582273600652,458,4582,4582273600652,i0
04582273600669,458,4582,4582273600669,i0
04582273604780,458,4582,4582273604780,i0
04582102811532,458,4582,4582102811532,i0
04582102811549,458,4582,4582102811549,i0
04582102811556,458,4582,4582102811556,i0
04582102811563,458,4582,4582102811563,i0
04582102815127,458,4582,4582102815127,i0
04582102815134,458,4582,4582102815134,i0
04582102815219,458,4582,4582102815219,i0
04582102815226,458,4582,4582102815226,i0
04582102815233,458,4582,4582102815233,i0
04582102816766,458,4582,4582102816766,i0
04580337260347,458,4580,4580337260347,i0
04580337430603,458,4580,4580337430603,i0
04582102816735,458,4582,4582102816735,i0
04582177267258,458,4582,4582177267258,i0
04582177267623,458,4582,4582177267623,i0
04580102320016,458,4580,4580102320016,i0
04580102320023,458,4580,4580102320023,i0
04580102320030,458,4580,4580102320030,i0
04580102320047,458,4580,4580102320047,i0
04580102320054,458,4580,4580102320054,i0
04580102320061,458,4580,4580102320061,i0
04580102320078,458,4580,4580102320078,i0
04580102320085,458,4580,4580102320085,i0
04580102320092,458,4580,4580102320092,i0
04580102320108,458,4580,4580102320108,i0
04580102320115,458,4580,4580102320115,i0
04580102320122,458,4580,4580102320122,i0
04580102320139,458,4580,4580102320139,i0
04580102320146,458,4580,4580102320146,i0
04580102320153,458,4580,4580102320153,i0
04580102320160,458,4580,4580102320160,i0
04580102320177,458,4580,4580102320177,i0
04580102320184,458,4580,4580102320184,i0
04580102320245,458,4580,4580102320245,i0
04580102320252,458,4580,4580102320252,i0
04580102320269,458,4580,4580102320269,i0
04580102320276,458,4580,4580102320276,i0
04580102320283,458,4580,4580102320283,i0
04580102320290,458,4580,4580102320290,i0
04580102320306,458,4580,4580102320306,i0
04580102320313,458,4580,4580102320313,i0
04580102320320,458,4580,4580102320320,i0
04580102320337,458,4580,4580102320337,i0
04580102320344,458,4580,4580102320344,i0
04580102320351,458,4580,4580102320351,i0
04580102320368,458,4580,4580102320368,i0
04580102320375,458,4580,4580102320375,i0
04580102320382,458,4580,4580102320382,i0
04580102320399,458,4580,4580102320399,i0
