gtin14,jan3,jan4,jan13keta
30680651132209,068,0680,0680651132208
30680651132216,068,0680,0680651132215
30680651132223,068,0680,0680651132222
30680651132230,068,0680,0680651132239
30680651132247,068,0680,0680651132246
30680651351112,068,0680,0680651351111
30680651351129,068,0680,0680651351128
30680651351136,068,0680,0680651351135
30680651351143,068,0680,0680651351142
30680651351150,068,0680,0680651351159
30680651351167,068,0680,0680651351166
30680651351174,068,0680,0680651351173
30680651351181,068,0680,0680651351180
30680651351198,068,0680,0680651351197
30680651352102,068,0680,0680651352101
30680651352119,068,0680,0680651352118
30680651352126,068,0680,0680651352125
30680651352133,068,0680,0680651352132
30680651352140,068,0680,0680651352149
30680651352157,068,0680,0680651352156
30680651352164,068,0680,0680651352163
30680651352171,068,0680,0680651352170
30680651352188,068,0680,0680651352187
30680651352201,068,0680,0680651352200
30680651134715,068,0680,0680651134714
30680651134715,068,0680,0680651134714
30680651134715,068,0680,0680651134714
30680651134722,068,0680,0680651134721
30680651134722,068,0680,0680651134721
30680651134722,068,0680,0680651134721
30680651134739,068,0680,0680651134738
30680651134739,068,0680,0680651134738
30680651134739,068,0680,0680651134738
30680651134746,068,0680,0680651134745
30680651134746,068,0680,0680651134745
30680651134746,068,0680,0680651134745
30680651134760,068,0680,0680651134769
30680651134760,068,0680,0680651134769
30680651134760,068,0680,0680651134769
30680651134777,068,0680,0680651134776
30680651134777,068,0680,0680651134776
30680651134777,068,0680,0680651134776
30680651136108,068,0680,0680651136107
30680651136108,068,0680,0680651136107
30680651136108,068,0680,0680651136107
30680651136818,068,0680,0680651136817
30680651136818,068,0680,0680651136817
30680651136818,068,0680,0680651136817
30680651136825,068,0680,0680651136824
30680651136825,068,0680,0680651136824
30680651136825,068,0680,0680651136824
30680651316142,068,0680,0680651316141
30680651316142,068,0680,0680651316141
30680651316142,068,0680,0680651316141
30680651458309,068,0680,0680651458308
30680651458309,068,0680,0680651458308
30680651458309,068,0680,0680651458308
30680651458316,068,0680,0680651458315
30680651458316,068,0680,0680651458315
30680651458316,068,0680,0680651458315
30680651458323,068,0680,0680651458322
30680651458323,068,0680,0680651458322
30680651458323,068,0680,0680651458322
30680651458330,068,0680,0680651458339
30680651458330,068,0680,0680651458339
30680651458330,068,0680,0680651458339
30680651458347,068,0680,0680651458346
30680651458347,068,0680,0680651458346
30680651458347,068,0680,0680651458346
30680651463570,068,0680,0680651463579
30680651463570,068,0680,0680651463579
30680651463570,068,0680,0680651463579
30680651463587,068,0680,0680651463586
30680651463587,068,0680,0680651463586
30680651463587,068,0680,0680651463586
30680651463594,068,0680,0680651463593
30680651463594,068,0680,0680651463593
30680651463594,068,0680,0680651463593
30680651463600,068,0680,0680651463609
30680651463600,068,0680,0680651463609
30680651463600,068,0680,0680651463609
30680651463617,068,0680,0680651463616
30680651463617,068,0680,0680651463616
30680651463617,068,0680,0680651463616
30680651463624,068,0680,0680651463623
30680651463624,068,0680,0680651463623
30680651463624,068,0680,0680651463623
30680651463631,068,0680,0680651463630
30680651463631,068,0680,0680651463630
30680651463631,068,0680,0680651463630
30680651463648,068,0680,0680651463647
30680651463648,068,0680,0680651463647
30680651463648,068,0680,0680651463647
