gtin14,jan3,jan4,jan13
08440000000000,844,8440,8440000000000
08440000000000,844,8440,8440000000000
08440000000000,844,8440,8440000000000
08440000000000,844,8440,8440000000000
08440000000000,844,8440,8440000000000
08440000000000,844,8440,8440000000000
08440000000000,844,8440,8440000000000
08440000000000,844,8440,8440000000000
08440000000000,844,8440,8440000000000
08440000000000,844,8440,8440000000000
08440000000000,844,8440,8440000000000
08440000000000,844,8440,8440000000000
08440000000000,844,8440,8440000000000
08440000000000,844,8440,8440000000000
08440000000000,844,8440,8440000000000
08440000000000,844,8440,8440000000000
08440000000000,844,8440,8440000000000
08440000000000,844,8440,8440000000000
08440000000000,844,8440,8440000000000
08440000000000,844,8440,8440000000000
08440000000000,844,8440,8440000000000
08440000000000,844,8440,8440000000000
08440000000000,844,8440,8440000000000
08440000000000,844,8440,8440000000000
08440000000000,844,8440,8440000000000
08440000000000,844,8440,8440000000000
08440000000000,844,8440,8440000000000
08440000000000,844,8440,8440000000000
08440000000000,844,8440,8440000000000
08440000000000,844,8440,8440000000000
08440000000000,844,8440,8440000000000
08440000000000,844,8440,8440000000000
08440000000000,844,8440,8440000000000
08440000000000,844,8440,8440000000000
08440000000000,844,8440,8440000000000
08440000000000,844,8440,8440000000000
08440000000000,844,8440,8440000000000
08440000000000,844,8440,8440000000000
08440000000000,844,8440,8440000000000
08440000000000,844,8440,8440000000000
08440000000000,844,8440,8440000000000
08440000000000,844,8440,8440000000000
08440000000000,844,8440,8440000000000
08440000000000,844,8440,8440000000000
08440000000000,844,8440,8440000000000
08440000000000,844,8440,8440000000000
08440000000000,844,8440,8440000000000
08440000000000,844,8440,8440000000000
08440000000000,844,8440,8440000000000
08440000000000,844,8440,8440000000000
08440000000000,844,8440,8440000000000
08440000000000,844,8440,8440000000000
08440000000000,844,8440,8440000000000
08440000000000,844,8440,8440000000000
08440000000000,844,8440,8440000000000
08440000000000,844,8440,8440000000000
