jan13keta,gtin14_i0,unit_name_i0,gtin14_i1,unit_name_i1,gtin14_i2,unit_name_i2,product_name,product_no,product_sta,total_reimbursement_price_yen,pack_qty,manufacturer_name,tokutei01_iji_code,tokutei01_name,tokutei01_price,tokutei02_iji_code,tokutei02_name,tokutei02_price,tokutei03_iji_code,tokutei03_name,tokutei03_price,tokutei04_iji_code,tokutei04_name,tokutei04_price,tokutei05_iji_code,tokutei05_name,tokutei05_price,tokutei06_iji_code,tokutei06_name,tokutei06_price,tokutei07_iji_code,tokutei07_name,tokutei07_price,tokutei08_iji_code,tokutei08_name,tokutei08_price,tokutei09_iji_code,tokutei09_name,tokutei09_price,tokutei10_iji_code,tokutei10_name,tokutei10_price
0198652189393,00198652189393,箱,,,,,クラリティ　ワンデー　WetLoc,1067153920,(90) +3.25,,,クーパービジョン・ジャパン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0198652189409,00198652189409,箱,,,,,クラリティ　ワンデー　WetLoc,1067153921,(90) +3.50,,,クーパービジョン・ジャパン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0198652189416,00198652189416,箱,,,,,クラリティ　ワンデー　WetLoc,1067153922,(90) +3.75,,,クーパービジョン・ジャパン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0198652189423,00198652189423,箱,,,,,クラリティ　ワンデー　WetLoc,1067153923,(90) +4.00,,,クーパービジョン・ジャパン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0198652189430,00198652189430,箱,,,,,クラリティ　ワンデー　WetLoc,1067153924,(90) +4.25,,,クーパービジョン・ジャパン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0198652189447,00198652189447,箱,,,,,クラリティ　ワンデー　WetLoc,1067153925,(90) +4.50,,,クーパービジョン・ジャパン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0198652189454,00198652189454,箱,,,,,クラリティ　ワンデー　WetLoc,1067153926,(90) +4.75,,,クーパービジョン・ジャパン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0198652189461,00198652189461,箱,,,,,クラリティ　ワンデー　WetLoc,1067153927,(90) +5.00,,,クーパービジョン・ジャパン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0198652189478,00198652189478,箱,,,,,クラリティ　ワンデー　WetLoc,1067153928,(90) +5.25,,,クーパービジョン・ジャパン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0198652189485,00198652189485,箱,,,,,クラリティ　ワンデー　WetLoc,1067153929,(90) +5.50,,,クーパービジョン・ジャパン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0198652189492,00198652189492,箱,,,,,クラリティ　ワンデー　WetLoc,1067153930,(90) +5.75,,,クーパービジョン・ジャパン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0198652189508,00198652189508,箱,,,,,クラリティ　ワンデー　WetLoc,1067153931,(90) +6.00,,,クーパービジョン・ジャパン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0198652189515,00198652189515,箱,,,,,クラリティ　ワンデー　WetLoc,1067153932,(90) +6.50,,,クーパービジョン・ジャパン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0198652189522,00198652189522,箱,,,,,クラリティ　ワンデー　WetLoc,1067153933,(90) +7.00,,,クーパービジョン・ジャパン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0198652189690,00198652189690,箱,,,,,クラリティ　ワンデー　WetLoc,1067153839,-3.25,,,クーパービジョン・ジャパン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0198652189706,00198652189706,箱,,,,,クラリティ　ワンデー　WetLoc,1067153840,-3.00,,,クーパービジョン・ジャパン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0198652189713,00198652189713,箱,,,,,クラリティ　ワンデー　WetLoc,1067153841,-2.75,,,クーパービジョン・ジャパン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0198652189720,00198652189720,箱,,,,,クラリティ　ワンデー　WetLoc,1067153842,-2.50,,,クーパービジョン・ジャパン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0198652189737,00198652189737,箱,,,,,クラリティ　ワンデー　WetLoc,1067153843,-2.25,,,クーパービジョン・ジャパン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0198652189744,00198652189744,箱,,,,,クラリティ　ワンデー　WetLoc,1067153844,-2.00,,,クーパービジョン・ジャパン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0198652189751,00198652189751,箱,,,,,クラリティ　ワンデー　WetLoc,1067153845,-1.75,,,クーパービジョン・ジャパン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0198652189768,00198652189768,箱,,,,,クラリティ　ワンデー　WetLoc,1067153846,-1.50,,,クーパービジョン・ジャパン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0198652189775,00198652189775,箱,,,,,クラリティ　ワンデー　WetLoc,1067153847,-1.25,,,クーパービジョン・ジャパン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0198652189782,00198652189782,箱,,,,,クラリティ　ワンデー　WetLoc,1067153848,-1.00,,,クーパービジョン・ジャパン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0198652189799,00198652189799,箱,,,,,クラリティ　ワンデー　WetLoc,1067153849,-0.75,,,クーパービジョン・ジャパン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0198652189805,00198652189805,箱,,,,,クラリティ　ワンデー　WetLoc,1067153850,-0.50,,,クーパービジョン・ジャパン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0198652189812,00198652189812,箱,,,,,クラリティ　ワンデー　WetLoc,1067153851,+0.50,,,クーパービジョン・ジャパン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0198652189829,00198652189829,箱,,,,,クラリティ　ワンデー　WetLoc,1067153852,+0.75,,,クーパービジョン・ジャパン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0198652189836,00198652189836,箱,,,,,クラリティ　ワンデー　WetLoc,1067153853,+1.00,,,クーパービジョン・ジャパン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0198652190023,00198652190023,箱,,,,,クラリティ　ワンデー　WetLoc,1067153860,+2.75,,,クーパービジョン・ジャパン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0198652190030,00198652190030,箱,,,,,クラリティ　ワンデー　WetLoc,1067153861,+3.00,,,クーパービジョン・ジャパン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0198652190047,00198652190047,箱,,,,,クラリティ　ワンデー　WetLoc,1067153862,+3.25,,,クーパービジョン・ジャパン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0198652190054,00198652190054,箱,,,,,クラリティ　ワンデー　WetLoc,1067153863,+3.50,,,クーパービジョン・ジャパン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0198652190061,00198652190061,箱,,,,,クラリティ　ワンデー　WetLoc,1067153864,+3.75,,,クーパービジョン・ジャパン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0198652190078,00198652190078,箱,,,,,クラリティ　ワンデー　WetLoc,1067153865,+4.00,,,クーパービジョン・ジャパン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0198652190085,00198652190085,箱,,,,,クラリティ　ワンデー　WetLoc,1067153866,+4.25,,,クーパービジョン・ジャパン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0198652190092,00198652190092,箱,,,,,クラリティ　ワンデー　WetLoc,1067153867,+4.50,,,クーパービジョン・ジャパン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0198652190108,00198652190108,箱,,,,,クラリティ　ワンデー　WetLoc,1067153868,+4.75,,,クーパービジョン・ジャパン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0198652190115,00198652190115,箱,,,,,クラリティ　ワンデー　WetLoc,1067153869,+5.00,,,クーパービジョン・ジャパン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0198652190122,00198652190122,箱,,,,,クラリティ　ワンデー　WetLoc　トライアル,1067153955,-3.25,,,クーパービジョン・ジャパン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0198652190139,00198652190139,箱,,,,,クラリティ　ワンデー　WetLoc　トライアル,1067153956,-3.00,,,クーパービジョン・ジャパン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
