jan13,gtin14,product_name,manufacturer_name,iji_code,kinou_kubun_code,tokutei_name,reimbursement_price_yen,pack_qty
8020000000000,08020000000000,バイカーボン人工弁,日本ライフライン,727420000,B002119,機械弁,"659,000",1
8020000000000,08020000000000,バイカーボン人工弁,日本ライフライン,727420000,B002119,機械弁,"659,000",1
8020000000000,08020000000000,バイカーボン人工弁,日本ライフライン,727420000,B002119,機械弁,"659,000",1
8020000000000,08020000000000,バイカーボン人工弁,日本ライフライン,727420000,B002119,機械弁,"659,000",1
8020000000000,08020000000000,バイカーボン人工弁,日本ライフライン,727420000,B002119,機械弁,"659,000",1
8020000000000,08020000000000,バイカーボン人工弁,日本ライフライン,727420000,B002119,機械弁,"659,000",1
8020000000000,08020000000000,バイカーボン人工弁,日本ライフライン,727420000,B002119,機械弁,"659,000",1
8020000000000,08020000000000,バイカーボン人工弁,日本ライフライン,727420000,B002119,機械弁,"659,000",1
8020000000000,08020000000000,バイカーボン人工弁,日本ライフライン,727420000,B002119,機械弁,"659,000",1
8020000000000,08020000000000,バイカーボン人工弁,日本ライフライン,727420000,B002119,機械弁,"659,000",1
8020000000000,08020000000000,バイカーボン人工弁,日本ライフライン,727420000,B002119,機械弁,"659,000",1
8020000000000,08020000000000,バイカーボン人工弁,日本ライフライン,727420000,B002119,機械弁,"659,000",1
8020000000000,08020000000000,バイカーボン人工弁,日本ライフライン,727420000,B002119,機械弁,"659,000",1
8020000000000,08020000000000,バイカーボン人工弁,日本ライフライン,727420000,B002119,機械弁,"659,000",1
8020000000000,08020000000000,バイカーボン人工弁,日本ライフライン,727420000,B002119,機械弁,"659,000",1
8020000000000,08020000000000,バイカーボン人工弁,日本ライフライン,727420000,B002119,機械弁,"659,000",1
8020000000000,08020000000000,バイカーボン人工弁,日本ライフライン,727420000,B002119,機械弁,"659,000",1
8020000000000,08020000000000,バイカーボン人工弁,日本ライフライン,727420000,B002119,機械弁,"659,000",1
8020000000000,08020000000000,ＦＩＴＬＩＮＥ　ＡＯＲＴＩＣ　２３,Ｃｏｒｃｙｍ　Ｊａｐａｎ,727420000,B002119,機械弁,"659,000",1
8020000000000,08020000000000,ＦＩＴＬＩＮＥ　ＡＯＲＴＩＣ　２５,Ｃｏｒｃｙｍ　Ｊａｐａｎ,727420000,B002119,機械弁,"659,000",1
8020000000000,08020000000000,ＦＩＴＬＩＮＥ　ＭＩＴＲＡＬ　２３,Ｃｏｒｃｙｍ　Ｊａｐａｎ,727420000,B002119,機械弁,"659,000",1
8020000000000,08020000000000,ＦＩＴＬＩＮＥ　ＭＩＴＲＡＬ　２５,Ｃｏｒｃｙｍ　Ｊａｐａｎ,727420000,B002119,機械弁,"659,000",1
