jan13keta,gtin14_i0,unit_name_i0,gtin14_i1,unit_name_i1,gtin14_i2,unit_name_i2,product_name,product_no,product_sta,total_reimbursement_price_yen,pack_qty,manufacturer_name,tokutei01_iji_code,tokutei01_name,tokutei01_price,tokutei02_iji_code,tokutei02_name,tokutei02_price,tokutei03_iji_code,tokutei03_name,tokutei03_price,tokutei04_iji_code,tokutei04_name,tokutei04_price,tokutei05_iji_code,tokutei05_name,tokutei05_price,tokutei06_iji_code,tokutei06_name,tokutei06_price,tokutei07_iji_code,tokutei07_name,tokutei07_price,tokutei08_iji_code,tokutei08_name,tokutei08_price,tokutei09_iji_code,tokutei09_name,tokutei09_price,tokutei10_iji_code,tokutei10_name,tokutei10_price
0377000000010,00377000000010,箱,,,,,LaForte 1day UV Lena＿N°104＿-0.00/-0.00/-0.00,5047400301000000,30PK,,,Ｐｅｇａｖｉｓｉｏｎ　Ｊａｐａｎ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0377000000027,00377000000027,箱,,,,,LaForte 1day UV Lena＿N°104＿-0.25/-0.00/-0.00,5047400301010000,30PK,,,Ｐｅｇａｖｉｓｉｏｎ　Ｊａｐａｎ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0377000000034,00377000000034,箱,,,,,LaForte 1day UV Lena＿N°104＿-0.50/-0.00/-0.00,5047400301020000,30PK,,,Ｐｅｇａｖｉｓｉｏｎ　Ｊａｐａｎ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0377000000041,00377000000041,箱,,,,,LaForte 1day UV Lena＿N°104＿-0.75/-0.00/-0.00,5047400301030000,30PK,,,Ｐｅｇａｖｉｓｉｏｎ　Ｊａｐａｎ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0377000000058,00377000000058,箱,,,,,LaForte 1day UV Lena＿N°104＿-1.00/-0.00/-0.00,5047400301040000,30PK,,,Ｐｅｇａｖｉｓｉｏｎ　Ｊａｐａｎ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0377000000065,00377000000065,箱,,,,,LaForte 1day UV Lena＿N°104＿-1.25/-0.00/-0.00,5047400301050000,30PK,,,Ｐｅｇａｖｉｓｉｏｎ　Ｊａｐａｎ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0377000000072,00377000000072,箱,,,,,LaForte 1day UV Lena＿N°104＿-1.50/-0.00/-0.00,5047400301060000,30PK,,,Ｐｅｇａｖｉｓｉｏｎ　Ｊａｐａｎ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0377000000089,00377000000089,箱,,,,,LaForte 1day UV Lena＿N°104＿-1.75/-0.00/-0.00,5047400301070000,30PK,,,Ｐｅｇａｖｉｓｉｏｎ　Ｊａｐａｎ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0377000000096,00377000000096,箱,,,,,LaForte 1day UV Lena＿N°104＿-2.00/-0.00/-0.00,5047400301080000,30PK,,,Ｐｅｇａｖｉｓｉｏｎ　Ｊａｐａｎ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0377000000102,00377000000102,箱,,,,,LaForte 1day UV Lena＿N°104＿-2.25/-0.00/-0.00,5047400301090000,30PK,,,Ｐｅｇａｖｉｓｉｏｎ　Ｊａｐａｎ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0377000000119,00377000000119,箱,,,,,LaForte 1day UV Lena＿N°104＿-2.50/-0.00/-0.00,5047400301100000,30PK,,,Ｐｅｇａｖｉｓｉｏｎ　Ｊａｐａｎ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0377000000126,00377000000126,箱,,,,,LaForte 1day UV Lena＿N°104＿-2.75/-0.00/-0.00,5047400301110000,30PK,,,Ｐｅｇａｖｉｓｉｏｎ　Ｊａｐａｎ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0377000000133,00377000000133,箱,,,,,LaForte 1day UV Lena＿N°104＿-3.00/-0.00/-0.00,5047400301120000,30PK,,,Ｐｅｇａｖｉｓｉｏｎ　Ｊａｐａｎ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0377000000140,00377000000140,箱,,,,,LaForte 1day UV Lena＿N°104＿-3.25/-0.00/-0.00,5047400301130000,30PK,,,Ｐｅｇａｖｉｓｉｏｎ　Ｊａｐａｎ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0377000000157,00377000000157,箱,,,,,LaForte 1day UV Lena＿N°104＿-3.50/-0.00/-0.00,5047400301140000,30PK,,,Ｐｅｇａｖｉｓｉｏｎ　Ｊａｐａｎ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
