jan13keta,gtin14_i0,unit_name_i0,gtin14_i1,unit_name_i1,gtin14_i2,unit_name_i2,product_name,product_no,product_sta,total_reimbursement_price_yen,pack_qty,manufacturer_name,tokutei01_iji_code,tokutei01_name,tokutei01_price,tokutei02_iji_code,tokutei02_name,tokutei02_price,tokutei03_iji_code,tokutei03_name,tokutei03_price,tokutei04_iji_code,tokutei04_name,tokutei04_price,tokutei05_iji_code,tokutei05_name,tokutei05_price,tokutei06_iji_code,tokutei06_name,tokutei06_price,tokutei07_iji_code,tokutei07_name,tokutei07_price,tokutei08_iji_code,tokutei08_name,tokutei08_price,tokutei09_iji_code,tokutei09_name,tokutei09_price,tokutei10_iji_code,tokutei10_name,tokutei10_price
0378700000034,00378700000034,箱,,,,,LaClarte 1day UV Confort＿TINT＿-0.50/-0.00/-0.00,5029800310020000,30PK,,,Ｐｅｇａｖｉｓｉｏｎ　Ｊａｐａｎ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0378700000041,00378700000041,箱,,,,,LaClarte 1day UV Confort＿TINT＿-0.75/-0.00/-0.00,5029800310030000,30PK,,,Ｐｅｇａｖｉｓｉｏｎ　Ｊａｐａｎ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0378700000058,00378700000058,箱,,,,,LaClarte 1day UV Confort＿TINT＿-1.00/-0.00/-0.00,5029800310040000,30PK,,,Ｐｅｇａｖｉｓｉｏｎ　Ｊａｐａｎ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0378700000065,00378700000065,箱,,,,,LaClarte 1day UV Confort＿TINT＿-1.25/-0.00/-0.00,5029800310050000,30PK,,,Ｐｅｇａｖｉｓｉｏｎ　Ｊａｐａｎ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0378700000072,00378700000072,箱,,,,,LaClarte 1day UV Confort＿TINT＿-1.50/-0.00/-0.00,5029800310060000,30PK,,,Ｐｅｇａｖｉｓｉｏｎ　Ｊａｐａｎ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0378700000089,00378700000089,箱,,,,,LaClarte 1day UV Confort＿TINT＿-1.75/-0.00/-0.00,5029800310070000,30PK,,,Ｐｅｇａｖｉｓｉｏｎ　Ｊａｐａｎ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0378700000096,00378700000096,箱,,,,,LaClarte 1day UV Confort＿TINT＿-2.00/-0.00/-0.00,5029800310080000,30PK,,,Ｐｅｇａｖｉｓｉｏｎ　Ｊａｐａｎ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0378700000102,00378700000102,箱,,,,,LaClarte 1day UV Confort＿TINT＿-2.25/-0.00/-0.00,5029800310090000,30PK,,,Ｐｅｇａｖｉｓｉｏｎ　Ｊａｐａｎ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0378700000119,00378700000119,箱,,,,,LaClarte 1day UV Confort＿TINT＿-2.50/-0.00/-0.00,5029800310100000,30PK,,,Ｐｅｇａｖｉｓｉｏｎ　Ｊａｐａｎ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0378700000126,00378700000126,箱,,,,,LaClarte 1day UV Confort＿TINT＿-2.75/-0.00/-0.00,5029800310110000,30PK,,,Ｐｅｇａｖｉｓｉｏｎ　Ｊａｐａｎ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0378700000133,00378700000133,箱,,,,,LaClarte 1day UV Confort＿TINT＿-3.00/-0.00/-0.00,5029800310120000,30PK,,,Ｐｅｇａｖｉｓｉｏｎ　Ｊａｐａｎ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0378700000140,00378700000140,箱,,,,,LaClarte 1day UV Confort＿TINT＿-3.25/-0.00/-0.00,5029800310130000,30PK,,,Ｐｅｇａｖｉｓｉｏｎ　Ｊａｐａｎ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0378700000157,00378700000157,箱,,,,,LaClarte 1day UV Confort＿TINT＿-3.50/-0.00/-0.00,5029800310140000,30PK,,,Ｐｅｇａｖｉｓｉｏｎ　Ｊａｐａｎ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0378700000164,00378700000164,箱,,,,,LaClarte 1day UV Confort＿TINT＿-3.75/-0.00/-0.00,5029800310150000,30PK,,,Ｐｅｇａｖｉｓｉｏｎ　Ｊａｐａｎ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0378700000171,00378700000171,箱,,,,,LaClarte 1day UV Confort＿TINT＿-4.00/-0.00/-0.00,5029800310160000,30PK,,,Ｐｅｇａｖｉｓｉｏｎ　Ｊａｐａｎ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0378700000188,00378700000188,箱,,,,,LaClarte 1day UV Confort＿TINT＿-4.25/-0.00/-0.00,5029800310170000,30PK,,,Ｐｅｇａｖｉｓｉｏｎ　Ｊａｐａｎ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0378700000195,00378700000195,箱,,,,,LaClarte 1day UV Confort＿TINT＿-4.50/-0.00/-0.00,5029800310180000,30PK,,,Ｐｅｇａｖｉｓｉｏｎ　Ｊａｐａｎ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0378700000201,00378700000201,箱,,,,,LaClarte 1day UV Confort＿TINT＿-4.75/-0.00/-0.00,5029800310190000,30PK,,,Ｐｅｇａｖｉｓｉｏｎ　Ｊａｐａｎ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0378700000218,00378700000218,箱,,,,,LaClarte 1day UV Confort＿TINT＿-5.00/-0.00/-0.00,5029800310200000,30PK,,,Ｐｅｇａｖｉｓｉｏｎ　Ｊａｐａｎ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0378700000225,00378700000225,箱,,,,,LaClarte 1day UV Confort＿TINT＿-5.25/-0.00/-0.00,5029800310210000,30PK,,,Ｐｅｇａｖｉｓｉｏｎ　Ｊａｐａｎ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0378700000232,00378700000232,箱,,,,,LaClarte 1day UV Confort＿TINT＿-5.50/-0.00/-0.00,5029800310220000,30PK,,,Ｐｅｇａｖｉｓｉｏｎ　Ｊａｐａｎ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0378700000249,00378700000249,箱,,,,,LaClarte 1day UV Confort＿TINT＿-5.75/-0.00/-0.00,5029800310230000,30PK,,,Ｐｅｇａｖｉｓｉｏｎ　Ｊａｐａｎ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0378700000256,00378700000256,箱,,,,,LaClarte 1day UV Confort＿TINT＿-6.00/-0.00/-0.00,5029800310240000,30PK,,,Ｐｅｇａｖｉｓｉｏｎ　Ｊａｐａｎ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0378700000270,00378700000270,箱,,,,,LaClarte 1day UV Confort＿TINT＿-6.50/-0.00/-0.00,5029800310260000,30PK,,,Ｐｅｇａｖｉｓｉｏｎ　Ｊａｐａｎ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0378700000294,00378700000294,箱,,,,,LaClarte 1day UV Confort＿TINT＿-7.00/-0.00/-0.00,5029800310280000,30PK,,,Ｐｅｇａｖｉｓｉｏｎ　Ｊａｐａｎ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0378700000317,00378700000317,箱,,,,,LaClarte 1day UV Confort＿TINT＿-7.50/-0.00/-0.00,5029800310300000,30PK,,,Ｐｅｇａｖｉｓｉｏｎ　Ｊａｐａｎ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0378700000331,00378700000331,箱,,,,,LaClarte 1day UV Confort＿TINT＿-8.00/-0.00/-0.00,5029800310320000,30PK,,,Ｐｅｇａｖｉｓｉｏｎ　Ｊａｐａｎ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0378700000355,00378700000355,箱,,,,,LaClarte 1day UV Confort＿TINT＿-8.50/-0.00/-0.00,5029800310340000,30PK,,,Ｐｅｇａｖｉｓｉｏｎ　Ｊａｐａｎ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0378700000379,00378700000379,箱,,,,,LaClarte 1day UV Confort＿TINT＿-9.00/-0.00/-0.00,5029800310360000,30PK,,,Ｐｅｇａｖｉｓｉｏｎ　Ｊａｐａｎ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0378700000393,00378700000393,箱,,,,,LaClarte 1day UV Confort＿TINT＿-9.50/-0.00/-0.00,5029800310380000,30PK,,,Ｐｅｇａｖｉｓｉｏｎ　Ｊａｐａｎ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0378700000416,00378700000416,箱,,,,,LaClarte 1day UV Confort＿TINT＿-10.00/-0.00/-0.00,5029800310400000,30PK,,,Ｐｅｇａｖｉｓｉｏｎ　Ｊａｐａｎ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0378700000430,00378700000430,箱,,,,,LaClarte 1day UV Confort＿TINT＿-10.50/-0.00/-0.00,5029800310420000,30PK,,,Ｐｅｇａｖｉｓｉｏｎ　Ｊａｐａｎ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0378700000454,00378700000454,箱,,,,,LaClarte 1day UV Confort＿TINT＿-11.00/-0.00/-0.00,5029800310440000,30PK,,,Ｐｅｇａｖｉｓｉｏｎ　Ｊａｐａｎ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0378700000478,00378700000478,箱,,,,,LaClarte 1day UV Confort＿TINT＿-11.50/-0.00/-0.00,5029800310460000,30PK,,,Ｐｅｇａｖｉｓｉｏｎ　Ｊａｐａｎ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0378700000492,00378700000492,箱,,,,,LaClarte 1day UV Confort＿TINT＿-12.00/-0.00/-0.00,5029800310480000,30PK,,,Ｐｅｇａｖｉｓｉｏｎ　Ｊａｐａｎ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
