jan13keta,gtin14_i0,unit_name_i0,gtin14_i1,unit_name_i1,gtin14_i2,unit_name_i2,product_name,product_no,product_sta,total_reimbursement_price_yen,pack_qty,manufacturer_name,tokutei01_iji_code,tokutei01_name,tokutei01_price,tokutei02_iji_code,tokutei02_name,tokutei02_price,tokutei03_iji_code,tokutei03_name,tokutei03_price,tokutei04_iji_code,tokutei04_name,tokutei04_price,tokutei05_iji_code,tokutei05_name,tokutei05_price,tokutei06_iji_code,tokutei06_name,tokutei06_price,tokutei07_iji_code,tokutei07_name,tokutei07_price,tokutei08_iji_code,tokutei08_name,tokutei08_price,tokutei09_iji_code,tokutei09_name,tokutei09_price,tokutei10_iji_code,tokutei10_name,tokutei10_price
3661219314912,03661219314912,個,,,,,エドワーズMISヨウジシンキ,ERGN03330,‐,,,エドワーズライフサイエンス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3661522100905,03661522100905,個,,,,,PWT620-EB オープンアプライヤ ライト MICRO 20cm,PWT620-EB,‐,,,センチュリーメディカル,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3661522100899,03661522100899,個,,,,,PJT120-EB オープンアプライヤ ライト S 20cm,PJT120-EB,‐,,,センチュリーメディカル,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3661522100882,03661522100882,個,,,,,PJT128-EB オープンアプライヤ ライト S 28cm,PJT128-EB,‐,,,センチュリーメディカル,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3661522100912,03661522100912,個,,,,,PLT520-EB オープンアプライヤ ライト S/M 20cm,PLT520-EB,‐,,,センチュリーメディカル,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3661522100929,03661522100929,個,,,,,PBT220-EB オープンアプライヤ ライト M 20cm,PBT220-EB,‐,,,センチュリーメディカル,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
