jan13keta,gtin14_i0,unit_name_i0,gtin14_i1,unit_name_i1,gtin14_i2,unit_name_i2,product_name,product_no,product_sta,total_reimbursement_price_yen,pack_qty,manufacturer_name,tokutei01_iji_code,tokutei01_name,tokutei01_price,tokutei02_iji_code,tokutei02_name,tokutei02_price,tokutei03_iji_code,tokutei03_name,tokutei03_price,tokutei04_iji_code,tokutei04_name,tokutei04_price,tokutei05_iji_code,tokutei05_name,tokutei05_price,tokutei06_iji_code,tokutei06_name,tokutei06_price,tokutei07_iji_code,tokutei07_name,tokutei07_price,tokutei08_iji_code,tokutei08_name,tokutei08_price,tokutei09_iji_code,tokutei09_name,tokutei09_price,tokutei10_iji_code,tokutei10_name,tokutei10_price
4990266024192,04990266024192,枚,14990266024199,個,24990266024196,箱,ＣＭ　滅菌ガーゼ　Ｓサイズ　１２枚,16320,タイプⅢ５ｃｍ×５ｃｍ１２ｐｌｙ,,,白十字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4990266024208,04990266024208,枚,14990266024205,個,24990266024202,箱,ＣＭ　滅菌ガーゼ　Ｍサイズ　１０枚,16321,タイプⅢ７．５ｃｍ×７．５ｃｍ１２ｐｌｙ,,,白十字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4990266024215,04990266024215,枚,14990266024212,個,24990266024219,箱,ＣＭ　滅菌ガーゼ　Ｌサイズ　８枚入,16322,タイプⅢ７．５ｃｍ×１０ｃｍ１２ｐｌｙ,,,白十字,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4990705508016,04990705508016,箱,,,,,Soft Feel 1day,4990705508016,Soft Feel 1day　30枚,,,ｉＰｒｏ光学,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4990705508023,04990705508023,箱,,,,,Soft Feel 1day,4990705508023,Soft Feel 1day　30枚,,,ｉＰｒｏ光学,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4990705508030,04990705508030,箱,,,,,Soft Feel 1day,4990705508030,Soft Feel 1day　30枚,,,ｉＰｒｏ光学,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4990705508047,04990705508047,箱,,,,,Soft Feel 1day,4990705508047,Soft Feel 1day　30枚,,,ｉＰｒｏ光学,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4990705508054,04990705508054,箱,,,,,Soft Feel 1day,4990705508054,Soft Feel 1day　30枚,,,ｉＰｒｏ光学,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4990705508061,04990705508061,箱,,,,,Soft Feel 1day,4990705508061,Soft Feel 1day　30枚,,,ｉＰｒｏ光学,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4990705508078,04990705508078,箱,,,,,Soft Feel 1day,4990705508078,Soft Feel 1day　30枚,,,ｉＰｒｏ光学,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4990705508085,04990705508085,箱,,,,,Soft Feel 1day,4990705508085,Soft Feel 1day　30枚,,,ｉＰｒｏ光学,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4990705508092,04990705508092,箱,,,,,Soft Feel 1day,4990705508092,Soft Feel 1day　30枚,,,ｉＰｒｏ光学,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4990705508115,04990705508115,箱,,,,,Soft Feel 1day,4990705508115,Soft Feel 1day　30枚,,,ｉＰｒｏ光学,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4990705508122,04990705508122,箱,,,,,Soft Feel 1day,4990705508122,Soft Feel 1day　30枚,,,ｉＰｒｏ光学,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4990705508139,04990705508139,箱,,,,,Soft Feel 1day,4990705508139,Soft Feel 1day　30枚,,,ｉＰｒｏ光学,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
