jan13keta,gtin14_i0,unit_name_i0,gtin14_i1,unit_name_i1,gtin14_i2,unit_name_i2,product_name,product_no,product_sta,total_reimbursement_price_yen,pack_qty,manufacturer_name,tokutei01_iji_code,tokutei01_name,tokutei01_price,tokutei02_iji_code,tokutei02_name,tokutei02_price,tokutei03_iji_code,tokutei03_name,tokutei03_price,tokutei04_iji_code,tokutei04_name,tokutei04_price,tokutei05_iji_code,tokutei05_name,tokutei05_price,tokutei06_iji_code,tokutei06_name,tokutei06_price,tokutei07_iji_code,tokutei07_name,tokutei07_price,tokutei08_iji_code,tokutei08_name,tokutei08_price,tokutei09_iji_code,tokutei09_name,tokutei09_price,tokutei10_iji_code,tokutei10_name,tokutei10_price
4041906505530,04041906505530,個,,,,,ミートケ　ディスポーザブル　パッサー,FX001SU,３００ｍｍ　リジッド,,,ビー・ブラウンエースクラップ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4041906505547,04041906505547,個,,,,,ミートケ　ディスポーザブル　パッサー,FX002SU,４５０ｍｍ　リジッド,,,ビー・ブラウンエースクラップ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4041906505554,04041906505554,個,,,,,ミートケ　ディスポーザブル　パッサー,FX003SU,６００ｍｍ　リジッド,,,ビー・ブラウンエースクラップ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4041906505561,04041906505561,個,,,,,ミートケ　ディスポーザブル　パッサー,FX004SU,７００ｍｍ　リジッド,,,ビー・ブラウンエースクラップ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4041906505578,04041906505578,個,,,,,ミートケ　ディスポーザブル　パッサー,FX005SU,３００ｍｍ　スタンダード,,,ビー・ブラウンエースクラップ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4041906505585,04041906505585,個,,,,,ミートケ　ディスポーザブル　パッサー,FX006SU,４５０ｍｍ　スタンダード,,,ビー・ブラウンエースクラップ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4041906505592,04041906505592,個,,,,,ミートケ　ディスポーザブル　パッサー,FX007SU,６００ｍｍ　スタンダード,,,ビー・ブラウンエースクラップ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4041906505608,04041906505608,個,,,,,ミートケ　ディスポーザブル　パッサー,FX008SU,７００ｍｍ　スタンダード,,,ビー・ブラウンエースクラップ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4041906136338,04041906136338,個,,,,,トマーレ・ガイド,FV095R,－,,,ビー・ブラウンエースクラップ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4041906132996,04041906132996,個,,,,,ｐｒｏＧＡＶ　コントロールリザーバー付,FV479T　（準備中）,－,301250,1,ビー・ブラウンエースクラップ,736820000,頭・静脈、腹腔シャントバルブ（標準・リザ-バ-）,20800,736840000,頭・静脈、腹腔シャントバルブ（標準・バルブ・流量調節・圧可変式）,178000,736870000,頭・静脈、腹腔シャントバルブ（標準・コネクタ・ストレ-ト）,7630,736870000,頭・静脈、腹腔シャントバルブ（標準・コネクタ・ストレ-ト）,7630,736870000,頭・静脈、腹腔シャントバルブ（標準・コネクタ・ストレ-ト）,7630,736870000,頭・静脈、腹腔シャントバルブ（標準・コネクタ・ストレ-ト）,7630,736870000,頭・静脈、腹腔シャントバルブ（標準・コネクタ・ストレ-ト）,7630,736890000,頭・静脈、腹腔シャントバルブ（特殊）,64300,,,,,,
