gtin14,jan3,jan4,jan13keta
24540778104284,454,4540,4540778104280
24540778104291,454,4540,4540778104297
24540778104307,454,4540,4540778104303
24540778104314,454,4540,4540778104310
24540778104321,454,4540,4540778104327
24540778104383,454,4540,4540778104389
24540778104390,454,4540,4540778104396
24540778104420,454,4540,4540778104426
24540778104437,454,4540,4540778104433
24540778104444,454,4540,4540778104440
24540778104451,454,4540,4540778104457
24540778104550,454,4540,4540778104556
24540778104581,454,4540,4540778104587
24540778104598,454,4540,4540778104594
24540778104604,454,4540,4540778104600
24540778104703,454,4540,4540778104709
24540778104710,454,4540,4540778104716
24540778108992,454,4540,4540778108998
24540778109005,454,4540,4540778109001
24540778109029,454,4540,4540778109025
24540778109036,454,4540,4540778109032
24540778117352,454,4540,4540778117358
24540778117376,454,4540,4540778117372
24540778122035,454,4540,4540778122031
24540778146277,454,4540,4540778146273
24540778146284,454,4540,4540778146280
24540778146291,454,4540,4540778146297
24540778146307,454,4540,4540778146303
24540778146314,454,4540,4540778146310
24540778146321,454,4540,4540778146327
24540778146338,454,4540,4540778146334
24540778146345,454,4540,4540778146341
24540778146352,454,4540,4540778146358
24540778146369,454,4540,4540778146365
24540778146376,454,4540,4540778146372
24540778172603,454,4540,4540778172609
24540778172610,454,4540,4540778172616
24540778172627,454,4540,4540778172623
24540778172634,454,4540,4540778172630
24540778172641,454,4540,4540778172647
24540778172658,454,4540,4540778172654
24540778172665,454,4540,4540778172661
24540778172672,454,4540,4540778172678
24540778183074,454,4540,4540778183070
24540778183081,454,4540,4540778183087
24540778183098,454,4540,4540778183094
24540778183104,454,4540,4540778183100
24540778183111,454,4540,4540778183117
24540778183128,454,4540,4540778183124
24540778183135,454,4540,4540778183131
24540778183142,454,4540,4540778183148
24540778183159,454,4540,4540778183155
24540778183166,454,4540,4540778183162
24540778183173,454,4540,4540778183179
24540913059974,454,4540,4540913059970
24540913059981,454,4540,4540913059987
24540913059998,454,4540,4540913059994
24540913060000,454,4540,4540913060006
24540913060017,454,4540,4540913060013
24540913060024,454,4540,4540913060020
24540913060031,454,4540,4540913060037
24540913060048,454,4540,4540913060044
24540913060055,454,4540,4540913060051
24540913060062,454,4540,4540913060068
24540913060079,454,4540,4540913060075
24540913060086,454,4540,4540913060082
24540913060093,454,4540,4540913060099
24540913060109,454,4540,4540913060105
24540913060116,454,4540,4540913060112
24540913060123,454,4540,4540913060129
24540913060130,454,4540,4540913060136
24540913060147,454,4540,4540913060143
24540913060154,454,4540,4540913060150
24540913060161,454,4540,4540913060167
24540913067559,454,4540,4540913067555
24540913067566,454,4540,4540913067562
24540913067573,454,4540,4540913067579
24540913067580,454,4540,4540913067586
24540913067597,454,4540,4540913067593
24540913067603,454,4540,4540913067609
24540913067610,454,4540,4540913067616
24540913067627,454,4540,4540913067623
24540913067641,454,4540,4540913067647
24540913067658,454,4540,4540913067654
24540913067665,454,4540,4540913067661
24540913067672,454,4540,4540913067678
24540913067689,454,4540,4540913067685
24540913067696,454,4540,4540913067692
24540913067702,454,4540,4540913067708
24540913067719,454,4540,4540913067715
24540913067726,454,4540,4540913067722
24540913067733,454,4540,4540913067739
24540913067740,454,4540,4540913067746
24540913067757,454,4540,4540913067753
24540913067764,454,4540,4540913067760
24540913067771,454,4540,4540913067777
24540913067788,454,4540,4540913067784
24540913067795,454,4540,4540913067791
