gtin14,jan3,jan4,jan13keta,indicator
00607915110147,060,0607,0607915110147,i0
00607915143022,060,0607,0607915143022,i0
00607915137915,060,0607,0607915137915,i0
00607915137922,060,0607,0607915137922,i0
00607915137304,060,0607,0607915137304,i0
00607915137915,060,0607,0607915137915,i0
00607915137922,060,0607,0607915137922,i0
00607915137304,060,0607,0607915137304,i0
00607915140182,060,0607,0607915140182,i0
00607915140199,060,0607,0607915140199,i0
00607915136154,060,0607,0607915136154,i0
00607915136147,060,0607,0607915136147,i0
00607915139230,060,0607,0607915139230,i0
00607915139247,060,0607,0607915139247,i0
00607567700369,060,0607,0607567700369,i0
00607915110123,060,0607,0607915110123,i0
00607915143015,060,0607,0607915143015,i0
00607915126964,060,0607,0607915126964,i0
00607915136154,060,0607,0607915136154,i0
00607915136147,060,0607,0607915136147,i0
00607915139230,060,0607,0607915139230,i0
00607915139247,060,0607,0607915139247,i0
00607915126773,060,0607,0607915126773,i0
00607915141790,060,0607,0607915141790,i0
00607915141806,060,0607,0607915141806,i0
00607915117382,060,0607,0607915117382,i0
00607915141790,060,0607,0607915141790,i0
00607915141806,060,0607,0607915141806,i0
00607915117382,060,0607,0607915117382,i0
00607915123406,060,0607,0607915123406,i0
00607915126773,060,0607,0607915126773,i0
00607915125318,060,0607,0607915125318,i0
00607915125318,060,0607,0607915125318,i0
00607915144791,060,0607,0607915144791,i0
00607915144807,060,0607,0607915144807,i0
00607915144814,060,0607,0607915144814,i0
00607915144821,060,0607,0607915144821,i0
00607915115203,060,0607,0607915115203,i0
00607915115210,060,0607,0607915115210,i0
00607915115289,060,0607,0607915115289,i0
00607915115296,060,0607,0607915115296,i0
00607915115425,060,0607,0607915115425,i0
00607915115432,060,0607,0607915115432,i0
00607915115449,060,0607,0607915115449,i0
00607915115456,060,0607,0607915115456,i0
00607915115463,060,0607,0607915115463,i0
00607915115470,060,0607,0607915115470,i0
00607915115739,060,0607,0607915115739,i0
00607915115760,060,0607,0607915115760,i0
00607915110017,060,0607,0607915110017,i0
00607915110048,060,0607,0607915110048,i0
00607915116156,060,0607,0607915116156,i0
00607915116163,060,0607,0607915116163,i0
00607915116170,060,0607,0607915116170,i0
00607915116187,060,0607,0607915116187,i0
00607915116194,060,0607,0607915116194,i0
00607915116200,060,0607,0607915116200,i0
00607915116217,060,0607,0607915116217,i0
00607915116224,060,0607,0607915116224,i0
00607915116231,060,0607,0607915116231,i0
00607915115821,060,0607,0607915115821,i0
00607915115838,060,0607,0607915115838,i0
00607915115869,060,0607,0607915115869,i0
00607915115890,060,0607,0607915115890,i0
00607915116453,060,0607,0607915116453,i0
00607915116460,060,0607,0607915116460,i0
00607915119881,060,0607,0607915119881,i0
00607915117733,060,0607,0607915117733,i0
00607915124878,060,0607,0607915124878,i0
00607915123680,060,0607,0607915123680,i0
00607915123482,060,0607,0607915123482,i0
00607915124212,060,0607,0607915124212,i0
00607915124229,060,0607,0607915124229,i0
00607915136659,060,0607,0607915136659,i0
00607915134822,060,0607,0607915134822,i0
00607915137076,060,0607,0607915137076,i0
00607915126520,060,0607,0607915126520,i0
00607915126490,060,0607,0607915126490,i0
00607915123734,060,0607,0607915123734,i0
00607915124267,060,0607,0607915124267,i0
00607915123987,060,0607,0607915123987,i0
00607915123499,060,0607,0607915123499,i0
00607915123697,060,0607,0607915123697,i0
00607915125042,060,0607,0607915125042,i0
00607915124236,060,0607,0607915124236,i0
00607915126506,060,0607,0607915126506,i0
00607915126476,060,0607,0607915126476,i0
00607915123963,060,0607,0607915123963,i0
00607915124045,060,0607,0607915124045,i0
00607915116668,060,0607,0607915116668,i0
00607915116446,060,0607,0607915116446,i0
00607915116422,060,0607,0607915116422,i0
00607915124878,060,0607,0607915124878,i0
00607915116453,060,0607,0607915116453,i0
00607915116460,060,0607,0607915116460,i0
00607915137076,060,0607,0607915137076,i0
00607915127602,060,0607,0607915127602,i0
00607915134822,060,0607,0607915134822,i0
00607915117641,060,0607,0607915117641,i0
00607915123123,060,0607,0607915123123,i0
00607915119874,060,0607,0607915119874,i0
00607915117658,060,0607,0607915117658,i0
00607915136659,060,0607,0607915136659,i0
00607915124014,060,0607,0607915124014,i0
00607915123550,060,0607,0607915123550,i0
00607915124212,060,0607,0607915124212,i0
00607915125035,060,0607,0607915125035,i0
00607915123703,060,0607,0607915123703,i0
00607915123079,060,0607,0607915123079,i0
00607915117665,060,0607,0607915117665,i0
00607915123567,060,0607,0607915123567,i0
00607915123710,060,0607,0607915123710,i0
00607915119881,060,0607,0607915119881,i0
00607915123222,060,0607,0607915123222,i0
00607915119898,060,0607,0607915119898,i0
00607915117733,060,0607,0607915117733,i0
00607915123130,060,0607,0607915123130,i0
00607915119850,060,0607,0607915119850,i0
00607915126476,060,0607,0607915126476,i0
00607915126506,060,0607,0607915126506,i0
00607915126490,060,0607,0607915126490,i0
00607915126520,060,0607,0607915126520,i0
00607915117740,060,0607,0607915117740,i0
00607915124045,060,0607,0607915124045,i0
00607915123482,060,0607,0607915123482,i0
00607915123963,060,0607,0607915123963,i0
00607915124236,060,0607,0607915124236,i0
00607915116668,060,0607,0607915116668,i0
00607915125042,060,0607,0607915125042,i0
00607915123680,060,0607,0607915123680,i0
00607915116422,060,0607,0607915116422,i0
00607915116446,060,0607,0607915116446,i0
00607915123499,060,0607,0607915123499,i0
00607915123987,060,0607,0607915123987,i0
00607915124267,060,0607,0607915124267,i0
00607915123734,060,0607,0607915123734,i0
00607915145996,060,0607,0607915145996,i0
