gtin14,jan3,jan4,jan13keta,indicator
00636207300188,063,0636,0636207300188,i0
00634624332805,063,0634,0634624332805,i0
00634624333505,063,0634,0634624333505,i0
00634624334007,063,0634,0634624334007,i0
00634624334502,063,0634,0634624334502,i0
00634624010017,063,0634,0634624010017,i0
00634624010024,063,0634,0634624010024,i0
00634624010123,063,0634,0634624010123,i0
00634624010154,063,0634,0634624010154,i0
00634624010321,063,0634,0634624010321,i0
00634624010413,063,0634,0634624010413,i0
00634624010710,063,0634,0634624010710,i0
00634624015418,063,0634,0634624015418,i0
00634624015715,063,0634,0634624015715,i0
00636207001290,063,0636,0636207001290,i0
00636207300133,063,0636,0636207300133,i0
00636207300140,063,0636,0636207300140,i0
00636207300676,063,0636,0636207300676,i0
00636207000149,063,0636,0636207000149,i0
00630140153863,063,0630,0630140153863,i0
00630140152996,063,0630,0630140152996,i0
00630140041207,063,0630,0630140041207,i0
00630140021926,063,0630,0630140021926,i0
00630140021933,063,0630,0630140021933,i0
00630140041061,063,0630,0630140041061,i0
00630140041078,063,0630,0630140041078,i0
00630140014522,063,0630,0630140014522,i0
00630140190813,063,0630,0630140190813,i0
00630140190820,063,0630,0630140190820,i0
00630140190837,063,0630,0630140190837,i0
00630140190844,063,0630,0630140190844,i0
00630140190851,063,0630,0630140190851,i0
00630140190868,063,0630,0630140190868,i0
00630140190875,063,0630,0630140190875,i0
00630140190882,063,0630,0630140190882,i0
00634624431034,063,0634,0634624431034,i0
00634624441033,063,0634,0634624441033,i0
00634624471009,063,0634,0634624471009,i0
00634624501126,063,0634,0634624501126,i0
00634624051171,063,0634,0634624051171,i0
