jan13keta,gtin14_i0,unit_name_i0,gtin14_i1,unit_name_i1,gtin14_i2,unit_name_i2,product_name,product_no,product_sta,total_reimbursement_price_yen,pack_qty,manufacturer_name,tokutei01_iji_code,tokutei01_name,tokutei01_price,tokutei02_iji_code,tokutei02_name,tokutei02_price,tokutei03_iji_code,tokutei03_name,tokutei03_price,tokutei04_iji_code,tokutei04_name,tokutei04_price,tokutei05_iji_code,tokutei05_name,tokutei05_price,tokutei06_iji_code,tokutei06_name,tokutei06_price,tokutei07_iji_code,tokutei07_name,tokutei07_price,tokutei08_iji_code,tokutei08_name,tokutei08_price,tokutei09_iji_code,tokutei09_name,tokutei09_price,tokutei10_iji_code,tokutei10_name,tokutei10_price
6902284027015,06902284027015,個,16902284027012,箱,,,気道用把持鉗子,NGF03-11018100,1.8mm V字,,,スーガン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6902284027022,06902284027022,個,16902284027029,箱,,,気道用把持鉗子,NGF03-11018120,1.8mm V字,,,スーガン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6902284027039,06902284027039,個,16902284027036,箱,,,気道用把持鉗子,NGF03-11023100,2.3mm V字,,,スーガン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6902284027046,06902284027046,個,16902284027043,箱,,,気道用把持鉗子,NGF03-11023120,2.3mm V字,,,スーガン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6902284027053,06902284027053,個,16902284027050,箱,,,気道用把持鉗子,NGF33-11018100,1.8mm V字ワニ,,,スーガン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6902284027060,06902284027060,個,16902284027067,箱,,,気道用把持鉗子,NGF33-11018120,1.8mm V字ワニ,,,スーガン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6902284027077,06902284027077,個,16902284027074,箱,,,気道用把持鉗子,NGF33-11023100,2.3mm V字ワニ,,,スーガン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6902284027084,06902284027084,個,16902284027081,箱,,,気道用把持鉗子,NGF33-11023120,2.3mm V字ワニ,,,スーガン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6902284021037,06902284021037,袋,16902284021034,箱,26902284021031,箱,気道用ガイドワイヤ　0.89mm、180cm、ストレート,MTN-BM-89/18-A,180cm 0.89mm（0.035”） Straight,,,スーガン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6902284021044,06902284021044,袋,16902284021041,箱,26902284021048,箱,気道用ガイドワイヤ　0.89mm、180cm、アングル,MTN-BM-89/18-A-J,180cm　0.89mm（0.035”） Angled,,,スーガン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6902284021013,06902284021013,袋,16902284021010,箱,26902284021017,箱,気道用ガイドワイヤ　0.63mm、180cm、スティッフ、ストレート,MTN-BM-63/18-A-S,180cm　0.63mm（0.025”）　Straight Stiff,,,スーガン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6902284021020,06902284021020,袋,16902284021027,箱,26902284021024,箱,気道用ガイドワイヤ　0.63mm、180cm、スティッフ、アングル,MTN-BM-63/18-A-J-S,180cm　0.63mm（0.025”） Angled Stiff,,,スーガン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6902284023017,06902284023017,個,16902284023014,箱,,,気道用拡張バルーン,MBD-AS-BC-2,6-7-8,,,スーガン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6902284023024,06902284023024,個,16902284023021,箱,,,気道用拡張バルーン,MBD-BS-BC-2,8-9-10,,,スーガン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6902284023031,06902284023031,個,16902284023038,箱,,,気道用拡張バルーン,MBD-CS-BC-2,10-11-12,,,スーガン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6902284023048,06902284023048,個,16902284023045,箱,,,気道用拡張バルーン,MBD-DS-BC-2,12-13.5-15,,,スーガン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6902284023055,06902284023055,個,16902284023052,箱,,,気道用拡張バルーン,15-16.5-18,12-13.5-15,,,スーガン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6902284023062,06902284023062,個,16902284023069,箱,,,気道用拡張バルーン,MBD-FM-BC-2,18-19-20,,,スーガン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6902139110688,06902139110688,個,,,,,ハードベアリングＥＸＴハンドル,110042000,－,,,ジンマー・バイオメット,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
