gtin14,jan3,jan4,jan13keta,indicator
05391517934946,539,5391,5391517934946,i0
05391517934939,539,5391,5391517934939,i0
05391517938104,539,5391,5391517938104,i0
05391517930269,539,5391,5391517930269,i0
05391517934915,539,5391,5391517934915,i0
05391517934984,539,5391,5391517934984,i0
05391517934281,539,5391,5391517934281,i0
05391517934298,539,5391,5391517934298,i0
05391517934267,539,5391,5391517934267,i0
05391517934274,539,5391,5391517934274,i0
05391517930375,539,5391,5391517930375,i0
05391517934953,539,5391,5391517934953,i0
05391517934960,539,5391,5391517934960,i0
05391517930252,539,5391,5391517930252,i0
05391517930382,539,5391,5391517930382,i0
05391517934977,539,5391,5391517934977,i0
05391517930269,539,5391,5391517930269,i0
05391517934908,539,5391,5391517934908,i0
05391517930740,539,5391,5391517930740,i0
05391517930023,539,5391,5391517930023,i0
05391517930030,539,5391,5391517930030,i0
05391517930054,539,5391,5391517930054,i0
05391517934892,539,5391,5391517934892,i0
05391517930115,539,5391,5391517930115,i0
05391517930122,539,5391,5391517930122,i0
05391517930153,539,5391,5391517930153,i0
05391517930047,539,5391,5391517930047,i0
05391517936681,539,5391,5391517936681,i0
05391517932287,539,5391,5391517932287,i0
05391530910514,539,5391,5391530910514,i0
05391530910521,539,5391,5391530910521,i0
05391530910538,539,5391,5391530910538,i0
05391530910477,539,5391,5391530910477,i0
05391530910484,539,5391,5391530910484,i0
05391530910460,539,5391,5391530910460,i0
05391530910552,539,5391,5391530910552,i0
05391530910569,539,5391,5391530910569,i0
05391526210154,539,5391,5391526210154,i0
05391530910378,539,5391,5391530910378,i0
05391530910392,539,5391,5391530910392,i0
05391526850398,539,5391,5391526850398,i0
05391526850404,539,5391,5391526850404,i0
05391526850428,539,5391,5391526850428,i0
05391526850435,539,5391,5391526850435,i0
05391526850459,539,5391,5391526850459,i0
05391526850466,539,5391,5391526850466,i0
05391526850480,539,5391,5391526850480,i0
05391526850497,539,5391,5391526850497,i0
05391526850510,539,5391,5391526850510,i0
05391526850527,539,5391,5391526850527,i0
05391526850688,539,5391,5391526850688,i0
05391526850695,539,5391,5391526850695,i0
05391526850701,539,5391,5391526850701,i0
05391526850718,539,5391,5391526850718,i0
05391526850725,539,5391,5391526850725,i0
05391526850732,539,5391,5391526850732,i0
05391526850749,539,5391,5391526850749,i0
05391526850756,539,5391,5391526850756,i0
05391526850763,539,5391,5391526850763,i0
05391526850770,539,5391,5391526850770,i0
05391526850787,539,5391,5391526850787,i0
05391526850794,539,5391,5391526850794,i0
05391526850800,539,5391,5391526850800,i0
05391526850817,539,5391,5391526850817,i0
05391526850824,539,5391,5391526850824,i0
05391522080980,539,5391,5391522080980,i0
05391522080997,539,5391,5391522080997,i0
05391522081024,539,5391,5391522081024,i0
05391522081055,539,5391,5391522081055,i0
05391522081062,539,5391,5391522081062,i0
