gtin14,jan3,jan4,jan13keta
34540778104281,454,4540,4540778104280
34540778104298,454,4540,4540778104297
34540778104304,454,4540,4540778104303
34540778104311,454,4540,4540778104310
34540778104328,454,4540,4540778104327
34540778104380,454,4540,4540778104389
34540778104397,454,4540,4540778104396
34540778104427,454,4540,4540778104426
34540778104434,454,4540,4540778104433
34540778104441,454,4540,4540778104440
34540778104458,454,4540,4540778104457
34540778104557,454,4540,4540778104556
34540778104588,454,4540,4540778104587
34540778104595,454,4540,4540778104594
34540778104601,454,4540,4540778104600
34540778104700,454,4540,4540778104709
34540778104717,454,4540,4540778104716
34540778108654,454,4540,4540778108653
34540778108661,454,4540,4540778108660
34540778108678,454,4540,4540778108677
34540778108685,454,4540,4540778108684
34540778108692,454,4540,4540778108691
34540778108708,454,4540,4540778108707
34540778108715,454,4540,4540778108714
34540778108722,454,4540,4540778108721
34540778108739,454,4540,4540778108738
34540778108746,454,4540,4540778108745
34540778108753,454,4540,4540778108752
34540778108760,454,4540,4540778108769
34540778108807,454,4540,4540778108806
34540778108814,454,4540,4540778108813
34540778108821,454,4540,4540778108820
34540778108838,454,4540,4540778108837
34540778108845,454,4540,4540778108844
34540778108852,454,4540,4540778108851
34540778108999,454,4540,4540778108998
34540778109002,454,4540,4540778109001
34540778109026,454,4540,4540778109025
34540778109033,454,4540,4540778109032
34540778109163,454,4540,4540778109162
34540778109170,454,4540,4540778109179
34540778109187,454,4540,4540778109186
34540778117359,454,4540,4540778117358
34540778117373,454,4540,4540778117372
34540778122032,454,4540,4540778122031
34542187000659,454,4542,4542187000658
34542187000666,454,4542,4542187000665
34542187000673,454,4542,4542187000672
34542187000680,454,4542,4542187000689
34542187000703,454,4542,4542187000702
34542187000710,454,4542,4542187000719
34542187000734,454,4542,4542187000733
34542187000741,454,4542,4542187000740
34542187000758,454,4542,4542187000757
34542187000765,454,4542,4542187000764
34542187000772,454,4542,4542187000771
34542187000789,454,4542,4542187000788
34542187000796,454,4542,4542187000795
34542187000802,454,4542,4542187000801
34542187000895,454,4542,4542187000894
34542187000901,454,4542,4542187000900
34542187000918,454,4542,4542187000917
34542187000925,454,4542,4542187000924
34542187000932,454,4542,4542187000931
34542187000949,454,4542,4542187000948
34542187000956,454,4542,4542187000955
34542187000963,454,4542,4542187000962
34542187000970,454,4542,4542187000979
34542187000987,454,4542,4542187000986
34542187000994,454,4542,4542187000993
34542187001007,454,4542,4542187001006
34542187001014,454,4542,4542187001013
34542187001021,454,4542,4542187001020
34542187001038,454,4542,4542187001037
34542187001045,454,4542,4542187001044
34542187001052,454,4542,4542187001051
34542187001069,454,4542,4542187001068
34542187001076,454,4542,4542187001075
34542187001083,454,4542,4542187001082
34542187001090,454,4542,4542187001099
34542187001106,454,4542,4542187001105
34542187001113,454,4542,4542187001112
34542187001120,454,4542,4542187001129
34542187001151,454,4542,4542187001150
34542187001168,454,4542,4542187001167
34542187001175,454,4542,4542187001174
34542187001182,454,4542,4542187001181
34542187001199,454,4542,4542187001198
34542187001205,454,4542,4542187001204
34542187001212,454,4542,4542187001211
34542187001229,454,4542,4542187001228
34542187001236,454,4542,4542187001235
34542187001243,454,4542,4542187001242
34542187001250,454,4542,4542187001259
34542187001267,454,4542,4542187001266
34542187001274,454,4542,4542187001273
34542187001281,454,4542,4542187001280
34542187001298,454,4542,4542187001297
34542187001304,454,4542,4542187001303
34542187001311,454,4542,4542187001310
34542187001328,454,4542,4542187001327
34542187001335,454,4542,4542187001334
34542187001342,454,4542,4542187001341
34542187001359,454,4542,4542187001358
34542187001366,454,4542,4542187001365
34542187001373,454,4542,4542187001372
34542187001380,454,4542,4542187001389
34542187001397,454,4542,4542187001396
34542187001403,454,4542,4542187001402
34542187001410,454,4542,4542187001419
34542187001427,454,4542,4542187001426
34542187001434,454,4542,4542187001433
34542187001441,454,4542,4542187001440
34542187001458,454,4542,4542187001457
34542187001465,454,4542,4542187001464
34542187001472,454,4542,4542187001471
34542187001489,454,4542,4542187001488
34542187001496,454,4542,4542187001495
34542187001502,454,4542,4542187001501
34542187001519,454,4542,4542187001518
34542187001526,454,4542,4542187001525
34542187001533,454,4542,4542187001532
34542187001540,454,4542,4542187001549
34542187001557,454,4542,4542187001556
34542187001564,454,4542,4542187001563
34542187001571,454,4542,4542187001570
34542187001588,454,4542,4542187001587
34542187001601,454,4542,4542187001600
34542187001618,454,4542,4542187001617
34542187001625,454,4542,4542187001624
34542187001632,454,4542,4542187001631
34542187001649,454,4542,4542187001648
34542187001656,454,4542,4542187001655
34542187001663,454,4542,4542187001662
34542187001755,454,4542,4542187001754
34542187001762,454,4542,4542187001761
34542187001779,454,4542,4542187001778
34542187001786,454,4542,4542187001785
34542187001793,454,4542,4542187001792
34542187001809,454,4542,4542187001808
34542187001816,454,4542,4542187001815
34542187001823,454,4542,4542187001822
34542187001830,454,4542,4542187001839
34542187002042,454,4542,4542187002041
34542187002059,454,4542,4542187002058
34542187002066,454,4542,4542187002065
34542187002073,454,4542,4542187002072
34542187002080,454,4542,4542187002089
34542187002097,454,4542,4542187002096
34542187002103,454,4542,4542187002102
34542187002110,454,4542,4542187002119
34542187002134,454,4542,4542187002133
34542187002141,454,4542,4542187002140
34542187002158,454,4542,4542187002157
34542187002165,454,4542,4542187002164
34542187002172,454,4542,4542187002171
34542187002189,454,4542,4542187002188
34542187002394,454,4542,4542187002393
34542187002400,454,4542,4542187002409
34542187002455,454,4542,4542187002454
34542187002912,454,4542,4542187002911
34542187002929,454,4542,4542187002928
34542187002936,454,4542,4542187002935
34542187002943,454,4542,4542187002942
34542187002950,454,4542,4542187002959
34542187002967,454,4542,4542187002966
34542187002974,454,4542,4542187002973
34542187002981,454,4542,4542187002980
34542187002998,454,4542,4542187002997
34542187003049,454,4542,4542187003048
