jan13keta,gtin14_i0,unit_name_i0,gtin14_i1,unit_name_i1,gtin14_i2,unit_name_i2,product_name,product_no,product_sta,total_reimbursement_price_yen,pack_qty,manufacturer_name,tokutei01_iji_code,tokutei01_name,tokutei01_price,tokutei02_iji_code,tokutei02_name,tokutei02_price,tokutei03_iji_code,tokutei03_name,tokutei03_price,tokutei04_iji_code,tokutei04_name,tokutei04_price,tokutei05_iji_code,tokutei05_name,tokutei05_price,tokutei06_iji_code,tokutei06_name,tokutei06_price,tokutei07_iji_code,tokutei07_name,tokutei07_price,tokutei08_iji_code,tokutei08_name,tokutei08_price,tokutei09_iji_code,tokutei09_name,tokutei09_price,tokutei10_iji_code,tokutei10_name,tokutei10_price
0391600000010,00391600000010,箱,,,,,LaForte 1day UV Lena＿N°112＿-0.00/-0.00/-0.00,5134300301000000,10PK,,,Ｐｅｇａｖｉｓｉｏｎ　Ｊａｐａｎ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0391600000027,00391600000027,箱,,,,,LaForte 1day UV Lena＿N°112＿-0.25/-0.00/-0.00,5134300301010000,10PK,,,Ｐｅｇａｖｉｓｉｏｎ　Ｊａｐａｎ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0391600000034,00391600000034,箱,,,,,LaForte 1day UV Lena＿N°112＿-0.50/-0.00/-0.00,5134300301020000,10PK,,,Ｐｅｇａｖｉｓｉｏｎ　Ｊａｐａｎ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0391600000041,00391600000041,箱,,,,,LaForte 1day UV Lena＿N°112＿-0.75/-0.00/-0.00,5134300301030000,10PK,,,Ｐｅｇａｖｉｓｉｏｎ　Ｊａｐａｎ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0391600000058,00391600000058,箱,,,,,LaForte 1day UV Lena＿N°112＿-1.00/-0.00/-0.00,5134300301040000,10PK,,,Ｐｅｇａｖｉｓｉｏｎ　Ｊａｐａｎ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0391600000065,00391600000065,箱,,,,,LaForte 1day UV Lena＿N°112＿-1.25/-0.00/-0.00,5134300301050000,10PK,,,Ｐｅｇａｖｉｓｉｏｎ　Ｊａｐａｎ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0391600000072,00391600000072,箱,,,,,LaForte 1day UV Lena＿N°112＿-1.50/-0.00/-0.00,5134300301060000,10PK,,,Ｐｅｇａｖｉｓｉｏｎ　Ｊａｐａｎ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0391600000089,00391600000089,箱,,,,,LaForte 1day UV Lena＿N°112＿-1.75/-0.00/-0.00,5134300301070000,10PK,,,Ｐｅｇａｖｉｓｉｏｎ　Ｊａｐａｎ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0391600000096,00391600000096,箱,,,,,LaForte 1day UV Lena＿N°112＿-2.00/-0.00/-0.00,5134300301080000,10PK,,,Ｐｅｇａｖｉｓｉｏｎ　Ｊａｐａｎ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0391600000102,00391600000102,箱,,,,,LaForte 1day UV Lena＿N°112＿-2.25/-0.00/-0.00,5134300301090000,10PK,,,Ｐｅｇａｖｉｓｉｏｎ　Ｊａｐａｎ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0391600000119,00391600000119,箱,,,,,LaForte 1day UV Lena＿N°112＿-2.50/-0.00/-0.00,5134300301100000,10PK,,,Ｐｅｇａｖｉｓｉｏｎ　Ｊａｐａｎ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0391600000126,00391600000126,箱,,,,,LaForte 1day UV Lena＿N°112＿-2.75/-0.00/-0.00,5134300301110000,10PK,,,Ｐｅｇａｖｉｓｉｏｎ　Ｊａｐａｎ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0391600000133,00391600000133,箱,,,,,LaForte 1day UV Lena＿N°112＿-3.00/-0.00/-0.00,5134300301120000,10PK,,,Ｐｅｇａｖｉｓｉｏｎ　Ｊａｐａｎ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0391600000140,00391600000140,箱,,,,,LaForte 1day UV Lena＿N°112＿-3.25/-0.00/-0.00,5134300301130000,10PK,,,Ｐｅｇａｖｉｓｉｏｎ　Ｊａｐａｎ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0391600000157,00391600000157,箱,,,,,LaForte 1day UV Lena＿N°112＿-3.50/-0.00/-0.00,5134300301140000,10PK,,,Ｐｅｇａｖｉｓｉｏｎ　Ｊａｐａｎ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0391600000164,00391600000164,箱,,,,,LaForte 1day UV Lena＿N°112＿-3.75/-0.00/-0.00,5134300301150000,10PK,,,Ｐｅｇａｖｉｓｉｏｎ　Ｊａｐａｎ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0391600000171,00391600000171,箱,,,,,LaForte 1day UV Lena＿N°112＿-4.00/-0.00/-0.00,5134300301160000,10PK,,,Ｐｅｇａｖｉｓｉｏｎ　Ｊａｐａｎ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
