gtin14,jan3,jan4,jan13keta,indicator
09321502023542,932,9321,9321502023542,i0
09321502002257,932,9321,9321502002257,i0
09321502007993,932,9321,9321502007993,i0
09321502008112,932,9321,9321502008112,i0
09321502009218,932,9321,9321502009218,i0
09321502012812,932,9321,9321502012812,i0
09321502012829,932,9321,9321502012829,i0
09321502012836,932,9321,9321502012836,i0
09321502012843,932,9321,9321502012843,i0
09321502012850,932,9321,9321502012850,i0
09321502012867,932,9321,9321502012867,i0
09321502012874,932,9321,9321502012874,i0
09321502012881,932,9321,9321502012881,i0
09321502012898,932,9321,9321502012898,i0
09321502012904,932,9321,9321502012904,i0
09321502012911,932,9321,9321502012911,i0
09321502012928,932,9321,9321502012928,i0
09321502012942,932,9321,9321502012942,i0
09321502013857,932,9321,9321502013857,i0
09321502014168,932,9321,9321502014168,i0
09321502014236,932,9321,9321502014236,i0
09321502014243,932,9321,9321502014243,i0
09321502014250,932,9321,9321502014250,i0
09321502014267,932,9321,9321502014267,i0
09321502014274,932,9321,9321502014274,i0
09321502014281,932,9321,9321502014281,i0
09321502014298,932,9321,9321502014298,i0
09321502014359,932,9321,9321502014359,i0
09321502014458,932,9321,9321502014458,i0
09321502016490,932,9321,9321502016490,i0
09321502016506,932,9321,9321502016506,i0
09321502016513,932,9321,9321502016513,i0
09321502016568,932,9321,9321502016568,i0
09321502016575,932,9321,9321502016575,i0
09321502016582,932,9321,9321502016582,i0
09321502016599,932,9321,9321502016599,i0
09321502016605,932,9321,9321502016605,i0
09321502016612,932,9321,9321502016612,i0
09321502016629,932,9321,9321502016629,i0
09321502016650,932,9321,9321502016650,i0
09321502016667,932,9321,9321502016667,i0
09321502016681,932,9321,9321502016681,i0
09321502016698,932,9321,9321502016698,i0
09321502016704,932,9321,9321502016704,i0
09321502016711,932,9321,9321502016711,i0
09321502016827,932,9321,9321502016827,i0
09321502016834,932,9321,9321502016834,i0
09321502016841,932,9321,9321502016841,i0
09321502016858,932,9321,9321502016858,i0
09321502016865,932,9321,9321502016865,i0
09321502016872,932,9321,9321502016872,i0
09321502019644,932,9321,9321502019644,i0
09321502019668,932,9321,9321502019668,i0
09321502019675,932,9321,9321502019675,i0
09321502020657,932,9321,9321502020657,i0
09321502020664,932,9321,9321502020664,i0
09321502020671,932,9321,9321502020671,i0
09321502020688,932,9321,9321502020688,i0
09321502020695,932,9321,9321502020695,i0
09321502020701,932,9321,9321502020701,i0
09321502020718,932,9321,9321502020718,i0
09321502020725,932,9321,9321502020725,i0
09321502020732,932,9321,9321502020732,i0
09321502020749,932,9321,9321502020749,i0
09321502020756,932,9321,9321502020756,i0
09321502020763,932,9321,9321502020763,i0
