gtin14,jan3,jan4,jan13keta
54540778108658,454,4540,4540778108653
54540778108665,454,4540,4540778108660
54540778108672,454,4540,4540778108677
54540778108689,454,4540,4540778108684
54540778108696,454,4540,4540778108691
54540778108702,454,4540,4540778108707
54541857023688,454,4541,4541857023683
54541857023848,454,4541,4541857023843
54541857042252,454,4541,4541857042257
54541857042269,454,4541,4541857042264
54541857042283,454,4541,4541857042288
54541857042290,454,4541,4541857042295
54541857042306,454,4541,4541857042301
54541857042313,454,4541,4541857042318
54541857042320,454,4541,4541857042325
54541857042337,454,4541,4541857042332
54541857042344,454,4541,4541857042349
54541857042351,454,4541,4541857042356
54541857042368,454,4541,4541857042363
54541857042375,454,4541,4541857042370
54541857042382,454,4541,4541857042387
54541857042399,454,4541,4541857042394
54541857042405,454,4541,4541857042400
54541857042412,454,4541,4541857042417
54541857042429,454,4541,4541857042424
54541857042443,454,4541,4541857042448
54541857042450,454,4541,4541857042455
54541857042467,454,4541,4541857042462
54541857042696,454,4541,4541857042691
54541857042702,454,4541,4541857042707
54541857042726,454,4541,4541857042721
54541857065336,454,4541,4541857065331
54541857065350,454,4541,4541857065355
54541857065374,454,4541,4541857065379
54541857065398,454,4541,4541857065393
54541857065411,454,4541,4541857065416
54541857065435,454,4541,4541857065430
54541857065459,454,4541,4541857065454
54541857065473,454,4541,4541857065478
54541857065497,454,4541,4541857065492
54541857065510,454,4541,4541857065515
54541857078817,454,4541,4541857078812
54541857102093,454,4541,4541857102098
54541857102116,454,4541,4541857102111
54541857121186,454,4541,4541857121181
54541857121209,454,4541,4541857121204
54541857121230,454,4541,4541857121235
54541857121247,454,4541,4541857121242
54541857121261,454,4541,4541857121266
54541857121292,454,4541,4541857121297
54541857121308,454,4541,4541857121303
54541857188806,454,4541,4541857188801
54541857188813,454,4541,4541857188818
54541857188820,454,4541,4541857188825
54541857188837,454,4541,4541857188832
54541857188844,454,4541,4541857188849
54541857188851,454,4541,4541857188856
54541857188868,454,4541,4541857188863
54541857188875,454,4541,4541857188870
54541857188882,454,4541,4541857188887
54541857188899,454,4541,4541857188894
54541857188905,454,4541,4541857188900
54541857188912,454,4541,4541857188917
54541857188929,454,4541,4541857188924
54541857188936,454,4541,4541857188931
54541857188943,454,4541,4541857188948
54541857188950,454,4541,4541857188955
54541857188967,454,4541,4541857188962
54541857188974,454,4541,4541857188979
54541857188981,454,4541,4541857188986
54541857188998,454,4541,4541857188993
54541857189001,454,4541,4541857189006
54541857189018,454,4541,4541857189013
54541857189025,454,4541,4541857189020
54541857189032,454,4541,4541857189037
54541857189049,454,4541,4541857189044
54541857202724,454,4541,4541857202729
54542187067557,454,4542,4542187067552
54542187118938,454,4542,4542187118933
54542187120276,454,4542,4542187120271
54542187121624,454,4542,4542187121629
54542187124670,454,4542,4542187124675
54542187124687,454,4542,4542187124682
54542187125547,454,4542,4542187125542
54543043000053,454,4543,4543043000058
54543043000060,454,4543,4543043000065
54543043000077,454,4543,4543043000072
54543043000084,454,4543,4543043000089
54543043000091,454,4543,4543043000096
54543043000138,454,4543,4543043000133
54543043000176,454,4543,4543043000171
54543043000237,454,4543,4543043000232
54543043000244,454,4543,4543043000249
54543043000251,454,4543,4543043000256
54543043000268,454,4543,4543043000263
54543043000282,454,4543,4543043000287
54543043000299,454,4543,4543043000294
54543043000404,454,4543,4543043000409
54543043000428,454,4543,4543043000423
54543043000695,454,4543,4543043000690
54543043000718,454,4543,4543043000713
54543043000749,454,4543,4543043000744
54543043000893,454,4543,4543043000898
54543043000916,454,4543,4543043000911
54543043000923,454,4543,4543043000928
54543043000930,454,4543,4543043000935
54543043000947,454,4543,4543043000942
54543043000985,454,4543,4543043000980
54543043001029,454,4543,4543043001024
54543043001067,454,4543,4543043001062
54543043001081,454,4543,4543043001086
54543043001128,454,4543,4543043001123
54543043001142,454,4543,4543043001147
54543043001180,454,4543,4543043001185
54543043001210,454,4543,4543043001215
54543043001227,454,4543,4543043001222
54543043001265,454,4543,4543043001260
54543043001364,454,4543,4543043001369
54543043001463,454,4543,4543043001468
54543043001746,454,4543,4543043001741
54543043001777,454,4543,4543043001772
54543043002651,454,4543,4543043002656
54543043003016,454,4543,4543043003011
54543043003030,454,4543,4543043003035
54543043003214,454,4543,4543043003219
54543043003269,454,4543,4543043003264
54543043003597,454,4543,4543043003592
54543043003603,454,4543,4543043003608
54543043003610,454,4543,4543043003615
54543043003764,454,4543,4543043003769
54543043003863,454,4543,4543043003868
54543043003955,454,4543,4543043003950
54543043003979,454,4543,4543043003974
54543043004013,454,4543,4543043004018
54543043004044,454,4543,4543043004049
54543043004075,454,4543,4543043004070
54543043004082,454,4543,4543043004087
54543043004099,454,4543,4543043004094
54543043004167,454,4543,4543043004162
54543043004198,454,4543,4543043004193
54543043004204,454,4543,4543043004209
54543043004242,454,4543,4543043004247
54543043004273,454,4543,4543043004278
54543043004662,454,4543,4543043004667
54543043004693,454,4543,4543043004698
54543043005195,454,4543,4543043005190
54543043005836,454,4543,4543043005831
54543043006048,454,4543,4543043006043
54543043006062,454,4543,4543043006067
54543043006079,454,4543,4543043006074
54543043006383,454,4543,4543043006388
54543043006567,454,4543,4543043006562
54543043006697,454,4543,4543043006692
54543043006789,454,4543,4543043006784
54543043006901,454,4543,4543043006906
54543043006918,454,4543,4543043006913
54543043007021,454,4543,4543043007026
54543043007052,454,4543,4543043007057
54543043007069,454,4543,4543043007064
54543043007113,454,4543,4543043007118
54543043007120,454,4543,4543043007125
54543043007182,454,4543,4543043007187
54543043007274,454,4543,4543043007279
54543043007519,454,4543,4543043007514
54543043007526,454,4543,4543043007521
54543043007625,454,4543,4543043007620
54543043007748,454,4543,4543043007743
54543043008578,454,4543,4543043008573
54543043008653,454,4543,4543043008658
54543043008677,454,4543,4543043008672
54543043008684,454,4543,4543043008689
54543043009148,454,4543,4543043009143
54543043009292,454,4543,4543043009297
54543043009643,454,4543,4543043009648
54543043009667,454,4543,4543043009662
54543043009810,454,4543,4543043009815
54543043009827,454,4543,4543043009822
54543043010007,454,4543,4543043010002
54543043010069,454,4543,4543043010064
54543043010212,454,4543,4543043010217
54543043010236,454,4543,4543043010231
54543043010298,454,4543,4543043010293
54543043010304,454,4543,4543043010309
54543043010342,454,4543,4543043010347
54543043010434,454,4543,4543043010439
54543043011080,454,4543,4543043011085
54543043011097,454,4543,4543043011092
54543043011134,454,4543,4543043011139
54543043011141,454,4543,4543043011146
54543043011158,454,4543,4543043011153
54543043011219,454,4543,4543043011214
54543043011448,454,4543,4543043011443
54543043011905,454,4543,4543043011900
54543043012179,454,4543,4543043012174
54543043012797,454,4543,4543043012792
54543043013626,454,4543,4543043013621
54543043013664,454,4543,4543043013669
54543043013725,454,4543,4543043013720
