gtin14,jan3,jan4,jan13keta
54589731120580,458,4589,4589731120585
54589731120597,458,4589,4589731120592
54589731120603,458,4589,4589731120608
54589731120610,458,4589,4589731120615
54589731120627,458,4589,4589731120622
54589731120634,458,4589,4589731120639
54589731120641,458,4589,4589731120646
54589731120658,458,4589,4589731120653
54589731122485,458,4589,4589731122480
54589731122621,458,4589,4589731122626
54589731122997,458,4589,4589731122992
54589731123017,458,4589,4589731123012
54589731123024,458,4589,4589731123029
54589731123543,458,4589,4589731123548
54589731123550,458,4589,4589731123555
54589731123567,458,4589,4589731123562
54589731124427,458,4589,4589731124422
54589731124472,458,4589,4589731124477
54589731124922,458,4589,4589731124927
54589731124939,458,4589,4589731124934
54589731124946,458,4589,4589731124941
54589731125356,458,4589,4589731125351
54589731125363,458,4589,4589731125368
54589731125455,458,4589,4589731125450
54589731125462,458,4589,4589731125467
54589731125479,458,4589,4589731125474
54589731125639,458,4589,4589731125634
54589731125646,458,4589,4589731125641
54589731125653,458,4589,4589731125658
54589867111872,458,4589,4589867111877
54589867113487,458,4589,4589867113482
54589867113494,458,4589,4589867113499
54589867113500,458,4589,4589867113505
54589867113517,458,4589,4589867113512
